X	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene.name
ENSG00000152127	13259.163934072	-0.72940481035031	0.103895566742448	-7.02055759663417	2.20984540084488e-12	5.6822247897923e-10	MGAT5
ENSG00000147485	358.233756599751	-2.44782833504912	0.353180830175492	-6.9308074671913	4.18445232571486e-12	1.01711613445286e-09	PXDNL
ENSG00000112486	71.7089724668787	-1.41438743232089	0.204742228546033	-6.90813733134141	4.91058498020847e-12	1.18235871603224e-09	CCR6
ENSG00000127951	715.203362009553	-1.86577003732816	0.271111720747026	-6.88192318719083	5.90498538036296e-12	1.39183189499419e-09	FGL2
ENSG00000158486	58.1419070265941	-1.94343852487754	0.282586198547695	-6.87732994344921	6.09847543672623e-12	1.41598407658853e-09	DNAH3
ENSG00000205683	311.768583756947	-2.13050434600045	0.311078018350906	-6.8487781852756	7.4483380525586e-12	1.70397163109747e-09	DPF3
ENSG00000203709	5803.43862156658	-1.13527717148737	0.16662801051245	-6.81324327161997	9.54225735594488e-12	2.07614163017841e-09	MIR29B2CHG
ENSG00000103647	30.6192213879232	-5.3996411552314	0.794441643999117	-6.79677506336438	1.06986938345038e-11	2.29564456050288e-09	CORO2B
ENSG00000121753	28.6489947510078	-2.34033248764062	0.347767661100616	-6.72958629975522	1.70146148587482e-11	3.39343405192456e-09	ADGRB2
ENSG00000258130	14.3383026568458	-2.28296972093554	0.339407606752247	-6.72633634461237	1.73988130958067e-11	3.44795714554034e-09	AC106782.1
ENSG00000244437	160.73946004302	-4.19520927789738	0.62505731669302	-6.71171933494499	1.92344394998806e-11	3.76378060477852e-09	IGKV3-15
ENSG00000075035	57.3845428102375	-4.24225051238772	0.632288388063257	-6.70936014716644	1.9547966526121e-11	3.80122426579502e-09	WSCD2
ENSG00000255479	35.188426014568	-1.66719600989609	0.249008250718822	-6.69534445177349	2.15164207564795e-11	4.10699631286102e-09	AP001189.5
ENSG00000185633	79.4067907305655	-1.45250556007474	0.217148261028847	-6.68900387777813	2.24694779171395e-11	4.26276138070707e-09	NDUFA4L2
ENSG00000175920	108.976173034381	-3.06939263312214	0.462933108024745	-6.63031565449856	3.34969772901191e-11	6.13053796722045e-09	DOK7
ENSG00000185920	907.667222852951	-2.68026875248724	0.405404823274289	-6.61133908284517	3.80858974710476e-11	6.77123730295259e-09	PTCH1
ENSG00000211955	151.106336129556	-4.39192836044814	0.665511217153468	-6.59933033019841	4.13019127551031e-11	7.30128642925866e-09	IGHV3-33
ENSG00000164330	553.294970208744	-4.22791845251399	0.648997322351305	-6.51453913121909	7.29131729448242e-11	1.19397239464859e-08	EBF1
ENSG00000117090	3284.94992049717	-1.78663771891214	0.274479706666573	-6.50917964249529	7.55623161901887e-11	1.21811934902867e-08	SLAMF1
ENSG00000248571	212.452235045671	-1.55498940224497	0.238946128156632	-6.50769867769379	7.63107907094962e-11	1.22384413986833e-08	AC106882.1
ENSG00000100077	8518.56658948165	-0.50839019391993	0.0782371932336505	-6.49806278711525	8.13608502288613e-11	1.28496453460435e-08	GRK3
ENSG00000185697	1077.07416935643	-1.6971401738295	0.263080107482967	-6.45103953342189	1.11085514725553e-10	1.70256335943652e-08	MYBL1
ENSG00000164484	17.0167259639546	-1.99661713187268	0.310808957000491	-6.42393691334169	1.32794255554985e-10	1.98635945821262e-08	TMEM200A
ENSG00000114315	75.2765761381657	-2.82548524320882	0.441608322466829	-6.39817027773757	1.57249872056518e-10	2.3077902213653e-08	HES1
ENSG00000147408	272.582705863969	-2.47646542041791	0.387761009998859	-6.38657667109232	1.69640398679727e-10	2.47794447141895e-08	CSGALNACT1
ENSG00000256084	11.498211901059	-2.96292032337105	0.464689653247124	-6.37612716932038	1.81622132786755e-10	2.6405651483151e-08	AC092112.1
ENSG00000137507	4799.53966533732	-2.05874979262128	0.323772760402173	-6.35862569187109	2.03566776787152e-10	2.91330026645478e-08	LRRC32
ENSG00000163029	9342.50194736287	-0.662390618527527	0.104949829596523	-6.3114977992253	2.76347732299544e-10	3.82569148460337e-08	SMC6
ENSG00000140577	2992.11813772386	-0.61869241122966	0.0984737598358897	-6.28281495761648	3.32496738576444e-10	4.497813490143e-08	CRTC3
ENSG00000147570	11.5089054629636	-1.79476550338284	0.28588141673973	-6.27800688778879	3.42940727135247e-10	4.61901075470084e-08	DNAJC5B
ENSG00000162804	4879.57321109634	-1.51869919916947	0.242066426973047	-6.27389439403165	3.52127391528709e-10	4.72230152268652e-08	SNED1
ENSG00000076554	5395.25005030458	-0.806774779762126	0.129269617291076	-6.24102396733733	4.34715625169807e-10	5.68290220416311e-08	TPD52
ENSG00000167202	1519.89811455923	-0.784599749208235	0.125895041374019	-6.23217356811761	4.60007384719345e-10	5.98837228484225e-08	TBC1D2B
ENSG00000088280	258.938810976554	-2.00067175638029	0.321514090860797	-6.22265652812868	4.88806706713506e-10	6.28439796114765e-08	ASAP3
ENSG00000106123	1951.07407502864	-0.845560458612745	0.13593295414116	-6.2204228838775	4.95816713094424e-10	6.34829028580527e-08	EPHB6
ENSG00000196433	42.8330054019853	-1.21635545254905	0.195737873945085	-6.21420590728548	5.15848486601681e-10	6.55085467903596e-08	ASMT
ENSG00000213809	118.237201809846	-2.59220775622317	0.418720521269261	-6.19078269286983	5.98661957375027e-10	7.39549511995006e-08	KLRK1
ENSG00000251309	29.5584024018984	-1.49987661906703	0.24396742258805	-6.147856148809	7.85372100361333e-10	9.36217707223837e-08	AP002075.1
ENSG00000228800	8.36886127472445	-1.22761742058037	0.199843285479757	-6.14290051143459	8.1028038555661e-10	9.6222342121461e-08	AL590068.1
ENSG00000236304	621.443483854856	-1.96809830074123	0.321141131795629	-6.12845290086886	8.8737688715681e-10	1.04579382917083e-07	AP001189.1
ENSG00000255363	16.0447349891254	-1.67210917827917	0.273175294645716	-6.12101171318492	9.29830680807966e-10	1.07613552094387e-07	LINC02757
ENSG00000153234	35589.6837901161	-1.17112877101907	0.191780510656178	-6.10660993138485	1.01769549232819e-09	1.16410146517673e-07	NR4A2
ENSG00000178295	5952.25357839297	-1.10178451756537	0.180487622889448	-6.1044879417589	1.03130776153476e-09	1.17535085657988e-07	GEN1
ENSG00000101096	4960.51426508291	-0.501145668577797	0.0822153761803203	-6.09552241759073	1.0908062395677e-09	1.23844124281532e-07	NFATC2
ENSG00000153395	7073.43541087823	-0.598303655948681	0.0984266056146321	-6.07867814004689	1.21177311431984e-09	1.3610793106799e-07	LPCAT1
ENSG00000154027	16.6337701569054	-1.12884507598166	0.185760294732144	-6.0768910687259	1.2253493999142e-09	1.36646221790432e-07	AK5
ENSG00000171522	6962.27306388568	-0.972331421606536	0.159990492546879	-6.07743251569546	1.22122047505241e-09	1.36646221790432e-07	PTGER4
ENSG00000211666	96.1909624111907	-2.92186679821487	0.483409357731472	-6.04429093372648	1.50068505490055e-09	1.65570262812485e-07	IGLV2-14
ENSG00000166387	3140.95829346249	-0.984424141105717	0.163012543888629	-6.03894717315916	1.55123015261232e-09	1.70542133350626e-07	PPFIBP2
ENSG00000144645	13352.5839042623	-0.630313500128417	0.105815634741323	-5.95671425748455	2.57359640170856e-09	2.7422022207657e-07	OSBPL10
ENSG00000132704	38777.3965779602	-1.28213867297336	0.21538585078131	-5.95275255232605	2.63669803071051e-09	2.78086731625411e-07	FCRL2
ENSG00000068831	45474.226758273	-0.601011168106687	0.101160148907302	-5.94118508719698	2.82968900705641e-09	2.97432817826169e-07	RASGRP2
ENSG00000105193	70099.0568538314	-0.509281050845402	0.0859476023966366	-5.92548292964751	3.11380930831429e-09	3.20472319593758e-07	RPS16
ENSG00000134121	15.5834505499092	-3.47388156260101	0.586794518936413	-5.92009885998518	3.21748152773931e-09	3.26195151147038e-07	CHL1
ENSG00000115109	967.082466614608	-1.31239239654934	0.221899131390503	-5.91436473106226	3.33158901478211e-09	3.36544574730246e-07	EPB41L5
ENSG00000271314	13.4035557054727	-3.04073989116344	0.514953059997567	-5.90488750795618	3.52887460048027e-09	3.530349692757e-07	AL161729.2
ENSG00000258878	2.74274237536081	-3.30792007934819	0.560784601369432	-5.89873557738618	3.66297704739e-09	3.65276297677709e-07	AL355076.3
ENSG00000140044	1441.89621121048	-0.640112212915007	0.108726552918968	-5.88735866014322	3.92416511208877e-09	3.87595394071168e-07	JDP2
ENSG00000119986	484.530548154812	-0.65081464614612	0.110691733311414	-5.87952348993538	4.11449210806636e-09	4.05108205564141e-07	AVPI1
ENSG00000165186	2.52693233861298	-3.89567324904543	0.662940057380249	-5.87635821018272	4.1939030060323e-09	4.10329887505292e-07	PTCHD1
ENSG00000175505	132.833772932473	-1.79211118117522	0.305070630833218	-5.87441398826412	4.24341726615755e-09	4.13872857059435e-07	CLCF1
ENSG00000157734	457.706737448295	-1.49395340943684	0.258668290881926	-5.7755568119433	7.66990145546177e-09	7.14471987975396e-07	SNX22
ENSG00000272502	2.39140387518708	-2.447738465607	0.423929469679436	-5.77392854395783	7.74442897326807e-09	7.19260951179969e-07	AC104958.2
ENSG00000272264	67.0738220737836	-1.18893839088334	0.206149785233761	-5.76735207138421	8.05267135574964e-09	7.39064200269731e-07	AC009686.2
ENSG00000259341	5.51132146158171	-2.43170090169602	0.423196329876904	-5.74603494884594	9.13604313112072e-09	8.16809511317698e-07	AC015660.1
ENSG00000172548	574.958986405266	-1.32043738816505	0.230437883643174	-5.73012287428273	1.00357911038913e-08	8.84542687295669e-07	NIPAL4
ENSG00000272899	99.8313019875331	-0.778386249321398	0.136857007519852	-5.68758782197167	1.28846346377827e-08	1.1074023134954e-06	ATP6V1FNB
ENSG00000133818	6765.17096776657	-0.531863388694112	0.0935763336129723	-5.68373827183566	1.31781905079438e-08	1.12332340074974e-06	RRAS2
ENSG00000211950	80.6729691617459	-4.23581643736263	0.746467914191257	-5.67447891173168	1.39111451857881e-08	1.17613440262344e-06	IGHV1-24
ENSG00000231544	25.3323052823011	-0.765558630890425	0.135198124259279	-5.66249446939265	1.49188186367634e-08	1.25112993058118e-06	RSL24D1P11
ENSG00000103056	552.67607886632	-0.839629522828078	0.148346019787724	-5.6599396736734	1.51426215538236e-08	1.25971225776501e-06	SMPD3
ENSG00000166897	291.394007325412	-1.86158418317461	0.329670274145833	-5.64680630668907	1.63455809819922e-08	1.34184712689373e-06	ELFN2
ENSG00000205356	4431.59140246528	-0.513580803063701	0.0909746026271564	-5.64532065249598	1.64873665916436e-08	1.34992483359423e-06	TECPR1
ENSG00000059804	19894.3775230444	-1.55562859065423	0.27617568942436	-5.63274991327682	1.77358560061071e-08	1.43702002061982e-06	SLC2A3
ENSG00000073417	2769.36188964575	-0.937003195840305	0.166625836303726	-5.62339680703736	1.87238631474518e-08	1.5014318404811e-06	PDE8A
ENSG00000181722	607.097951718805	-0.541856240195907	0.0963552206244709	-5.62352757519704	1.87096881212007e-08	1.5014318404811e-06	ZBTB20
ENSG00000177369	3.43290087853339	-1.85439415278115	0.329834529642355	-5.62219533167706	1.88545898332193e-08	1.50802790097931e-06	FLJ40194
ENSG00000159958	6958.68857191909	-0.57927243573667	0.103555621054806	-5.59382899582142	2.22115730465068e-08	1.73200308138903e-06	TNFRSF13C
ENSG00000250290	2.44326733549372	-2.72115701289046	0.486494744420974	-5.59339446951104	2.2267259105699e-08	1.73200308138903e-06	NCAPGP1
ENSG00000168298	950.770508031997	-1.78114746958064	0.319078414949114	-5.58216220882472	2.37546667222003e-08	1.8248862857477e-06	H1-4
ENSG00000108798	148.483711769388	-1.34359112011371	0.24095286131022	-5.57615756379781	2.45889229366046e-08	1.87508617482005e-06	ABI3
ENSG00000174136	1362.26370940303	-0.531222564328472	0.0955594044463859	-5.55908199099877	2.71197283085123e-08	2.04800025937559e-06	RGMB
ENSG00000128016	48863.2858222435	-0.696089218432437	0.125328613809647	-5.55411248296164	2.79025771664983e-08	2.08685789274342e-06	ZFP36
ENSG00000186174	1997.03797896179	-0.804115034283436	0.144767689411673	-5.55452005589997	2.7837555229325e-08	2.08685789274342e-06	BCL9L
ENSG00000188958	14.5497943949317	-1.59673854080443	0.287438131732528	-5.55506860269416	2.77502751589062e-08	2.08685789274342e-06	UTS2B
ENSG00000211598	287.444378352587	-2.82413494206328	0.510130239540164	-5.53610572980144	3.09270912082737e-08	2.29103473515005e-06	IGKV4-1
ENSG00000135926	2427.35657330849	-0.64338374740806	0.116487280416878	-5.52321030335292	3.32860915602188e-08	2.43677686285432e-06	TMBIM1
ENSG00000105643	14338.6536783427	-0.619236513934725	0.112384940038715	-5.50995990851983	3.58915437500758e-08	2.58493889050025e-06	ARRDC2
ENSG00000204099	116.044986201064	-2.03570356922891	0.36995186611481	-5.50261738265473	3.74193924207398e-08	2.68255658153566e-06	NEU4
ENSG00000204634	260.606118180634	-1.4633926784278	0.266279617362515	-5.495699193662	3.89165383877806e-08	2.77073285780096e-06	TBC1D8
ENSG00000258613	2.98490566421086	-1.84711449797346	0.336592894647132	-5.48768119395356	4.07244198484657e-08	2.88623889463625e-06	RPL21P7
ENSG00000184271	2398.72974991176	-0.553565667638861	0.101111237400982	-5.47481844617881	4.37960394747457e-08	3.07353548982423e-06	POU6F1
ENSG00000122224	32173.4439114849	-1.04306341314117	0.190618307669137	-5.47200017614076	4.44984391353232e-08	3.11119086925238e-06	LY9
ENSG00000240671	18.9694963460676	-3.74885221658306	0.685171679258051	-5.47140567841707	4.46479950084754e-08	3.11464813609573e-06	IGKV1-8
ENSG00000245812	26.4819095920739	-4.11809713193409	0.75595602917135	-5.44753527060058	5.10725899189531e-08	3.53902336335944e-06	LINC02202
ENSG00000225521	28.4448562352302	-1.87594565436745	0.345171341434316	-5.43482447462816	5.48503991622201e-08	3.76724165371778e-06	SNED1-AS1
ENSG00000123358	8850.38275200192	-1.64106748508033	0.302450605023342	-5.42590247076436	5.76624401241964e-08	3.92571444110311e-06	NR4A1
ENSG00000105245	965.836552583277	-0.666155186040852	0.122842961484639	-5.42281932957269	5.86662813029001e-08	3.97665361694364e-06	NUMBL
ENSG00000171174	194.731407209806	-0.885061710831138	0.163222918274904	-5.4224107753085	5.88005666702393e-08	3.9770913713286e-06	RBKS
ENSG00000185614	20.6346325460167	-1.49423943454107	0.275729563748855	-5.41922097226425	5.98592945180376e-08	4.0399180701512e-06	INKA1
ENSG00000105717	121.796329950946	-0.920785158440848	0.169950055518744	-5.41797503760917	6.02778293531252e-08	4.04186229453402e-06	PBX4
ENSG00000186891	79.1219064386736	-1.52087192703564	0.280921167512633	-5.41387443495959	6.16754239746894e-08	4.10900956343579e-06	TNFRSF18
ENSG00000242114	43.1116886261166	-1.13856531154987	0.21052316789727	-5.40826609689561	6.36378274525036e-08	4.20159274455191e-06	MTFP1
ENSG00000231930	0.922659346261197	-2.91777649316434	0.541525962973409	-5.38806390213208	7.12207315514602e-08	4.65523239655584e-06	AF228730.1
ENSG00000151502	1409.90936668585	-0.552868778701777	0.102737436200451	-5.38137605091755	7.39185929748562e-08	4.7714298407193e-06	VPS26B
ENSG00000170820	1.00195846206721	-2.38382348181986	0.444077506013055	-5.36803474515501	7.95992214683208e-08	5.08536052883751e-06	FSHR
ENSG00000135253	205.146290023809	-1.13787895303112	0.212038507120861	-5.3663788171388	8.03331303871353e-08	5.12173091339127e-06	KCP
ENSG00000269534	23.4885683635384	-0.602762427789727	0.112379467099661	-5.36363486450047	8.15637012404197e-08	5.18955304027235e-06	AC011466.3
ENSG00000205268	12449.2706222043	-0.506180063994838	0.0943935360229936	-5.36244413888188	8.21033630478645e-08	5.21322843777185e-06	PDE7A
ENSG00000083454	3558.05298960056	-1.04906314798142	0.196160943864477	-5.34797155496046	8.89454397830573e-08	5.55694672283185e-06	P2RX5
ENSG00000156738	61852.3891931222	-1.01517855607382	0.190347101155069	-5.33330189907536	9.64427684781021e-08	5.97733835788683e-06	MS4A1
ENSG00000104880	10683.0831236736	-0.573654875713984	0.10761948383248	-5.33039980573528	9.79967873446018e-08	6.06157861759959e-06	ARHGEF18
ENSG00000203876	26.2335165128728	-0.95567266293388	0.179542336850655	-5.32282624642908	1.02167323499256e-07	6.30700780958799e-06	ADD3-AS1
ENSG00000107968	8428.2654432095	-1.22522421435093	0.230384424114855	-5.31817295834249	1.04814410838172e-07	6.45760547407536e-06	MAP3K8
ENSG00000266733	27.3362731278299	-1.24253509108473	0.233932657902829	-5.31150760318748	1.08722033901661e-07	6.6587965369732e-06	TBC1D29P
ENSG00000197880	683.830076347714	-1.131961508688	0.213881579447288	-5.29246843797024	1.20676301580263e-07	7.30467270635551e-06	MDS2
ENSG00000157800	594.682757680065	-0.930460457381017	0.175953816472052	-5.2880947741694	1.23596939433778e-07	7.42369030232267e-06	SLC37A3
ENSG00000121152	75.211229895047	-1.01990798664641	0.19308374969984	-5.28220519972249	1.27638119251822e-07	7.62227409651043e-06	NCAPH
ENSG00000211660	32.8459212698578	-2.60796775525443	0.494249201784383	-5.27662512319475	1.31584679341368e-07	7.81296589379384e-06	IGLV2-23
ENSG00000180530	598.858564921617	-1.54119740881377	0.2922265020222	-5.27398233270673	1.33494764188728e-07	7.89624068099599e-06	NRIP1
ENSG00000033170	2414.86069923173	-1.12344198654063	0.21332038149954	-5.26645404739748	1.3908404067549e-07	8.14938184093504e-06	FUT8
ENSG00000233308	5.34414812850444	-2.46412181583425	0.468188153183513	-5.26310159511534	1.41645253909935e-07	8.2683091649152e-06	OSTN-AS1
ENSG00000163606	57.4406090702326	-1.37090169266294	0.260550106289868	-5.26156643028875	1.42833264280044e-07	8.32204372948506e-06	CD200R1
ENSG00000014257	34.4734570691533	-1.97627819237101	0.37659556284015	-5.24774688651834	1.53970638073742e-07	8.88773369645332e-06	ACP3
ENSG00000248318	1.20239591833857	-2.63142562765866	0.502481392146836	-5.23686183963148	1.63329862456715e-07	9.39312756121215e-06	AC104958.1
ENSG00000261468	492.504660654543	-0.577609254574301	0.110493168184275	-5.22755627398605	1.71765128366044e-07	9.82376551259694e-06	AC096921.2
ENSG00000160613	11491.793585562	-0.537201644060397	0.102828377500587	-5.22425479345262	1.74857869651039e-07	9.96401629753257e-06	PCSK7
ENSG00000142552	880.119753361809	-0.901344702741723	0.172677630087227	-5.21981163562654	1.79105200340902e-07	1.01687957996469e-05	RCN3
ENSG00000072858	7416.01238346015	-0.600795931426508	0.115234614777551	-5.21367587843533	1.85134833089817e-07	1.04919855408442e-05	SIDT1
ENSG00000199023	14.1678705555849	-1.40023066689862	0.269545485467788	-5.1947843402703	2.04957293097763e-07	1.1387207607412e-05	MIR339
ENSG00000139722	2356.21151319762	-1.67601186938735	0.322777499257237	-5.1924681033967	2.07524432425564e-07	1.14888036762572e-05	VPS37B
ENSG00000127528	41085.0174797181	-0.760934479258225	0.146902641224989	-5.17985567116399	2.22057641216355e-07	1.22497861545469e-05	KLF2
ENSG00000240898	40.5335422402249	-0.928672125962499	0.179397609826753	-5.17661370661142	2.25949367184798e-07	1.2442411789771e-05	AC132942.1
ENSG00000111801	3633.55186344316	-0.597090886066927	0.115616915243851	-5.16439039052016	2.41223778566128e-07	1.31901501274656e-05	BTN3A3
ENSG00000227039	1050.55404692106	-1.63581534622742	0.316808215425608	-5.16342464171841	2.42472222929591e-07	1.32231352213695e-05	ITGB2-AS1
ENSG00000161911	38.9606877948082	-1.13881617480846	0.220621395673796	-5.16185735898559	2.44511579105633e-07	1.3299805525723e-05	TREML1
ENSG00000228382	128.428414985587	-0.652812854848462	0.126962422047095	-5.14178009778603	2.72147542007592e-07	1.45486709183543e-05	ITPKB-IT1
ENSG00000167083	46.9024862887246	-1.23558934113152	0.240598855930816	-5.13547471516993	2.81432717839816e-07	1.49593448338435e-05	GNGT2
ENSG00000188316	18.3588489917039	-1.6423891317124	0.320983957931564	-5.11673275604188	3.10873597739816e-07	1.63658379805057e-05	ENO4
ENSG00000110092	537.492961465876	-0.670585833172012	0.131192338128187	-5.11147101072922	3.19659882588123e-07	1.67716322545772e-05	CCND1
ENSG00000242290	5.60246847614849	-1.33601827345123	0.261579339487477	-5.10750686988102	3.26437232631784e-07	1.70124650232373e-05	ZBTB20-AS5
ENSG00000132842	5281.80041449725	-0.541133893361138	0.106277247746143	-5.09171911050714	3.54831505975938e-07	1.8247723380875e-05	AP3B1
ENSG00000227589	46.9680102404073	-1.38609531757298	0.272966772757476	-5.07789026323906	3.81649006728663e-07	1.9434117097134e-05	TP73-AS3
ENSG00000214900	791.524920570085	-0.623537492816738	0.122805233050617	-5.07745050701326	3.82533108052789e-07	1.94473081549778e-05	LINC01588
ENSG00000085117	6152.60311907879	-0.797902290711309	0.157398043277085	-5.06932789060581	3.99222954744714e-07	2.01967866519874e-05	CD82
ENSG00000070882	1895.41442309592	-0.77712767365193	0.153556281119168	-5.06086542333514	4.1735773165066e-07	2.09102272219758e-05	OSBPL3
ENSG00000174292	689.080974392555	-0.61155578784478	0.120956731010439	-5.0559880606562	4.28168121160998e-07	2.13829771327161e-05	TNK1
ENSG00000151490	2323.80965737591	-0.661996762425176	0.131167922642826	-5.04694096763132	4.48939986480608e-07	2.23128910533086e-05	PTPRO
ENSG00000224563	20.6600611311673	-1.59606739163023	0.316890280898358	-5.03665617987875	4.73734596368826e-07	2.3284841227209e-05	LPP-AS1
ENSG00000259078	6.59058123275227	-1.47799766575161	0.29392640200167	-5.02846173629279	4.9443014731024e-07	2.39613787745537e-05	PTBP1P
ENSG00000216490	260.72730654142	-1.20570486112211	0.240169352946169	-5.0202277948109	5.16102390935583e-07	2.48183828271697e-05	IFI30
ENSG00000187164	145.73601484911	-1.79895471424787	0.358363090928629	-5.01992186077596	5.16925026400438e-07	2.48195807814766e-05	SHTN1
ENSG00000146555	8.7505930418231	-2.17692005201579	0.434381078570448	-5.01154437753148	5.39949276816086e-07	2.58055942389844e-05	SDK1
ENSG00000172575	2048.06246269214	-0.933921593628759	0.186442581118567	-5.00916468773213	5.46667802674347e-07	2.60866186266978e-05	RASGRP1
ENSG00000109321	106.600754957736	-1.8823642135957	0.37629522914704	-5.00236002955051	5.66326987065544e-07	2.69833561233848e-05	AREG
ENSG00000259884	114.792272576463	-1.55275254861018	0.311294948117205	-4.98804287702592	6.09940336460316e-07	2.88405375201973e-05	NR4A1AS
ENSG00000202337	35.0321121667628	-0.683867427042926	0.137392342125711	-4.97747848578928	6.44179394242726e-07	3.03212609577518e-05	RNU6-8
ENSG00000148700	13814.3372928055	-0.853621507201023	0.171761495566063	-4.96980714092993	6.70195295351155e-07	3.13560695101661e-05	ADD3
ENSG00000258900	115.854360078703	-0.608049606713408	0.122386302853405	-4.96828151955642	6.75488492874715e-07	3.15562664847012e-05	HNRNPCP1
ENSG00000254693	4.29501156864525	-1.17167697177505	0.235986893199338	-4.9650086743815	6.86979993654409e-07	3.19970187763018e-05	AC010768.1
ENSG00000006016	49.7641828074422	-0.500370865566368	0.101272696274951	-4.94082693530626	7.779193467978e-07	3.5385094498421e-05	CRLF1
ENSG00000131584	2445.23411784389	-0.865740705076943	0.175281847703348	-4.93913497843855	7.84698836532174e-07	3.55376053872278e-05	ACAP3
ENSG00000230212	3.54507495891369	-1.57991267332263	0.319858902034314	-4.93940504164283	7.83612918325093e-07	3.55376053872278e-05	AP000688.1
ENSG00000263331	12.0135998221472	-1.98920333310214	0.403290958373758	-4.93242730043704	8.12140107340172e-07	3.64619266373373e-05	AC008551.1
ENSG00000256358	1.29570231837479	-1.70520642545476	0.346482952938884	-4.92147279105977	8.5895345587858e-07	3.81780269610718e-05	RPL31P57
ENSG00000253664	6.44404420488362	-2.5111373632027	0.51080806225806	-4.91600964969515	8.83260456931226e-07	3.91453655839771e-05	AC012413.1
ENSG00000143387	2079.35904497389	-0.538179222985751	0.109990410155888	-4.89296496142708	9.93280955413385e-07	4.35880823212647e-05	CTSK
ENSG00000185338	666.208520644802	-1.01528025264931	0.207794579334056	-4.88598045195935	1.02915409646362e-06	4.50986921172853e-05	SOCS1
ENSG00000078269	852.737554925207	-1.09038524004413	0.22322033981038	-4.88479338831928	1.03537366536932e-06	4.53074273567309e-05	SYNJ2
