features	weights	abs_weight
cg00661523/MBNL1	-0.740433278179238	0.740433278179238
cg05161923/ETV6	-0.753220177944437	0.753220177944437
cg13975093/UNC84A	-0.76267963515079	0.76267963515079
cg21096966/KLHL28	-0.765594351811036	0.765594351811036
cg08909592/OSBPL2	-0.779289720332314	0.779289720332314
cg15564619/SKI	-0.782073920394624	0.782073920394624
cg10506618/TRAK1	-0.785093627707136	0.785093627707136
cg26329618/RANBP3L	-0.792747320852323	0.792747320852323
cg26393261/ATXN1	-0.808291472875283	0.808291472875283
cg22876699/NA	-0.810859280249091	0.810859280249091
cg26175287/C14orf139	-0.81847701839442	0.81847701839442
cg03543448/GLIS2	-0.823543834187644	0.823543834187644
cg04798314/SMYD3	-0.842700640076169	0.842700640076169
cg26724975/NA	-0.907217504663072	0.907217504663072
cg13594138/NA	-0.909870042380185	0.909870042380185
cg21828319/RFC2	-0.93162756033185	0.93162756033185
cg00769882/HSPA6	-0.956970248447795	0.956970248447795
cg26472802/AIRE	-1	1
