features	weights	abs_weight
cg04954225/RGS6	0.721384992967798	0.721384992967798
cg25009327/ZNF425	0.727821174974001	0.727821174974001
cg06705862/NA	0.731939819207719	0.731939819207719
cg25145765/GABRA2	0.73246491257224	0.73246491257224
cg16647921/NA	0.7329512686434	0.7329512686434
cg00013349/ST6GALNAC3	0.733096283708548	0.733096283708548
cg16848873/LOC404266	0.733618066232487	0.733618066232487
cg20597646/PCDH19	0.756025412036457	0.756025412036457
cg02565999/GPC6	0.761728431275804	0.761728431275804
cg01674874/MAGIX	0.762645449117988	0.762645449117988
cg09277749/UCK2	0.764276485439045	0.764276485439045
cg20749047/DUSP9	0.764636352064756	0.764636352064756
cg07808087/CPEB2	0.774627430799673	0.774627430799673
cg03187668/OR4C6	0.779701194121307	0.779701194121307
cg04205664/CLEC2L	0.780736858748241	0.780736858748241
cg02218809/TMEM219	0.796460015821615	0.796460015821615
cg08605326/CA10	0.802091554911938	0.802091554911938
cg16170760/LAGE3	0.804170849362713	0.804170849362713
cg27626141/AZIN1	0.809274287421999	0.809274287421999
cg12393503/NA	0.809755795403415	0.809755795403415
cg04106006/BDNF	0.812866432274909	0.812866432274909
cg10817615/CHST1	0.818394963944666	0.818394963944666
cg10846614/CNGA2	0.842508611119817	0.842508611119817
cg00879547/NA	0.86542999788905	0.86542999788905
cg11881472/PRR5L	0.878109533047187	0.878109533047187
cg20638675/NA	0.888163824703995	0.888163824703995
cg24504954/FHIT	0.893641448350153	0.893641448350153
cg24546723/DLX4	0.901384274969918	0.901384274969918
cg24876960/IRX4	0.950231443537706	0.950231443537706
cg09066361/GRM8	0.980027614867318	0.980027614867318
