Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Negative Regulation Of Tumor Necrosis Factor Production (GO:0032720)	2/47	0.0412035403178748	0.379515851576556	0	0	6.52444444444444	20.8079611081274	PTPN6;VSIR
Insulin Receptor Signaling Pathway (GO:0008286)	2/47	0.0412035403178748	0.379515851576556	0	0	6.52444444444444	20.8079611081274	IRS1;SH2B2
Regulation Of Interleukin-6 Production (GO:0032675)	3/114	0.0436436166849218	0.379515851576556	0	0	3.9838644614764	12.4762613462864	PYCARD;PTPN6;SCIMP
Negative Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903556)	2/49	0.0444319145713561	0.379515851576556	0	0	6.2461780929866	19.4493323007612	PTPN6;VSIR
Neurogenesis (GO:0022008)	2/49	0.0444319145713561	0.379515851576556	0	0	6.2461780929866	19.4493323007612	CDK6;DCHS1
Negative Regulation Of T Cell Activation (GO:0050868)	2/49	0.0444319145713561	0.379515851576556	0	0	6.2461780929866	19.4493323007612	TNFAIP8L2;VSIR
Regulation Of Interleukin-12 Production (GO:0032655)	2/50	0.0460802533373535	0.379515851576556	0	0	6.11574074074074	18.8204017608793	SCIMP;CMKLR1
Positive Regulation Of Fat Cell Differentiation (GO:0045600)	2/50	0.0460802533373535	0.379515851576556	0	0	6.11574074074074	18.8204017608793	FNDC5;CMKLR1
Negative Regulation Of Inflammatory Response To Wounding (GO:0106015)	1/7	0.0469824732592036	0.379515851576556	0	0	24.3345588235294	74.4146101594828	PTPN6
Positive Regulation Of Isomerase Activity (GO:0010912)	1/7	0.0469824732592036	0.379515851576556	0	0	24.3345588235294	74.4146101594828	ITGB2
Regulation Of Dopamine Metabolic Process (GO:0042053)	1/7	0.0469824732592036	0.379515851576556	0	0	24.3345588235294	74.4146101594828	ITGB2
Negative Regulation Of Monooxygenase Activity (GO:0032769)	1/7	0.0469824732592036	0.379515851576556	0	0	24.3345588235294	74.4146101594828	NOSIP
Glycine Metabolic Process (GO:0006544)	1/7	0.0469824732592036	0.379515851576556	0	0	24.3345588235294	74.4146101594828	RIDA
T-helper 17 Cell Lineage Commitment (GO:0072540)	1/7	0.0469824732592036	0.379515851576556	0	0	24.3345588235294	74.4146101594828	SLAMF6
Purine Ribonucleoside Monophosphate Catabolic Process (GO:0009169)	1/7	0.0469824732592036	0.379515851576556	0	0	24.3345588235294	74.4146101594828	NT5E
Negative Regulation Of CD8-positive, Alpha-Beta T Cell Activation (GO:2001186)	1/7	0.0469824732592036	0.379515851576556	0	0	24.3345588235294	74.4146101594828	VSIR
Negative Regulation Of cAMP-dependent Protein Kinase Activity (GO:2000480)	1/7	0.0469824732592036	0.379515851576556	0	0	24.3345588235294	74.4146101594828	PKIG
Somatic Hypermutation Of Immunoglobulin Genes (GO:0016446)	1/7	0.0469824732592036	0.379515851576556	0	0	24.3345588235294	74.4146101594828	SAMHD1
Peptidyl-Tyrosine Modification (GO:0018212)	2/54	0.0528924344182915	0.379515851576556	0	0	5.64415954415954	16.5909785730765	FGR;PTPN6
DNA Cytosine Deamination (GO:0070383)	1/8	0.0535129132165144	0.379515851576556	0	0	20.8571428571429	61.0662162440138	APOBEC3C
Type B Pancreatic Cell Differentiation (GO:0003309)	1/8	0.0535129132165144	0.379515851576556	0	0	20.8571428571429	61.0662162440138	CDK6
T-helper 17 Cell Differentiation (GO:0072539)	1/8	0.0535129132165144	0.379515851576556	0	0	20.8571428571429	61.0662162440138	SLAMF6
Intermembrane Lipid Transfer (GO:0120009)	1/8	0.0535129132165144	0.379515851576556	0	0	20.8571428571429	61.0662162440138	PLEKHA8P1
Regulation Of CD8-positive, Alpha-Beta T Cell Proliferation (GO:2000564)	1/8	0.0535129132165144	0.379515851576556	0	0	20.8571428571429	61.0662162440138	VSIR
Positive Regulation Of Adaptive Immune Response (GO:0002821)	1/8	0.0535129132165144	0.379515851576556	0	0	20.8571428571429	61.0662162440138	PYCARD
Positive Regulation Of Blood Pressure (GO:0045777)	1/8	0.0535129132165144	0.379515851576556	0	0	20.8571428571429	61.0662162440138	TBXA2R
Positive Regulation Of Calcium Ion Transport Into Cytosol (GO:0010524)	1/8	0.0535129132165144	0.379515851576556	0	0	20.8571428571429	61.0662162440138	P2RX5
Positive Regulation Of Dendritic Cell Cytokine Production (GO:0002732)	1/8	0.0535129132165144	0.379515851576556	0	0	20.8571428571429	61.0662162440138	SCIMP
Positive Regulation Of Fatty Acid Beta-Oxidation (GO:0032000)	1/8	0.0535129132165144	0.379515851576556	0	0	20.8571428571429	61.0662162440138	IRS1
Regulation Of Tumor Necrosis Factor Production (GO:0032680)	3/127	0.056811264107474	0.379515851576556	0	0	3.5638541165142	10.2212072395403	PYCARD;PTPN6;VSIR
Protein Homooligomerization (GO:0051260)	3/129	0.0589867453490496	0.379515851576556	0	0	3.50692963752665	9.92616274462789	PYCARD;MLKL;SAMHD1
Positive Regulation Of Keratinocyte Migration (GO:0051549)	1/9	0.0599989295864789	0.379515851576556	0	0	18.2490808823529	51.342485296052	IQSEC1
Transferrin Transport (GO:0033572)	1/9	0.0599989295864789	0.379515851576556	0	0	18.2490808823529	51.342485296052	STEAP3
Granulocyte Migration (GO:0097530)	1/9	0.0599989295864789	0.379515851576556	0	0	18.2490808823529	51.342485296052	ITGB2
Regulation Of Inflammatory Response To Wounding (GO:0106014)	1/9	0.0599989295864789	0.379515851576556	0	0	18.2490808823529	51.342485296052	PTPN6
Pinocytosis (GO:0006907)	1/9	0.0599989295864789	0.379515851576556	0	0	18.2490808823529	51.342485296052	PYCARD
Mitral Valve Morphogenesis (GO:0003183)	1/9	0.0599989295864789	0.379515851576556	0	0	18.2490808823529	51.342485296052	DCHS1
Regulation Of CD4-positive, Alpha-Beta T Cell Proliferation (GO:2000561)	1/9	0.0599989295864789	0.379515851576556	0	0	18.2490808823529	51.342485296052	VSIR
Necroptotic Process (GO:0070266)	1/9	0.0599989295864789	0.379515851576556	0	0	18.2490808823529	51.342485296052	MLKL
Negative Regulation Of Alpha-Beta T Cell Proliferation (GO:0046642)	1/9	0.0599989295864789	0.379515851576556	0	0	18.2490808823529	51.342485296052	VSIR
Positive Regulation Of Mitochondrion Organization (GO:0010822)	2/58	0.06003706076134	0.379515851576556	0	0	5.23994708994709	14.7388876901517	PYCARD;PLD6
Inorganic Anion Transport (GO:0015698)	2/58	0.06003706076134	0.379515851576556	0	0	5.23994708994709	14.7388876901517	SLC13A4;ANO8
Regulation Of Phagocytosis (GO:0050764)	2/58	0.06003706076134	0.379515851576556	0	0	5.23994708994709	14.7388876901517	PYCARD;FGR
CRD-mediated mRNA Stabilization (GO:0070934)	1/10	0.0664408221450692	0.379515851576556	0	0	16.2205882352941	43.9812104842916	IGF2BP3
Negative Regulation Of Interferon-Beta Production (GO:0032688)	1/10	0.0664408221450692	0.379515851576556	0	0	16.2205882352941	43.9812104842916	PYCARD
Negative Regulation Of Interleukin-17 Production (GO:0032700)	1/10	0.0664408221450692	0.379515851576556	0	0	16.2205882352941	43.9812104842916	VSIR
Positive Regulation Of Nitric-Oxide Synthase Biosynthetic Process (GO:0051770)	1/10	0.0664408221450692	0.379515851576556	0	0	16.2205882352941	43.9812104842916	FCER2
T-helper Cell Lineage Commitment (GO:0002295)	1/10	0.0664408221450692	0.379515851576556	0	0	16.2205882352941	43.9812104842916	SLAMF6
Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0048009)	1/10	0.0664408221450692	0.379515851576556	0	0	16.2205882352941	43.9812104842916	IRS1
Copper Ion Transport (GO:0006825)	1/10	0.0664408221450692	0.379515851576556	0	0	16.2205882352941	43.9812104842916	STEAP3
Negative Regulation Of Alpha-Beta T Cell Activation (GO:0046636)	1/10	0.0664408221450692	0.379515851576556	0	0	16.2205882352941	43.9812104842916	VSIR
Regulation Of T Cell Activation (GO:0050863)	2/62	0.0674913803171687	0.379515851576556	0	0	4.88962962962963	13.1812454206834	PYCARD;TNFAIP8L2
Positive Regulation Of Cytokine Production (GO:0001819)	5/320	0.0693974061125747	0.379515851576556	0	0	2.35064935064935	6.27131100831422	PYCARD;FGR;SLAMF6;BTN3A2;SCIMP
AMP Metabolic Process (GO:0046033)	1/11	0.0728388887077659	0.379515851576556	0	0	14.5977941176471	38.2389987800773	NT5E
Sulfate Transport (GO:0008272)	1/11	0.0728388887077659	0.379515851576556	0	0	14.5977941176471	38.2389987800773	SLC13A4
Regulation Of Keratinocyte Migration (GO:0051547)	1/11	0.0728388887077659	0.379515851576556	0	0	14.5977941176471	38.2389987800773	IQSEC1
Regulation Of Mitochondrial Fusion (GO:0010635)	1/11	0.0728388887077659	0.379515851576556	0	0	14.5977941176471	38.2389987800773	PLD6
Programmed Necrotic Cell Death (GO:0097300)	1/11	0.0728388887077659	0.379515851576556	0	0	14.5977941176471	38.2389987800773	MLKL
Complement Receptor Mediated Signaling Pathway (GO:0002430)	1/11	0.0728388887077659	0.379515851576556	0	0	14.5977941176471	38.2389987800773	CMKLR1
Negative Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000515)	1/11	0.0728388887077659	0.379515851576556	0	0	14.5977941176471	38.2389987800773	VSIR
Cytidine To Uridine Editing (GO:0016554)	1/11	0.0728388887077659	0.379515851576556	0	0	14.5977941176471	38.2389987800773	APOBEC3C
Peptidyl-Tyrosine Phosphorylation (GO:0018108)	2/67	0.0772116978381504	0.379515851576556	0	0	4.51236467236467	11.557087833748	FGR;PTPN6
Epithelial Cell Morphogenesis (GO:0003382)	1/12	0.0791934251499149	0.379515851576556	0	0	13.2700534759358	33.6510243395209	SIPA1
Positive Regulation Of Insulin Receptor Signaling Pathway (GO:0046628)	1/12	0.0791934251499149	0.379515851576556	0	0	13.2700534759358	33.6510243395209	IRS1
DNA Deamination (GO:0045006)	1/12	0.0791934251499149	0.379515851576556	0	0	13.2700534759358	33.6510243395209	APOBEC3C
Positive Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002888)	1/12	0.0791934251499149	0.379515851576556	0	0	13.2700534759358	33.6510243395209	ITGB2
Regulation Of Leukocyte Adhesion To Vascular Endothelial Cell (GO:1904994)	1/12	0.0791934251499149	0.379515851576556	0	0	13.2700534759358	33.6510243395209	ITGB2
Positive Regulation Of Vasoconstriction (GO:0045907)	1/12	0.0791934251499149	0.379515851576556	0	0	13.2700534759358	33.6510243395209	TBXA2R
Mesoderm Morphogenesis (GO:0048332)	1/12	0.0791934251499149	0.379515851576556	0	0	13.2700534759358	33.6510243395209	MESP2
Positive Regulation Of Calcium-Mediated Signaling (GO:0050850)	1/12	0.0791934251499149	0.379515851576556	0	0	13.2700534759358	33.6510243395209	P2RX5
Positive Regulation Of Fatty Acid Oxidation (GO:0046321)	1/12	0.0791934251499149	0.379515851576556	0	0	13.2700534759358	33.6510243395209	IRS1
Neuropeptide Signaling Pathway (GO:0007218)	2/68	0.0792061519699793	0.379515851576556	0	0	4.44377104377104	11.2680760427648	CYSLTR1;NXPH4
Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014068)	2/69	0.0812166640320031	0.379515851576556	0	0	4.37722498618021	10.989613512555	FGR;PTPN6
Phagocytosis (GO:0006909)	2/69	0.0812166640320031	0.379515851576556	0	0	4.37722498618021	10.989613512555	BIN2;ITGB2
Positive Regulation Of Glycogen Biosynthetic Process (GO:0045725)	1/13	0.0855047253614575	0.379515851576556	0	0	12.1636029411765	29.9125333221096	IRS1
Negative Regulation Of Interleukin-12 Production (GO:0032695)	1/13	0.0855047253614575	0.379515851576556	0	0	12.1636029411765	29.9125333221096	CMKLR1
Positive Regulation Of Macrophage Chemotaxis (GO:0010759)	1/13	0.0855047253614575	0.379515851576556	0	0	12.1636029411765	29.9125333221096	CMKLR1
Regulation Of Fatty Acid Beta-Oxidation (GO:0031998)	1/13	0.0855047253614575	0.379515851576556	0	0	12.1636029411765	29.9125333221096	IRS1
Immune Response-Regulating Cell Surface Receptor Signaling Pathway (GO:0002768)	1/13	0.0855047253614575	0.379515851576556	0	0	12.1636029411765	29.9125333221096	FGR
Positive Regulation Of Superoxide Anion Generation (GO:0032930)	1/13	0.0855047253614575	0.379515851576556	0	0	12.1636029411765	29.9125333221096	ITGB2
Regulation Of Nitric-Oxide Synthase Biosynthetic Process (GO:0051769)	1/13	0.0855047253614575	0.379515851576556	0	0	12.1636029411765	29.9125333221096	FCER2
Myeloid Dendritic Cell Activation (GO:0001773)	1/13	0.0855047253614575	0.379515851576556	0	0	12.1636029411765	29.9125333221096	PYCARD
Positive Regulation Of Brown Fat Cell Differentiation (GO:0090336)	1/13	0.0855047253614575	0.379515851576556	0	0	12.1636029411765	29.9125333221096	FNDC5
Positive Regulation Of Cellular Response To Insulin Stimulus (GO:1900078)	1/13	0.0855047253614575	0.379515851576556	0	0	12.1636029411765	29.9125333221096	IRS1
Regulation Of cAMP-dependent Protein Kinase Activity (GO:2000479)	1/13	0.0855047253614575	0.379515851576556	0	0	12.1636029411765	29.9125333221096	PKIG
Negative Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090051)	1/13	0.0855047253614575	0.379515851576556	0	0	12.1636029411765	29.9125333221096	TBXA2R
Endolysosomal Toll-Like Receptor Signaling Pathway (GO:0140894)	1/13	0.0855047253614575	0.379515851576556	0	0	12.1636029411765	29.9125333221096	SCIMP
Positive Regulation Of Glycogen Metabolic Process (GO:0070875)	1/14	0.0917730813026061	0.379515851576556	0	0	11.2273755656109	26.815870864612	IRS1
Negative Regulation Of Single Stranded Viral RNA Replication Via Double Stranded DNA Intermediate (GO:0045869)	1/14	0.0917730813026061	0.379515851576556	0	0	11.2273755656109	26.815870864612	APOBEC3C
Regulation Of Mast Cell Degranulation (GO:0043304)	1/14	0.0917730813026061	0.379515851576556	0	0	11.2273755656109	26.815870864612	FGR
Protein Homotrimerization (GO:0070207)	1/14	0.0917730813026061	0.379515851576556	0	0	11.2273755656109	26.815870864612	MLKL
Regulation Of Superoxide Anion Generation (GO:0032928)	1/14	0.0917730813026061	0.379515851576556	0	0	11.2273755656109	26.815870864612	ITGB2
Protein Trimerization (GO:0070206)	1/14	0.0917730813026061	0.379515851576556	0	0	11.2273755656109	26.815870864612	MLKL
Regulation Of Transposition (GO:0010528)	1/14	0.0917730813026061	0.379515851576556	0	0	11.2273755656109	26.815870864612	APOBEC3C
Ceramide Transport (GO:0035627)	1/14	0.0917730813026061	0.379515851576556	0	0	11.2273755656109	26.815870864612	PLEKHA8P1
Positive Regulation Of Interleukin-6 Production (GO:0032755)	2/76	0.0957142835556749	0.379515851576556	0	0	3.96176176176176	9.29582921948759	PYCARD;SCIMP
Regulation Of Immune Response (GO:0050776)	2/77	0.0978423939580528	0.379515851576556	0	0	3.90874074074074	9.08546650161485	FGR;SAMHD1
Positive Regulation Of Glucose Metabolic Process (GO:0010907)	1/15	0.0979987829751249	0.379515851576556	0	0	10.4248949579832	24.2149482915581	IRS1
Negative Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060339)	1/15	0.0979987829751249	0.379515851576556	0	0	10.4248949579832	24.2149482915581	SAMHD1
Regulation Of Monocyte Differentiation (GO:0045655)	1/15	0.0979987829751249	0.379515851576556	0	0	10.4248949579832	24.2149482915581	CDK6
Astrocyte Development (GO:0014002)	1/15	0.0979987829751249	0.379515851576556	0	0	10.4248949579832	24.2149482915581	CDK6
Organonitrogen Compound Catabolic Process (GO:1901565)	2/78	0.0999838958696466	0.379515851576556	0	0	3.85711500974659	8.88195672825629	RIDA;ANPEP
Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)	3/163	0.101571915802526	0.379515851576556	0	0	2.75694962686567	6.30511126826181	TBXA2R;ADGRG5;ADGRL1
Positive Regulation Of Cytoskeleton Organization (GO:0051495)	2/79	0.102138509345366	0.379515851576556	0	0	3.80683020683021	8.68499932568159	PYCARD;SYNPO
Negative Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002862)	1/16	0.104182118466226	0.379515851576556	0	0	9.72941176470588	22.0041813718647	FGR
Negative Regulation Of Interleukin-10 Production (GO:0032693)	1/16	0.104182118466226	0.379515851576556	0	0	9.72941176470588	22.0041813718647	VSIR
Positive Regulation Of Lymphocyte Migration (GO:2000403)	1/16	0.104182118466226	0.379515851576556	0	0	9.72941176470588	22.0041813718647	PYCARD
Innate Immune Response-Activating Signaling Pathway (GO:0002758)	1/16	0.104182118466226	0.379515851576556	0	0	9.72941176470588	22.0041813718647	PYCARD
Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895)	1/16	0.104182118466226	0.379515851576556	0	0	9.72941176470588	22.0041813718647	SCIMP
Cellular Response To Fatty Acid (GO:0071398)	1/16	0.104182118466226	0.379515851576556	0	0	9.72941176470588	22.0041813718647	IRS1
Negative Regulation Of RNA Biosynthetic Process (GO:1902679)	1/16	0.104182118466226	0.379515851576556	0	0	9.72941176470588	22.0041813718647	APOBEC3C
Positive Regulation Of Collagen Metabolic Process (GO:0010714)	1/16	0.104182118466226	0.379515851576556	0	0	9.72941176470588	22.0041813718647	VSIR
Positive Regulation Of Immune Response (GO:0050778)	2/80	0.104305957615707	0.379515851576556	0	0	3.75783475783476	8.49431039135594	PYCARD;ITGB2
Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901)	2/80	0.104305957615707	0.379515851576556	0	0	3.75783475783476	8.49431039135594	PYCARD;PKIG
Negative Regulation Of NF-kappaB Transcription Factor Activity (GO:0032088)	2/81	0.106485967018758	0.379515851576556	0	0	3.71007969995312	8.30962157812089	PYCARD;CMKLR1
Regulation Of Cytokine Production (GO:0001817)	3/167	0.107219139711538	0.379515851576556	0	0	2.68916090280306	6.00457495251757	FGR;IGF2BP3;BTN3A2
Negative Regulation Of Insulin Secretion (GO:0046676)	1/17	0.110323373910251	0.379515851576556	0	0	9.12086397058824	20.1054803872225	IRS1
Positive Regulation Of Leukocyte Adhesion To Vascular Endothelial Cell (GO:1904996)	1/17	0.110323373910251	0.379515851576556	0	0	9.12086397058824	20.1054803872225	ITGB2
Toll-Like Receptor 4 Signaling Pathway (GO:0034142)	1/17	0.110323373910251	0.379515851576556	0	0	9.12086397058824	20.1054803872225	SCIMP
Positive Regulation Of Nitric-Oxide Synthase Activity (GO:0051000)	1/17	0.110323373910251	0.379515851576556	0	0	9.12086397058824	20.1054803872225	FCER2
Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002861)	1/17	0.110323373910251	0.379515851576556	0	0	9.12086397058824	20.1054803872225	FGR
Hippo Signaling (GO:0035329)	1/17	0.110323373910251	0.379515851576556	0	0	9.12086397058824	20.1054803872225	DCHS1
Positive Regulation Of Regulatory T Cell Differentiation (GO:0045591)	1/17	0.110323373910251	0.379515851576556	0	0	9.12086397058824	20.1054803872225	VSIR
Base Conversion Or Substitution Editing (GO:0016553)	1/17	0.110323373910251	0.379515851576556	0	0	9.12086397058824	20.1054803872225	APOBEC3C
Carbohydrate Derivative Catabolic Process (GO:1901136)	1/17	0.110323373910251	0.379515851576556	0	0	9.12086397058824	20.1054803872225	SAMHD1
Regulation Of Single Stranded Viral RNA Replication Via Double Stranded DNA Intermediate (GO:0045091)	1/17	0.110323373910251	0.379515851576556	0	0	9.12086397058824	20.1054803872225	APOBEC3C
Myeloid Cell Activation Involved In Immune Response (GO:0002275)	1/17	0.110323373910251	0.379515851576556	0	0	9.12086397058824	20.1054803872225	PYCARD
Regulation Of Brown Fat Cell Differentiation (GO:0090335)	1/17	0.110323373910251	0.379515851576556	0	0	9.12086397058824	20.1054803872225	FNDC5
Embryonic Axis Specification (GO:0000578)	1/17	0.110323373910251	0.379515851576556	0	0	9.12086397058824	20.1054803872225	MESP2
Negative Regulation Of Cellular Senescence (GO:2000773)	1/17	0.110323373910251	0.379515851576556	0	0	9.12086397058824	20.1054803872225	CDK6
Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742)	3/172	0.114446854258461	0.379515851576556	0	0	2.60893756071712	5.65524972487793	ITGB2;ADGRL1;DCHS1
