Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Response To Insulin (GO:0032868)	3/79	0.00651158398439621	0.159019735197886	0	0	8.41595925297114	42.367390941989	CPEB1;PPARG;CPEB2
Positive Regulation Of Immune Response (GO:0050778)	3/80	0.00674204772336221	0.159493745205068	0	0	8.30624214495182	41.5261570714656	RSAD2;F2RL1;HLA-DRB1
Negative Regulation Of Protein Polymerization (GO:0032272)	2/26	0.00687473039677018	0.159493745205068	0	0	17.6241134751773	87.7663729451488	STMN2;MYADM
Regulation Of Transcription By RNA Polymerase II (GO:0006357)	18/2028	0.00739812367044204	0.159737834874338	0	0	2.05442020665901	10.0800720529712	MAGEH1;DLX4;FOXG1;TFE3;IRX4;NR0B1;POU3F3;CUX1;NFIL3;WT1;HOXB3;HOXC4;F2RL1;PPARG;ZNF425;LHX5;BCOR;MKX
Cellular Response To Acid Chemical (GO:0071229)	2/27	0.00740164536594453	0.159737834874338	0	0	16.9182978723404	83.0020652995721	RPTOR;CPEB1
Positive Regulation Of Cytosolic Calcium Ion Concentration Involved In Phospholipase C-activating G Protein-Coupled Signaling Pathway (GO:0051482)	2/27	0.00740164536594453	0.159737834874338	0	0	16.9182978723404	83.0020652995721	HTR2C;F2RL1
Establishment Of Endothelial Barrier (GO:0061028)	2/28	0.00794625120567032	0.16759366179232	0	0	16.2667757774141	78.6507556863624	MYADM;F2RL1
TOR Signaling (GO:0031929)	2/29	0.00850836959509497	0.168670003897414	0	0	15.6635145784082	74.6633523452467	RPTOR;PRR5L
Cellular Response To Chemical Stress (GO:0062197)	3/89	0.00903523998747041	0.168670003897414	0	0	7.43360840210052	34.9871907418879	RPTOR;PRR5L;CPEB2
Cellular Response To Peptide Hormone Stimulus (GO:0071375)	3/89	0.00903523998747041	0.168670003897414	0	0	7.43360840210052	34.9871907418879	CPEB1;PPARG;CPEB2
Response To Amino Acid (GO:0043200)	2/30	0.00908782348585203	0.168670003897414	0	0	15.1033434650456	70.9980966102698	RPTOR;CPEB1
Embryonic Skeletal System Morphogenesis (GO:0048704)	2/30	0.00908782348585203	0.168670003897414	0	0	15.1033434650456	70.9980966102698	HOXC4;HOXB3
Positive Regulation Of Interleukin-10 Production (GO:0032733)	2/30	0.00908782348585203	0.168670003897414	0	0	15.1033434650456	70.9980966102698	F2RL1;PIBF1
Negative Regulation Of DNA-templated Transcription (GO:0045892)	11/1025	0.00999799857291413	0.180821968869398	0	0	2.4108365239587	11.1027950430696	MAGEH1;DLX4;CUX1;NFIL3;WT1;FOXG1;PPARG;ZNF425;NR0B1;BCOR;POU3F3
Chemical Synaptic Transmission (GO:0007268)	5/273	0.0101929622164912	0.180821968869398	0	0	4.02575036903395	18.4623237825818	GABRA2;GABRA3;HTR2C;GABRD;CBLN2
Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374)	4/179	0.0108858658190559	0.180821968869398	0	0	4.9016149068323	22.1567210680522	HTR2C;F2RL1;HLA-DRB1;FGF4
Positive Regulation Of DNA Binding (GO:0043388)	2/33	0.0109284466127731	0.180821968869398	0	0	13.6396705559369	61.602018620944	PPARG;MMP9
Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	9/763	0.0110362194672906	0.180821968869398	0	0	2.62736668800878	11.8404190845378	MAGEH1;DLX4;CUX1;NFIL3;WT1;PPARG;ZNF425;NR0B1;BCOR
Positive Regulation Of Supramolecular Fiber Organization (GO:1902905)	3/96	0.0110979069043523	0.180821968869398	0	0	6.87166146375303	30.9293396973966	TNXB;STMN2;F2RL1
Embryonic Skeletal System Development (GO:0048706)	2/34	0.0115754972109367	0.180821968869398	0	0	13.2127659574468	58.9139360386718	HOXC4;HOXB3
Regulation Of Postsynaptic Membrane Potential (GO:0060078)	2/35	0.0122390168869593	0.180821968869398	0	0	12.8117343649259	56.4116848487628	GABRA2;GABRA3
Cellular Response To Amino Acid Stimulus (GO:0071230)	2/35	0.0122390168869593	0.180821968869398	0	0	12.8117343649259	56.4116848487628	RPTOR;CPEB1
Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705)	2/37	0.0136147863977475	0.180821968869398	0	0	12.0784194528875	51.8961230311296	PPARG;MMP9
Neuron Projection Development (GO:0031175)	4/192	0.0137820154097268	0.180821968869398	0	0	4.55966697502313	19.5353950926813	TNXB;BDNF;STMN2;TMEM108
Cellular Response To Organonitrogen Compound (GO:0071417)	3/105	0.0141186268619377	0.180821968869398	0	0	6.26249209361164	26.67984644162	RPTOR;CPEB1;WT1
Positive Regulation Of Axonogenesis (GO:0050772)	2/38	0.0143267007301561	0.180821968869398	0	0	11.74231678487	49.8535359200729	ROBO2;BDNF
Import Into Cell (GO:0098657)	2/38	0.0143267007301561	0.180821968869398	0	0	11.74231678487	49.8535359200729	SLC36A1;NEURL1B
Fibroblast Growth Factor Receptor Signaling Pathway (GO:0008543)	2/39	0.0150544131229961	0.180821968869398	0	0	11.4243818286371	47.9376669435547	KL;FGF4
Positive Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062208)	2/39	0.0150544131229961	0.180821968869398	0	0	11.4243818286371	47.9376669435547	RSAD2;F2RL1
Negative Regulation Of Cell-Cell Adhesion (GO:0022408)	2/40	0.0157977588307423	0.180821968869398	0	0	11.1231802911534	46.1376970991968	MYADM;PTK2
Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	7/557	0.0177482445362061	0.180821968869398	0	0	2.76768130745659	11.1578204721392	KCNH2;NFIL3;WT1;TFE3;PPARG;POU3F3;HLA-DRB1
Ephrin Receptor Signaling Pathway (GO:0048013)	2/43	0.0181199661721693	0.180821968869398	0	0	10.3077322262584	41.3416426617247	MMP9;PTK2
Positive Regulation Of miRNA Transcription (GO:1902895)	2/43	0.0181199661721693	0.180821968869398	0	0	10.3077322262584	41.3416426617247	WT1;PPARG
Regulation Of Cell Migration (GO:0030334)	6/434	0.0181962679851426	0.180821968869398	0	0	3.03364485981308	12.1544157200354	TNXB;MYADM;F2RL1;PRR5L;PTK2;FGF4
Cellular Response To Oxidative Stress (GO:0034599)	3/117	0.0188047676629399	0.180821968869398	0	0	5.59988681380872	22.25196135462	PRR5L;MMP9;CPEB2
Embryonic Organ Morphogenesis (GO:0048562)	2/44	0.0189242213416379	0.180821968869398	0	0	10.0618034447822	39.9183198361125	HOXC4;HOXB3
Mitotic Spindle Assembly (GO:0090307)	2/44	0.0189242213416379	0.180821968869398	0	0	10.0618034447822	39.9183198361125	ARHGEF10;PIBF1
Regulation Of Cell-Substrate Adhesion (GO:0010810)	2/44	0.0189242213416379	0.180821968869398	0	0	10.0618034447822	39.9183198361125	MYADM;PTK2
Regulation Of GTPase Activity (GO:0043087)	4/214	0.0197169098781555	0.180821968869398	0	0	4.07743271221532	16.0091369720696	F2RL1;CPEB2;RGS6;PTK2
Development Of Primary Male Sexual Characteristics (GO:0046546)	2/46	0.0205770557533159	0.180821968869398	0	0	9.60348162475822	37.2958759375975	WT1;NR0B1
Male Gonad Development (GO:0008584)	2/46	0.0205770557533159	0.180821968869398	0	0	9.60348162475822	37.2958759375975	WT1;NR0B1
Regulation Of Wound Healing (GO:0061041)	2/47	0.0214253206888575	0.180821968869398	0	0	9.38959810874704	36.0859329987409	F2RL1;PTK2
Positive Regulation Of Epithelial To Mesenchymal Transition (GO:0010718)	2/47	0.0214253206888575	0.180821968869398	0	0	9.38959810874704	36.0859329987409	TNXB;PTK2
Modulation Of Chemical Synaptic Transmission (GO:0050804)	3/123	0.0214334141273804	0.180821968869398	0	0	5.31827956989247	20.437106891723	IQSEC2;GRM8;TMEM108
Neuron Projection Guidance (GO:0097485)	3/124	0.0218901111470154	0.180821968869398	0	0	5.27406025059984	20.1559830700601	ROBO2;BDNF;PTK2
Chloride Transmembrane Transport (GO:1902476)	2/48	0.0222879431398908	0.180821968869398	0	0	9.1850138760407	34.9371237397634	GABRA2;GABRA3
Regulation Of DNA Binding (GO:0051101)	2/48	0.0222879431398908	0.180821968869398	0	0	9.1850138760407	34.9371237397634	PPARG;MMP9
Positive Regulation Of miRNA Metabolic Process (GO:2000630)	2/49	0.0231647687999635	0.180821968869398	0	0	8.98913535536442	33.845197946064	WT1;PPARG
Positive Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0010862)	2/49	0.0231647687999635	0.180821968869398	0	0	8.98913535536442	33.845197946064	TNXB;PPARG
Positive Regulation Of Protein Modification Process (GO:0031401)	4/225	0.0231947697179204	0.180821968869398	0	0	3.87231949636042	14.5747463611518	MMP9;PTK2;HLA-DRB1;FGF4
CD4-positive, Alpha-Beta T Cell Activation (GO:0035710)	1/5	0.0237728924186839	0.180821968869398	0	0	52.3684210526316	195.81648814875	RSAD2
Regulation Of Glomerular Filtration (GO:0003093)	1/5	0.0237728924186839	0.180821968869398	0	0	52.3684210526316	195.81648814875	F2RL1
TORC2 Signaling (GO:0038203)	1/5	0.0237728924186839	0.180821968869398	0	0	52.3684210526316	195.81648814875	PRR5L
Negative Regulation Of Sequestering Of Triglyceride (GO:0010891)	1/5	0.0237728924186839	0.180821968869398	0	0	52.3684210526316	195.81648814875	PPARG
Regulation Of Macrophage Proliferation (GO:0120040)	1/5	0.0237728924186839	0.180821968869398	0	0	52.3684210526316	195.81648814875	PTK2
Behavioral Fear Response (GO:0001662)	1/5	0.0237728924186839	0.180821968869398	0	0	52.3684210526316	195.81648814875	HTR2C
Regulation Of Pentose-Phosphate Shunt (GO:0043456)	1/5	0.0237728924186839	0.180821968869398	0	0	52.3684210526316	195.81648814875	RPTOR
Regulation Of System Process (GO:0044057)	1/5	0.0237728924186839	0.180821968869398	0	0	52.3684210526316	195.81648814875	HTR2C
Regulation Of Tooth Mineralization (GO:0070170)	1/5	0.0237728924186839	0.180821968869398	0	0	52.3684210526316	195.81648814875	BCOR
Positive Regulation Of CD4-positive, CD25-positive, Alpha-Beta Regulatory T Cell Differentiation (GO:0032831)	1/5	0.0237728924186839	0.180821968869398	0	0	52.3684210526316	195.81648814875	HLA-DRB1
Positive Regulation Of T Cell Mediated Immune Response To Tumor Cell (GO:0002842)	1/5	0.0237728924186839	0.180821968869398	0	0	52.3684210526316	195.81648814875	HLA-DRB1
Renal Filtration Cell Differentiation (GO:0061318)	1/5	0.0237728924186839	0.180821968869398	0	0	52.3684210526316	195.81648814875	WT1
Reproductive System Development (GO:0061458)	1/5	0.0237728924186839	0.180821968869398	0	0	52.3684210526316	195.81648814875	WT1
Response To Gonadotropin (GO:0034698)	1/5	0.0237728924186839	0.180821968869398	0	0	52.3684210526316	195.81648814875	WT1
Dendrite Extension (GO:0097484)	1/5	0.0237728924186839	0.180821968869398	0	0	52.3684210526316	195.81648814875	TMEM108
Retinal Ganglion Cell Axon Guidance (GO:0031290)	1/5	0.0237728924186839	0.180821968869398	0	0	52.3684210526316	195.81648814875	ROBO2
Positive Regulation Of Gonad Development (GO:1905941)	1/5	0.0237728924186839	0.180821968869398	0	0	52.3684210526316	195.81648814875	WT1
Positive Regulation Of Male Gonad Development (GO:2000020)	1/5	0.0237728924186839	0.180821968869398	0	0	52.3684210526316	195.81648814875	WT1
Glomerular Epithelial Cell Differentiation (GO:0072311)	1/5	0.0237728924186839	0.180821968869398	0	0	52.3684210526316	195.81648814875	WT1
Positive Regulation Of Toll-Like Receptor 2 Signaling Pathway (GO:0034137)	1/5	0.0237728924186839	0.180821968869398	0	0	52.3684210526316	195.81648814875	F2RL1
Positive Regulation Of Toll-Like Receptor 7 Signaling Pathway (GO:0034157)	1/5	0.0237728924186839	0.180821968869398	0	0	52.3684210526316	195.81648814875	RSAD2
Protein Localization To Membrane Raft (GO:1903044)	1/5	0.0237728924186839	0.180821968869398	0	0	52.3684210526316	195.81648814875	MYADM
Positive Regulation Of Fat Cell Differentiation (GO:0045600)	2/50	0.0240556444712905	0.180821968869398	0	0	8.80141843971631	32.8062804628164	TFE3;PPARG
Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900024)	2/51	0.0249604180826958	0.180821968869398	0	0	8.62136343899262	31.8168312776224	MYADM;PTK2
Regulation Of Synapse Assembly (GO:0051963)	2/51	0.0249604180826958	0.180821968869398	0	0	8.62136343899262	31.8168312776224	ROBO2;BDNF
Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	4/231	0.0252396162778029	0.180821968869398	0	0	3.76881823405478	13.8667653560156	MYADM;PPARG;DUSP9;MMP9
Positive Regulation Of Phosphorylation (GO:0042327)	4/231	0.0252396162778029	0.180821968869398	0	0	3.76881823405478	13.8667653560156	MMP9;PTK2;HLA-DRB1;FGF4
Plasma Membrane Bounded Cell Projection Organization (GO:0120036)	3/132	0.0257350126339482	0.180821968869398	0	0	4.94498624656164	18.0981692814933	TNXB;STMN2;TMEM108
Gonad Development (GO:0008406)	2/53	0.0268110563829108	0.180821968869398	0	0	8.28243637880684	29.9736479694775	WT1;NR0B1
Positive Regulation Of Leukocyte Chemotaxis (GO:0002690)	2/54	0.0277566224412222	0.180821968869398	0	0	8.1227495908347	29.1142155700271	F2RL1;PTK2
Monoatomic Anion Transmembrane Transport (GO:0098656)	2/54	0.0277566224412222	0.180821968869398	0	0	8.1227495908347	29.1142155700271	GABRA2;GABRA3
Regulation Of Cellular Response To Insulin Stimulus (GO:1900076)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	PPARG
Regulation Of Collagen Fibril Organization (GO:1904026)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	TNXB
Regulation Of Endothelial Cell Chemotaxis To Fibroblast Growth Factor (GO:2000544)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	FGF4
Negative Regulation Of Response To Type II Interferon (GO:0060331)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	PPARG
Negative Regulation Of Retinoic Acid Receptor Signaling Pathway (GO:0048387)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	CYP26B1
Negative Regulation Of Steroid Metabolic Process (GO:0045939)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	NR0B1
Regulation Of Male Gonad Development (GO:2000018)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	WT1
Negative Regulation Of Type II Interferon-Mediated Signaling Pathway (GO:0060336)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	PPARG
Regulation Of Potassium Ion Export Across Plasma Membrane (GO:1903764)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	KCNH2
Regulation Of Prostaglandin Biosynthetic Process (GO:0031392)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	PIBF1
Cellular Response To Gonadotropin Stimulus (GO:0071371)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	WT1
Pituitary Gland Development (GO:0021983)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	NR0B1
Regulation Of Toll-Like Receptor 7 Signaling Pathway (GO:0034155)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	RSAD2
Regulation Of Vascular Associated Smooth Muscle Cell Apoptotic Process (GO:1905459)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	PPARG
Detection Of Muscle Stretch (GO:0035995)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	PTK2
Elastic Fiber Assembly (GO:0048251)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	TNXB
Positive Regulation Of Immune Response To Tumor Cell (GO:0002839)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	HLA-DRB1
Positive Regulation Of Phospholipid Biosynthetic Process (GO:0071073)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	HTR2C
White Fat Cell Differentiation (GO:0050872)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	PPARG
Positive Regulation Of Toll-Like Receptor 3 Signaling Pathway (GO:0034141)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	F2RL1
Macrophage Derived Foam Cell Differentiation (GO:0010742)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	PPARG
Metanephric Nephron Tubule Development (GO:0072234)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	POU3F3
Regulation Of T Cell Mediated Immune Response To Tumor Cell (GO:0002840)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	HLA-DRB1
Regulation Of T-helper Cell Differentiation (GO:0045622)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	HLA-DRB1
Negative Regulation Of RIG-I Signaling Pathway (GO:0039536)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	SEC14L1
Regulation Of Adiponectin Secretion (GO:0070163)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	PPARG
Regulation Of Cardiac Muscle Hypertrophy In Response To Stress (GO:1903242)	1/6	0.0284599375217657	0.180821968869398	0	0	41.8926315789474	149.106679129285	PPARG
Cellular Response To Fibroblast Growth Factor Stimulus (GO:0044344)	2/55	0.0287154891718351	0.180821968869398	0	0	7.9690887193898	28.2928039804068	KL;FGF4
Regulation Of ERK1 And ERK2 Cascade (GO:0070372)	4/244	0.0300343109212685	0.180821968869398	0	0	3.56231884057971	12.4874053765569	HTR2C;F2RL1;HLA-DRB1;FGF4
Regulation Of Bone Mineralization (GO:0030500)	2/58	0.0316704328005646	0.180821968869398	0	0	7.54103343465046	26.0344508150277	KL;BCOR
Regulation Of miRNA Transcription (GO:1902893)	2/59	0.032681046976022	0.180821968869398	0	0	7.40836132885405	25.3437075662971	WT1;PPARG
Positive Regulation Of Protein Binding (GO:0032092)	2/59	0.032681046976022	0.180821968869398	0	0	7.40836132885405	25.3437075662971	BDNF;MMP9
Negative Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001960)	2/59	0.032681046976022	0.180821968869398	0	0	7.40836132885405	25.3437075662971	F2RL1;PPARG
L-alanine Transport (GO:0015808)	1/7	0.033124714124782	0.180821968869398	0	0	34.9087719298246	118.950789446359	SLC36A1
Negative Regulation Of miRNA-mediated Gene Silencing (GO:0060965)	1/7	0.033124714124782	0.180821968869398	0	0	34.9087719298246	118.950789446359	PPARG
Regulation Of Positive Chemotaxis (GO:0050926)	1/7	0.033124714124782	0.180821968869398	0	0	34.9087719298246	118.950789446359	F2RL1
Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035357)	1/7	0.033124714124782	0.180821968869398	0	0	34.9087719298246	118.950789446359	PPARG
Regulation Of Transforming Growth Factor Beta Activation (GO:1901388)	1/7	0.033124714124782	0.180821968869398	0	0	34.9087719298246	118.950789446359	TNXB
Positive Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043372)	1/7	0.033124714124782	0.180821968869398	0	0	34.9087719298246	118.950789446359	HLA-DRB1
Positive Regulation Of T-helper 2 Cell Cytokine Production (GO:2000553)	1/7	0.033124714124782	0.180821968869398	0	0	34.9087719298246	118.950789446359	RSAD2
Positive Regulation Of Adipose Tissue Development (GO:1904179)	1/7	0.033124714124782	0.180821968869398	0	0	34.9087719298246	118.950789446359	PPARG
Positive Regulation Of Fibroblast Migration (GO:0010763)	1/7	0.033124714124782	0.180821968869398	0	0	34.9087719298246	118.950789446359	PTK2
Foam Cell Differentiation (GO:0090077)	1/7	0.033124714124782	0.180821968869398	0	0	34.9087719298246	118.950789446359	PPARG
Ventricular Cardiac Muscle Cell Membrane Repolarization (GO:0099625)	1/7	0.033124714124782	0.180821968869398	0	0	34.9087719298246	118.950789446359	KCNH2
Kidney Epithelium Development (GO:0072073)	1/7	0.033124714124782	0.180821968869398	0	0	34.9087719298246	118.950789446359	WT1
Kidney Mesenchyme Development (GO:0072074)	1/7	0.033124714124782	0.180821968869398	0	0	34.9087719298246	118.950789446359	WT1
Positive Regulation Of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900748)	1/7	0.033124714124782	0.180821968869398	0	0	34.9087719298246	118.950789446359	TNXB
Postsynaptic Density Organization (GO:0097106)	1/7	0.033124714124782	0.180821968869398	0	0	34.9087719298246	118.950789446359	TMEM108
Purine-Containing Compound Metabolic Process (GO:0072521)	1/7	0.033124714124782	0.180821968869398	0	0	34.9087719298246	118.950789446359	FHIT
Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000514)	1/7	0.033124714124782	0.180821968869398	0	0	34.9087719298246	118.950789446359	HLA-DRB1
Natural Killer Cell Differentiation (GO:0001779)	1/7	0.033124714124782	0.180821968869398	0	0	34.9087719298246	118.950789446359	NFIL3
Negative Regulation Of SMAD Protein Signal Transduction (GO:0060392)	1/7	0.033124714124782	0.180821968869398	0	0	34.9087719298246	118.950789446359	PPARG
Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0060393)	2/61	0.034739869150517	0.187908226259725	0	0	7.15650919581681	24.044921119772	TNXB;PPARG
