Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
SMAD2/3 Phosphorylation Motif Mutants In Cancer R-HSA-3304356	1/6	0.0319694869760854	0.411527338839196	0	0	37.1719626168224	127.982077143147	TGFBR1
Regulation Of Cholesterol Biosynthesis By SREBP (SREBF) R-HSA-1655829	2/55	0.0356358333144513	0.411527338839196	0	0	7.062655749377	23.5497447109624	HMGCS1;INSIG2
Activation Of RAC1 Downstream Of NMDARs R-HSA-9619229	1/7	0.0371984046126248	0.411527338839196	0	0	30.9750778816199	101.954140678175	CAMKK1
Loss Of Function Of SMAD2/3 In Cancer R-HSA-3304349	1/7	0.0371984046126248	0.411527338839196	0	0	30.9750778816199	101.954140678175	TGFBR1
Loss Of Function Of TGFBR1 In Cancer R-HSA-3656534	1/7	0.0371984046126248	0.411527338839196	0	0	30.9750778816199	101.954140678175	TGFBR1
STAT5 Activation R-HSA-9645135	1/7	0.0371984046126248	0.411527338839196	0	0	30.9750778816199	101.954140678175	GAB2
Signaling By MAPK Mutants R-HSA-9652817	1/7	0.0371984046126248	0.411527338839196	0	0	30.9750778816199	101.954140678175	DUSP10
mRNA 3-End Processing R-HSA-72187	2/58	0.0392577217896764	0.411527338839196	0	0	6.6832884097035	21.6378621443348	FYTTD1;EIF4A3
CREB1 Phosphorylation Thru Activation Of CaMKII/CaMKK/CaMKIV Cascasde R-HSA-442729	1/8	0.0423993391086082	0.411527338839196	0	0	26.5487316421896	83.9105186790187	CAMKK1
Signaling By TGF-beta Receptor Complex In Cancer R-HSA-3304351	1/8	0.0423993391086082	0.411527338839196	0	0	26.5487316421896	83.9105186790187	TGFBR1
SLC-mediated Transmembrane Transport R-HSA-425407	4/247	0.0449964462805156	0.411527338839196	0	0	3.11000316555872	9.64465400259049	SLC35A2;SLC16A1;SLCO4A1;SLC20A1
Atorvastatin ADME R-HSA-9754706	1/9	0.0475724385673413	0.411527338839196	0	0	23.2289719626168	70.7438737671887	ABCB1
Transport Of Nucleotide Sugars R-HSA-727802	1/9	0.0475724385673413	0.411527338839196	0	0	23.2289719626168	70.7438737671887	SLC35A2
CD163 Mediating An Anti-Inflammatory Response R-HSA-9662834	1/9	0.0475724385673413	0.411527338839196	0	0	23.2289719626168	70.7438737671887	PLK2
Abacavir ADME R-HSA-2161522	1/10	0.0527178503782264	0.411527338839196	0	0	20.6469366562824	60.7598292237389	ABCB1
Tetrahydrobiopterin (BH4) Synthesis, Recycling, Salvage And Regulation R-HSA-1474151	1/10	0.0527178503782264	0.411527338839196	0	0	20.6469366562824	60.7598292237389	HSP90AA1
CaMK IV-mediated Phosphorylation Of CREB R-HSA-111932	1/10	0.0527178503782264	0.411527338839196	0	0	20.6469366562824	60.7598292237389	CAMKK1
Condensation Of Prometaphase Chromosomes R-HSA-2514853	1/10	0.0527178503782264	0.411527338839196	0	0	20.6469366562824	60.7598292237389	NCAPH
Constitutive Signaling By Overexpressed ERBB2 R-HSA-9634285	1/10	0.0527178503782264	0.411527338839196	0	0	20.6469366562824	60.7598292237389	HSP90AA1
STAT5 Activation Downstream Of FLT3 ITD Mutants R-HSA-9702518	1/10	0.0527178503782264	0.411527338839196	0	0	20.6469366562824	60.7598292237389	GAB2
Transport Of Organic Anions R-HSA-879518	1/11	0.0578357212172234	0.411527338839196	0	0	18.581308411215	52.9594916419579	SLCO4A1
eNOS Activation R-HSA-203615	1/11	0.0578357212172234	0.411527338839196	0	0	18.581308411215	52.9594916419579	HSP90AA1
SLBP Dependent Processing Of Replication-Dependent Histone Pre-mRNAs R-HSA-77588	1/11	0.0578357212172234	0.411527338839196	0	0	18.581308411215	52.9594916419579	SLBP
Transport Of Mature mRNA Derived From An Intron-Containing Transcript R-HSA-159236	2/74	0.0607062016651433	0.411527338839196	0	0	5.19392033542977	14.5518555150401	FYTTD1;EIF4A3
ISG15 Antiviral Mechanism R-HSA-1169408	2/75	0.0621556496579175	0.411527338839196	0	0	5.12251227707418	14.2309208262493	HERC5;EIF4A3
Axon Guidance R-HSA-422475	6/519	0.062296063464643	0.411527338839196	0	0	2.22210755647288	6.16825290860212	EFNB2;HSP90AA1;EIF4A3;ETF1;GAB2;EZR
ALK Mutants Bind TKIs R-HSA-9700645	1/12	0.062926197022156	0.411527338839196	0	0	16.8912489379779	46.7176932623361	EIF2AK3
Hyaluronan Uptake And Degradation R-HSA-2160916	1/12	0.062926197022156	0.411527338839196	0	0	16.8912489379779	46.7176932623361	CHORDC1
Glutamate And Glutamine Metabolism R-HSA-8964539	1/13	0.0679894229711756	0.411527338839196	0	0	15.4828660436137	41.6241855399252	OAT
Regulation Of HSF1-mediated Heat Shock Response R-HSA-3371453	2/81	0.0710937658008508	0.411527338839196	0	0	4.73202770480057	12.5103248770956	HSPH1;HSPA2
DDX58/IFIH1-mediated Induction Of Interferon-Alpha/Beta R-HSA-168928	2/81	0.0710937658008508	0.411527338839196	0	0	4.73202770480057	12.5103248770956	HERC5;HSP90AA1
PI Metabolism R-HSA-1483255	2/82	0.072622167258113	0.411527338839196	0	0	4.67264150943396	12.2539325941893	PI4K2A;MTMR6
Interleukin-15 Signaling R-HSA-8983432	1/14	0.073025543510351	0.411527338839196	0	0	14.2911574406902	37.3991871273995	GAB2
Constitutive Signaling By EGFRvIII R-HSA-5637810	1/14	0.073025543510351	0.411527338839196	0	0	14.2911574406902	37.3991871273995	HSP90AA1
Creation Of C4 And C2 Activators R-HSA-166786	1/14	0.073025543510351	0.411527338839196	0	0	14.2911574406902	37.3991871273995	C1S
Role Of LAT2/NTAL/LAB On Calcium Mobilization R-HSA-2730905	1/14	0.073025543510351	0.411527338839196	0	0	14.2911574406902	37.3991871273995	GAB2
Antiviral Mechanism By IFN-stimulated Genes R-HSA-1169410	2/83	0.0741612036311825	0.411527338839196	0	0	4.61472163987887	12.0052635413739	HERC5;EIF4A3
Nervous System Development R-HSA-9675108	6/545	0.0749801426666265	0.411527338839196	0	0	2.11208119611481	5.47141385109912	EFNB2;HSP90AA1;EIF4A3;ETF1;GAB2;EZR
cGMP Effects R-HSA-418457	1/15	0.0780347023483601	0.411527338839196	0	0	13.2696929238985	33.8457006577982	PDE2A
Metabolism Of Nitric Oxide: NOS3 Activation And Regulation R-HSA-202131	1/15	0.0780347023483601	0.411527338839196	0	0	13.2696929238985	33.8457006577982	HSP90AA1
Signaling By ERBB2 ECD Mutants R-HSA-9665348	1/15	0.0780347023483601	0.411527338839196	0	0	13.2696929238985	33.8457006577982	HSP90AA1
Signaling By FLT3 ITD And TKD Mutants R-HSA-9703648	1/15	0.0780347023483601	0.411527338839196	0	0	13.2696929238985	33.8457006577982	GAB2
Mitotic Prometaphase R-HSA-68877	3/186	0.0797480710101948	0.411527338839196	0	0	3.07712724434036	7.78169393259209	CENPE;HSP90AA1;NCAPH
Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202	5/424	0.0798680289756527	0.411527338839196	0	0	2.25606506476354	5.70193292081689	HSP90AA1;DUSP10;EIF2AK3;GAB2;TGFBR1
Synthesis Of PIPs At Early Endosome Membrane R-HSA-1660516	1/16	0.083017042417129	0.411527338839196	0	0	12.3844236760125	30.8212311446749	PI4K2A
TGF-beta Receptor Signaling In EMT (Epithelial To Mesenchymal Transition) R-HSA-2173791	1/16	0.083017042417129	0.411527338839196	0	0	12.3844236760125	30.8212311446749	TGFBR1
Hyaluronan Metabolism R-HSA-2142845	1/16	0.083017042417129	0.411527338839196	0	0	12.3844236760125	30.8212311446749	CHORDC1
Sema3A PAK Dependent Axon Repulsion R-HSA-399954	1/16	0.083017042417129	0.411527338839196	0	0	12.3844236760125	30.8212311446749	HSP90AA1
Signaling By TGF-beta Receptor Complex R-HSA-170834	2/91	0.0868378058056026	0.418171629729637	0	0	4.19821920712317	10.2592436987539	SKIL;TGFBR1
Synthesis Of PIPs At Golgi Membrane R-HSA-1660514	1/17	0.0879727059661772	0.418171629729637	0	0	11.6098130841121	28.2203055411406	PI4K2A
Signaling By Cytosolic FGFR1 Fusion Mutants R-HSA-1839117	1/17	0.0879727059661772	0.418171629729637	0	0	11.6098130841121	28.2203055411406	GAB2
Constitutive Signaling By Ligand-Responsive EGFR Cancer Variants R-HSA-1236382	1/18	0.0929018344244166	0.4189387458531	0	0	10.9263331500825	25.9632827139802	HSP90AA1
Signaling By FLT3 Fusion Proteins R-HSA-9703465	1/18	0.0929018344244166	0.4189387458531	0	0	10.9263331500825	25.9632827139802	GAB2
Ephrin Signaling R-HSA-3928664	1/18	0.0929018344244166	0.4189387458531	0	0	10.9263331500825	25.9632827139802	EFNB2
Drug ADME R-HSA-9748784	2/95	0.0934033899048445	0.4189387458531	0	0	4.01683911543924	9.52323320000138	ABCB1;SLC16A1
Interferon Signaling R-HSA-913531	3/200	0.0941706690966622	0.4189387458531	0	0	2.85641769398115	6.74870530802838	HERC5;EIF4A3;ICAM1
Regulation Of TP53 Activity Thru Methylation R-HSA-6804760	1/19	0.0978045685552119	0.424227316108232	0	0	10.318795430945	23.9889704117679	JMY
Metabolism Of Cofactors R-HSA-8978934	1/19	0.0978045685552119	0.424227316108232	0	0	10.318795430945	23.9889704117679	HSP90AA1
SLC Transporter Disorders R-HSA-5619102	2/99	0.100108170618291	0.428858459315393	0	0	3.8504182065746	8.86175279411212	SLC35A2;SLC16A1
Chaperone Mediated Autophagy R-HSA-9613829	1/20	0.102681048336428	0.429249693153992	0	0	9.77520905066404	22.2496242234017	HSP90AA1
Phospholipid Metabolism R-HSA-1483257	3/208	0.102861563503646	0.429249693153992	0	0	2.74383275261324	6.24049429564207	CHPT1;PI4K2A;MTMR6
Initial Triggering Of Complement R-HSA-166663	1/21	0.107531413032235	0.429249693153992	0	0	9.28598130841121	20.7074807232179	C1S
Signaling By ERBB2 TMD/JMD Mutants R-HSA-9665686	1/21	0.107531413032235	0.429249693153992	0	0	9.28598130841121	20.7074807232179	HSP90AA1
Nitric Oxide Stimulates Guanylate Cyclase R-HSA-392154	1/21	0.107531413032235	0.429249693153992	0	0	9.28598130841121	20.7074807232179	PDE2A
Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807	2/107	0.113900254039563	0.429249693153992	0	0	3.55561545372866	7.72433342483529	HSP90AA1;ICAM1
Post-chaperonin Tubulin Folding Pathway R-HSA-389977	1/23	0.117154350629052	0.429249693153992	0	0	8.44095157179269	18.0996199499791	TUBB2A
RAF-independent MAPK1/3 Activation R-HSA-112409	1/23	0.117154350629052	0.429249693153992	0	0	8.44095157179269	18.0996199499791	DUSP10
RHOBTB2 GTPase Cycle R-HSA-9013418	1/23	0.117154350629052	0.429249693153992	0	0	8.44095157179269	18.0996199499791	HSP90AA1
Aggrephagy R-HSA-9646399	1/24	0.121927198391518	0.429249693153992	0	0	8.07354733848029	16.9894171300251	HSP90AA1
Signaling By EGFR In Cancer R-HSA-1643713	1/24	0.121927198391518	0.429249693153992	0	0	8.07354733848029	16.9894171300251	HSP90AA1
Signaling By ERBB2 KD Mutants R-HSA-9664565	1/24	0.121927198391518	0.429249693153992	0	0	8.07354733848029	16.9894171300251	HSP90AA1
Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957	2/112	0.122755228663216	0.429249693153992	0	0	3.39313893653516	7.11732240611692	EIF4A3;ETF1
Transcriptional Regulation By TP53 R-HSA-3700989	4/354	0.125087514288923	0.429249693153992	0	0	2.14747252747253	4.46404063304989	PLK3;SESN3;PLK2;JMY
Basigin Interactions R-HSA-210991	1/25	0.126674480888512	0.429249693153992	0	0	7.73676012461059	15.9851879834777	SLC16A1
Deadenylation Of mRNA R-HSA-429947	1/25	0.126674480888512	0.429249693153992	0	0	7.73676012461059	15.9851879834777	EIF4A3
Signaling By ERBB2 In Cancer R-HSA-1227990	1/25	0.126674480888512	0.429249693153992	0	0	7.73676012461059	15.9851879834777	HSP90AA1
Formation Of Tubulin Folding Intermediates By CCT/TriC R-HSA-389960	1/26	0.131396333762876	0.429249693153992	0	0	7.42691588785047	15.0732011448397	TUBB2A
HDMs Demethylate Histones R-HSA-3214842	1/26	0.131396333762876	0.429249693153992	0	0	7.42691588785047	15.0732011448397	KDM6B
Cholesterol Biosynthesis R-HSA-191273	1/26	0.131396333762876	0.429249693153992	0	0	7.42691588785047	15.0732011448397	HMGCS1
Downregulation Of TGF-beta Receptor Signaling R-HSA-2173788	1/26	0.131396333762876	0.429249693153992	0	0	7.42691588785047	15.0732011448397	TGFBR1
Signaling By TGFB Family Members R-HSA-9006936	2/119	0.135421098969159	0.429249693153992	0	0	3.18900177390743	6.37598205136663	SKIL;TGFBR1
FLT3 Signaling In Disease R-HSA-9682385	1/27	0.136092891948876	0.429249693153992	0	0	7.14090582314881	14.2419482348385	GAB2
Synthesis Of PC R-HSA-1483191	1/27	0.136092891948876	0.429249693153992	0	0	7.14090582314881	14.2419482348385	CHPT1
VEGFR2 Mediated Vascular Permeability R-HSA-5218920	1/27	0.136092891948876	0.429249693153992	0	0	7.14090582314881	14.2419482348385	HSP90AA1
Interleukin Receptor SHC Signaling R-HSA-912526	1/27	0.136092891948876	0.429249693153992	0	0	7.14090582314881	14.2419482348385	GAB2
Prefoldin Mediated Transfer Of Substrate To CCT/TriC R-HSA-389957	1/28	0.140764289683654	0.429249693153992	0	0	6.8760816891658	13.4817167152115	TUBB2A
Recycling Pathway Of L1 R-HSA-437239	1/28	0.140764289683654	0.429249693153992	0	0	6.8760816891658	13.4817167152115	EZR
Cell Cycle R-HSA-1640170	6/654	0.142744559814524	0.429249693153992	0	0	1.74691358024691	3.40071411801227	CENPE;HSP90AA1;DBF4;TUBB2A;HSPA2;NCAPH
Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203	3/242	0.143030872252619	0.429249693153992	0	0	2.34943215780036	4.56892845827719	FYTTD1;SLBP;EIF4A3
PIWI-interacting RNA (piRNA) Biogenesis R-HSA-5601884	1/29	0.145410660506587	0.429249693153992	0	0	6.630173564753	12.7842568957686	HSP90AA1
Processing Of Capped Intronless Pre-mRNA R-HSA-75067	1/29	0.145410660506587	0.429249693153992	0	0	6.630173564753	12.7842568957686	SLBP
Uptake And Actions Of Bacterial Toxins R-HSA-5339562	1/29	0.145410660506587	0.429249693153992	0	0	6.630173564753	12.7842568957686	HSP90AA1
Regulation Of Necroptotic Cell Death R-HSA-5675482	1/29	0.145410660506587	0.429249693153992	0	0	6.630173564753	12.7842568957686	HSP90AA1
Downregulation Of ERBB2 Signaling R-HSA-8863795	1/29	0.145410660506587	0.429249693153992	0	0	6.630173564753	12.7842568957686	HSP90AA1
Tight Junction Interactions R-HSA-420029	1/30	0.150032137235865	0.429249693153992	0	0	6.40122462133419	12.142519852668	CLDN12
Signaling By CSF3 (G-CSF) R-HSA-9674555	1/30	0.150032137235865	0.429249693153992	0	0	6.40122462133419	12.142519852668	GAB2
FGFR1 Mutant Receptor Activation R-HSA-1839124	1/30	0.150032137235865	0.429249693153992	0	0	6.40122462133419	12.142519852668	GAB2
M Phase R-HSA-68886	4/380	0.150196793824703	0.429249693153992	0	0	1.99631751227496	3.78463647888963	CENPE;HSP90AA1;TUBB2A;NCAPH
Cell Cycle, Mitotic R-HSA-69278	5/523	0.153123501095484	0.429249693153992	0	0	1.81560895153128	3.40700923692308	CENPE;HSP90AA1;DBF4;TUBB2A;NCAPH
Pyruvate Metabolism R-HSA-70268	1/31	0.154628852000718	0.429249693153992	0	0	6.18753894080997	11.5504493251612	SLC16A1
RIPK1-mediated Regulated Necrosis R-HSA-5213460	1/31	0.154628852000718	0.429249693153992	0	0	6.18753894080997	11.5504493251612	HSP90AA1
Sealing Of Nuclear Envelope (NE) By ESCRT-III R-HSA-9668328	1/31	0.154628852000718	0.429249693153992	0	0	6.18753894080997	11.5504493251612	TUBB2A
Downregulation Of SMAD2/3:SMAD4 Transcriptional Activity R-HSA-2173795	1/31	0.154628852000718	0.429249693153992	0	0	6.18753894080997	11.5504493251612	SKIL
PERK Regulates Gene Expression R-HSA-381042	1/32	0.15920093622347	0.433746081540662	0	0	5.98763943322279	11.0028151180053	EIF2AK3
Activation Of Pre-Replicative Complex R-HSA-68962	1/32	0.15920093622347	0.433746081540662	0	0	5.98763943322279	11.0028151180053	DBF4
Cell Surface Interactions At Vascular Wall R-HSA-202733	2/134	0.1634487167994	0.433746081540662	0	0	2.82447112635792	5.11584026474127	SLC16A1;CD244
Oncogene Induced Senescence R-HSA-2559585	1/33	0.163748520696907	0.433746081540662	0	0	5.80023364485981	10.4950787053193	ETF1
CaM Pathway R-HSA-111997	1/33	0.163748520696907	0.433746081540662	0	0	5.80023364485981	10.4950787053193	CAMKK1
Cooperation Of Prefoldin And TriC/CCT In Actin And Tubulin Folding R-HSA-389958	1/33	0.163748520696907	0.433746081540662	0	0	5.80023364485981	10.4950787053193	TUBB2A
RHOBTB GTPase Cycle R-HSA-9706574	1/35	0.172770709769518	0.445682707664133	0	0	5.45849367784497	9.58396829054266	HSP90AA1
Ca-dependent Events R-HSA-111996	1/35	0.172770709769518	0.445682707664133	0	0	5.45849367784497	9.58396829054266	CAMKK1
Negative Regulators Of DDX58/IFIH1 Signaling R-HSA-936440	1/35	0.172770709769518	0.445682707664133	0	0	5.45849367784497	9.58396829054266	HERC5
Activation Of ATR In Response To Replication Stress R-HSA-176187	1/36	0.177245572500433	0.445682707664133	0	0	5.3022696929239	9.17408825746278	DBF4
Transcriptional Regulation By AP-2 (TFAP2) Family Of Transcription Factors R-HSA-8864260	1/36	0.177245572500433	0.445682707664133	0	0	5.3022696929239	9.17408825746278	HSPD1
Transport Of SLBP Dependant Mature mRNA R-HSA-159230	1/36	0.177245572500433	0.445682707664133	0	0	5.3022696929239	9.17408825746278	SLBP
Signaling By FGFR1 In Disease R-HSA-5655302	1/36	0.177245572500433	0.445682707664133	0	0	5.3022696929239	9.17408825746278	GAB2
FLT3 Signaling R-HSA-9607240	1/37	0.181696451581132	0.453587544594625	0	0	5.15472481827622	8.79095962810174	GAB2
DAG And IP3 Signaling R-HSA-1489509	1/39	0.190526767536133	0.457332370777158	0	0	4.88293162813576	8.09571793130784	CAMKK1
NGF-stimulated Transcription R-HSA-9031628	1/39	0.190526767536133	0.457332370777158	0	0	4.88293162813576	8.09571793130784	ID3
Generic Transcription Pathway R-HSA-212436	9/1190	0.193445815177217	0.457332370777158	0	0	1.44030482641829	2.36607203212242	ZNF331;PLK3;NR4A3;SESN3;PLK2;JMY;ZNF10;SKIL;HSPD1
RET Signaling R-HSA-8853659	1/40	0.194906457103083	0.457332370777158	0	0	4.7574886173017	7.77961448089946	GAB2
Collagen Degradation R-HSA-1442490	1/40	0.194906457103083	0.457332370777158	0	0	4.7574886173017	7.77961448089946	ADAM9
Cellular Responses To Stress R-HSA-2262752	6/722	0.195661738187121	0.457332370777158	0	0	1.57541899441341	2.57008803369276	KDM6B;HSP90AA1;HSPH1;EIF2AK3;ETF1;HSPA2
Carboxyterminal Post-Translational Modifications Of Tubulin R-HSA-8955332	1/41	0.199262668392605	0.457332370777158	0	0	4.63831775700935	7.48221593789576	TUBB2A
Negative Regulation Of MAPK Pathway R-HSA-5675221	1/41	0.199262668392605	0.457332370777158	0	0	4.63831775700935	7.48221593789576	DUSP10
G Alpha (S) Signaling Events R-HSA-418555	2/153	0.200231035270112	0.457332370777158	0	0	2.46669998750469	3.96715264955708	GPR176;PDE2A
Metabolism Of Steroids R-HSA-8957322	2/153	0.200231035270112	0.457332370777158	0	0	2.46669998750469	3.96715264955708	HMGCS1;INSIG2
Activation Of Gene Expression By SREBF (SREBP) R-HSA-2426168	1/42	0.203595526117066	0.457332370777158	0	0	4.52496010941418	7.20201686650159	HMGCS1
Kinesins R-HSA-983189	1/42	0.203595526117066	0.457332370777158	0	0	4.52496010941418	7.20201686650159	CENPE
Signaling By SCF-KIT R-HSA-1433557	1/42	0.203595526117066	0.457332370777158	0	0	4.52496010941418	7.20201686650159	GAB2
Cellular Responses To Stimuli R-HSA-8953897	6/736	0.207397574258613	0.457332370777158	0	0	1.54407735697019	2.4290153883202	KDM6B;HSP90AA1;HSPH1;EIF2AK3;ETF1;HSPA2
Transport Of Mature mRNAs Derived From Intronless Transcripts R-HSA-159234	1/43	0.207905154305622	0.457332370777158	0	0	4.41700044503783	6.93766463061516	SLBP
Regulation Of TP53 Activity R-HSA-5633007	2/157	0.208103108784108	0.457332370777158	0	0	2.40255629945222	3.77134453480084	PLK3;JMY
Extracellular Matrix Organization R-HSA-1474244	3/291	0.208152255339151	0.457332370777158	0	0	1.94484126984127	3.05240011493312	MATN1;ADAM9;ICAM1
PI3K Cascade R-HSA-109704	1/44	0.21219167635482	0.457332370777158	0	0	4.31406216039991	6.68794077890423	GAB2
TGF-beta Receptor Signaling Activates SMADs R-HSA-2173789	1/44	0.21219167635482	0.457332370777158	0	0	4.31406216039991	6.68794077890423	TGFBR1
Aspirin ADME R-HSA-9749641	1/44	0.21219167635482	0.457332370777158	0	0	4.31406216039991	6.68794077890423	SLC16A1
Interleukin-2 Family Signaling R-HSA-451927	1/44	0.21219167635482	0.457332370777158	0	0	4.31406216039991	6.68794077890423	GAB2
Interleukin-3, Interleukin-5 And GM-CSF Signaling R-HSA-512988	1/44	0.21219167635482	0.457332370777158	0	0	4.31406216039991	6.68794077890423	GAB2
TBC/RABGAPs R-HSA-8854214	1/45	0.216455214937906	0.457987558435692	0	0	4.21580288870009	6.45174506411777	RAB8B
Interleukin-10 Signaling R-HSA-6783783	1/45	0.216455214937906	0.457987558435692	0	0	4.21580288870009	6.45174506411777	ICAM1
Regulation Of Complement Cascade R-HSA-977606	1/45	0.216455214937906	0.457987558435692	0	0	4.21580288870009	6.45174506411777	C1S
Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851	2/165	0.223940194230619	0.464554159823035	0	0	2.28371339275379	3.41729448915728	GPR176;PLK2
Cellular Senescence R-HSA-2559583	2/165	0.223940194230619	0.464554159823035	0	0	2.28371339275379	3.41729448915728	KDM6B;ETF1
PLC Beta Mediated Events R-HSA-112043	1/47	0.224913829539683	0.464554159823035	0	0	4.03210077204388	6.01604728929778	CAMKK1
IRS-mediated Signaling R-HSA-112399	1/47	0.224913829539683	0.464554159823035	0	0	4.03210077204388	6.01604728929778	GAB2
Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553	2/167	0.227915267967762	0.467968035413097	0	0	2.25580331618067	3.33583987508639	EIF4A3;ETF1
Signaling By ERBB2 R-HSA-1227986	1/49	0.233281967105983	0.470632805731256	0	0	3.86370716510903	5.62365436181004	HSP90AA1
EPH-ephrin Mediated Repulsion Of Cells R-HSA-3928665	1/49	0.233281967105983	0.470632805731256	0	0	3.86370716510903	5.62365436181004	EFNB2
Netrin-1 Signaling R-HSA-373752	1/49	0.233281967105983	0.470632805731256	0	0	3.86370716510903	5.62365436181004	EZR
Transcriptional Activity Of SMAD2/SMAD3:SMAD4 Heterotrimer R-HSA-2173793	1/51	0.241560586413351	0.478803706045448	0	0	3.70878504672897	5.26882970368819	SKIL
IRS-related Events Triggered By IGF1R R-HSA-2428928	1/51	0.241560586413351	0.478803706045448	0	0	3.70878504672897	5.26882970368819	GAB2
G-protein Mediated Events R-HSA-112040	1/52	0.245666623643169	0.478803706045448	0	0	3.63588052043247	5.10397581373759	CAMKK1
IGF1R Signaling Cascade R-HSA-2428924	1/52	0.245666623643169	0.478803706045448	0	0	3.63588052043247	5.10397581373759	GAB2
Disorders Of Transmembrane Transporters R-HSA-5619115	2/176	0.245858744215243	0.478803706045448	0	0	2.13814790717849	2.99981749080103	SLC35A2;SLC16A1
Insulin Receptor Signaling Cascade R-HSA-74751	1/53	0.2497506362946	0.478803706045448	0	0	3.56578001437815	4.94677920640097	GAB2
