Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Positive Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:2000601)	1/7	0.024932997075323	0.229222483379625	0	0	46.7652582159624	172.636904820907	CYFIP1
Cellular Response To Potassium Ion (GO:0035865)	1/7	0.024932997075323	0.229222483379625	0	0	46.7652582159624	172.636904820907	DLG2
Response To Epinephrine (GO:0071871)	1/7	0.024932997075323	0.229222483379625	0	0	46.7652582159624	172.636904820907	KCNQ1
Response To Potassium Ion (GO:0035864)	1/7	0.024932997075323	0.229222483379625	0	0	46.7652582159624	172.636904820907	DLG2
Regulation Of Transcription By RNA Polymerase II (GO:0006357)	13/2028	0.0278159186249786	0.229222483379625	0	0	1.9587752870421	7.01662064550709	STAT5B;AIRE;NFYC;RFX2;TBR1;TRAK1;ZFX;ETV6;GLIS2;SKI;ZEB2;TFDP1;ATXN1
Schwann Cell Development (GO:0014044)	1/8	0.0284444548765882	0.229222483379625	0	0	40.0824949698189	142.685747565623	SKI
Regulation Of Necrotic Cell Death (GO:0010939)	1/8	0.0284444548765882	0.229222483379625	0	0	40.0824949698189	142.685747565623	SLC6A6
Peripheral Nervous System Axon Ensheathment (GO:0032292)	1/8	0.0284444548765882	0.229222483379625	0	0	40.0824949698189	142.685747565623	SKI
Commissural Neuron Axon Guidance (GO:0071679)	1/8	0.0284444548765882	0.229222483379625	0	0	40.0824949698189	142.685747565623	NCAM1
Sensory Organ Morphogenesis (GO:0090596)	1/8	0.0284444548765882	0.229222483379625	0	0	40.0824949698189	142.685747565623	SKI
Intracellular Protein Transport (GO:0006886)	4/325	0.0297172572083421	0.229222483379625	0	0	3.59299981674913	12.6330856283029	RANBP3L;VPS37B;TRAK1;TRAK2
Positive Regulation Of Keratinocyte Migration (GO:0051549)	1/9	0.0319434429318554	0.229222483379625	0	0	35.0704225352113	120.775112495697	MAP4K4
Negative Regulation Of Receptor Binding (GO:1900121)	1/9	0.0319434429318554	0.229222483379625	0	0	35.0704225352113	120.775112495697	PCSK9
Histone Methylation (GO:0016571)	1/9	0.0319434429318554	0.229222483379625	0	0	35.0704225352113	120.775112495697	SMYD3
Negative Regulation Of Sodium Ion Transmembrane Transport (GO:1902306)	1/9	0.0319434429318554	0.229222483379625	0	0	35.0704225352113	120.775112495697	PCSK9
Camera-Type Eye Morphogenesis (GO:0048593)	1/9	0.0319434429318554	0.229222483379625	0	0	35.0704225352113	120.775112495697	SKI
Ectoderm Development (GO:0007398)	1/9	0.0319434429318554	0.229222483379625	0	0	35.0704225352113	120.775112495697	VAX2
Hematopoietic Stem Cell Proliferation (GO:0071425)	1/10	0.0354300047601862	0.229222483379625	0	0	31.1721439749609	104.121077653703	ETV6
Heparan Sulfate Proteoglycan Biosynthetic Process, Enzymatic Modification (GO:0015015)	1/10	0.0354300047601862	0.229222483379625	0	0	31.1721439749609	104.121077653703	HS6ST2
Acidic Amino Acid Transport (GO:0015800)	1/10	0.0354300047601862	0.229222483379625	0	0	31.1721439749609	104.121077653703	SLC6A6
Regulation Of Low-Density Lipoprotein Particle Clearance (GO:0010988)	1/10	0.0354300047601862	0.229222483379625	0	0	31.1721439749609	104.121077653703	PCSK9
Negative Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000650)	1/10	0.0354300047601862	0.229222483379625	0	0	31.1721439749609	104.121077653703	PCSK9
Regulation Of Melanin Biosynthetic Process (GO:0048021)	1/10	0.0354300047601862	0.229222483379625	0	0	31.1721439749609	104.121077653703	ZEB2
Regulation Of Peptidyl-Lysine Acetylation (GO:2000756)	1/10	0.0354300047601862	0.229222483379625	0	0	31.1721439749609	104.121077653703	NFYC
Cardiac Muscle Cell Membrane Repolarization (GO:0099622)	1/10	0.0354300047601862	0.229222483379625	0	0	31.1721439749609	104.121077653703	KCNQ1
Mast Cell Activation Involved In Immune Response (GO:0002279)	1/10	0.0354300047601862	0.229222483379625	0	0	31.1721439749609	104.121077653703	S100A13
Mast Cell Degranulation (GO:0043303)	1/10	0.0354300047601862	0.229222483379625	0	0	31.1721439749609	104.121077653703	S100A13
Positive Regulation Of Actin Nucleation (GO:0051127)	1/10	0.0354300047601862	0.229222483379625	0	0	31.1721439749609	104.121077653703	CYFIP1
Negative Regulation Of Activin Receptor Signaling Pathway (GO:0032926)	1/10	0.0354300047601862	0.229222483379625	0	0	31.1721439749609	104.121077653703	SKI
Diol Metabolic Process (GO:0034311)	1/10	0.0354300047601862	0.229222483379625	0	0	31.1721439749609	104.121077653703	PRKG2
Regulation Of Osteoblast Differentiation (GO:0045667)	2/85	0.0376618170243839	0.229222483379625	0	0	6.83132530120482	22.4006569215077	SKI;RANBP3L
Regulation Of Keratinocyte Migration (GO:0051547)	1/11	0.0389041837581844	0.229222483379625	0	0	28.0535211267606	91.0800620630536	MAP4K4
Regulation Of Lipid Kinase Activity (GO:0043550)	1/11	0.0389041837581844	0.229222483379625	0	0	28.0535211267606	91.0800620630536	WDR91
Intestinal Absorption (GO:0050892)	1/11	0.0389041837581844	0.229222483379625	0	0	28.0535211267606	91.0800620630536	KCNQ1
Mast Cell Mediated Immunity (GO:0002448)	1/11	0.0389041837581844	0.229222483379625	0	0	28.0535211267606	91.0800620630536	S100A13
Detection Of Light Stimulus Involved In Sensory Perception (GO:0050962)	1/11	0.0389041837581844	0.229222483379625	0	0	28.0535211267606	91.0800620630536	CNGB1
Detection Of Light Stimulus Involved In Visual Perception (GO:0050908)	1/11	0.0389041837581844	0.229222483379625	0	0	28.0535211267606	91.0800620630536	CNGB1
Skeletal Muscle Fiber Development (GO:0048741)	1/11	0.0389041837581844	0.229222483379625	0	0	28.0535211267606	91.0800620630536	SKI
Regulation Of DNA-templated Transcription (GO:0006355)	12/1922	0.0408425535351858	0.229222483379625	0	0	1.88670157068063	6.03372966230307	STAT5B;ZEB2;TFDP1;ATXN1;AIRE;NFYC;RFX2;TBR1;TRAK1;ZFX;ETV6;GLIS2
Alanine Transport (GO:0032328)	1/12	0.0423660231927322	0.229222483379625	0	0	25.5019206145967	80.6219905809178	SLC6A6
Atrial Cardiac Muscle Cell Action Potential (GO:0086014)	1/12	0.0423660231927322	0.229222483379625	0	0	25.5019206145967	80.6219905809178	KCNQ1
Primary miRNA Processing (GO:0031053)	1/12	0.0423660231927322	0.229222483379625	0	0	25.5019206145967	80.6219905809178	PUS10
Pseudouridine Synthesis (GO:0001522)	1/12	0.0423660231927322	0.229222483379625	0	0	25.5019206145967	80.6219905809178	PUS10
Positive Regulation Of DNA-directed DNA Polymerase Activity (GO:1900264)	1/12	0.0423660231927322	0.229222483379625	0	0	25.5019206145967	80.6219905809178	RFC2
Regulation Of DNA-directed DNA Polymerase Activity (GO:1900262)	1/12	0.0423660231927322	0.229222483379625	0	0	25.5019206145967	80.6219905809178	RFC2
Myelination In Peripheral Nervous System (GO:0022011)	1/12	0.0423660231927322	0.229222483379625	0	0	25.5019206145967	80.6219905809178	SKI
Heparan Sulfate Proteoglycan Metabolic Process (GO:0030201)	1/13	0.0458155662055763	0.229223349801724	0	0	23.3755868544601	72.0700051727417	HS6ST2
Negative Regulation Of Receptor Internalization (GO:0002091)	1/13	0.0458155662055763	0.229223349801724	0	0	23.3755868544601	72.0700051727417	PCSK9
Potassium Ion Export Across Plasma Membrane (GO:0097623)	1/13	0.0458155662055763	0.229223349801724	0	0	23.3755868544601	72.0700051727417	KCNQ1
Membrane Depolarization (GO:0051899)	1/13	0.0458155662055763	0.229223349801724	0	0	23.3755868544601	72.0700051727417	CNGB1
Microvillus Organization (GO:0032528)	1/13	0.0458155662055763	0.229223349801724	0	0	23.3755868544601	72.0700051727417	MAP4K4
Regulation Of Protein Metabolic Process (GO:0051246)	2/96	0.0469132633268803	0.229223349801724	0	0	6.02857142857143	18.4441420557064	CYFIP1;WDR91
Bone Morphogenesis (GO:0060349)	1/14	0.0492528558004378	0.229223349801724	0	0	21.5763813651138	64.9619085278147	SKI
Membrane Repolarization During Cardiac Muscle Cell Action Potential (GO:0086013)	1/14	0.0492528558004378	0.229223349801724	0	0	21.5763813651138	64.9619085278147	KCNQ1
Microvillus Assembly (GO:0030033)	1/14	0.0492528558004378	0.229223349801724	0	0	21.5763813651138	64.9619085278147	MAP4K4
Protein Transport To Vacuole Involved In Ubiquitin-Dependent Protein Catabolic Process Via The Multivesicular Body Sorting Pathway (GO:0043328)	1/14	0.0492528558004378	0.229223349801724	0	0	21.5763813651138	64.9619085278147	VPS37B
Myotube Cell Development (GO:0014904)	1/14	0.0492528558004378	0.229223349801724	0	0	21.5763813651138	64.9619085278147	SKI
Visual Perception (GO:0007601)	2/101	0.0513662218639217	0.229223349801724	0	0	5.72265512265512	16.9892725130322	VAX2;CNGB1
Protein Catabolic Process (GO:0030163)	2/102	0.0522744789860184	0.229223349801724	0	0	5.66514285714286	16.7192358645909	PCSK9;DENND3
Sensory Perception Of Light Stimulus (GO:0050953)	2/102	0.0522744789860184	0.229223349801724	0	0	5.66514285714286	16.7192358645909	VAX2;CNGB1
Positive Regulation Of Potassium Ion Transport (GO:0043268)	1/15	0.0526779348512287	0.229223349801724	0	0	20.0342052313883	58.9718571959067	KCNQ1
Regulation Of Multicellular Organism Growth (GO:0040014)	1/15	0.0526779348512287	0.229223349801724	0	0	20.0342052313883	58.9718571959067	STAT5B
Intracellular Sterol Transport (GO:0032366)	1/15	0.0526779348512287	0.229223349801724	0	0	20.0342052313883	58.9718571959067	OSBPL2
Peptidyl-Lysine Trimethylation (GO:0018023)	1/15	0.0526779348512287	0.229223349801724	0	0	20.0342052313883	58.9718571959067	NFYC
Membrane Repolarization During Action Potential (GO:0086011)	1/15	0.0526779348512287	0.229223349801724	0	0	20.0342052313883	58.9718571959067	KCNQ1
Receptor Catabolic Process (GO:0032801)	1/15	0.0526779348512287	0.229223349801724	0	0	20.0342052313883	58.9718571959067	PCSK9
Regulation Of Activin Receptor Signaling Pathway (GO:0032925)	1/15	0.0526779348512287	0.229223349801724	0	0	20.0342052313883	58.9718571959067	SKI
Retrograde Axonal Transport (GO:0008090)	1/15	0.0526779348512287	0.229223349801724	0	0	20.0342052313883	58.9718571959067	DLG2
Intracellular Cholesterol Transport (GO:0032367)	1/16	0.0560908460725308	0.229223349801724	0	0	18.6976525821596	53.8638731802171	OSBPL2
Regulation Of Secretion (GO:0051046)	1/16	0.0560908460725308	0.229223349801724	0	0	18.6976525821596	53.8638731802171	KCNQ1
Ruffle Organization (GO:0031529)	1/16	0.0560908460725308	0.229223349801724	0	0	18.6976525821596	53.8638731802171	CYFIP1
Lipid Transport (GO:0006869)	2/108	0.0578432955406648	0.229223349801724	0	0	5.34285714285714	15.227237564151	CRABP1;OSBPL2
Positive Regulation Of Wnt Signaling Pathway (GO:0030177)	2/109	0.0587908322638145	0.229223349801724	0	0	5.29265687583445	14.9981688354103	SKI;ZEB2
Positive Regulation Of Heart Rate (GO:0010460)	1/17	0.0594916320576285	0.229223349801724	0	0	17.5281690140845	49.4630839384902	KCNQ1
Negative Regulation Of Fibroblast Proliferation (GO:0048147)	1/17	0.0594916320576285	0.229223349801724	0	0	17.5281690140845	49.4630839384902	SKI
Rac Protein Signal Transduction (GO:0016601)	1/17	0.0594916320576285	0.229223349801724	0	0	17.5281690140845	49.4630839384902	CYFIP1
Growth Hormone Receptor Signaling Pathway (GO:0060396)	1/17	0.0594916320576285	0.229223349801724	0	0	17.5281690140845	49.4630839384902	STAT5B
Ventricular Cardiac Muscle Cell Action Potential (GO:0086005)	1/17	0.0594916320576285	0.229223349801724	0	0	17.5281690140845	49.4630839384902	KCNQ1
Positive Regulation Of Potassium Ion Transmembrane Transport (GO:1901381)	1/17	0.0594916320576285	0.229223349801724	0	0	17.5281690140845	49.4630839384902	KCNQ1
cGMP-mediated Signaling (GO:0019934)	1/17	0.0594916320576285	0.229223349801724	0	0	17.5281690140845	49.4630839384902	GUCY1A2
Regulation Of Receptor Recycling (GO:0001919)	1/17	0.0594916320576285	0.229223349801724	0	0	17.5281690140845	49.4630839384902	PCSK9
Polyol Metabolic Process (GO:0019751)	1/17	0.0594916320576285	0.229223349801724	0	0	17.5281690140845	49.4630839384902	INPP5A
Detection Of Visible Light (GO:0009584)	1/17	0.0594916320576285	0.229223349801724	0	0	17.5281690140845	49.4630839384902	CNGB1
Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015)	2/111	0.0607020799963281	0.229223349801724	0	0	5.19501965923984	14.5552882305641	SKI;ZEB2
Regulation Of Histone Modification (GO:0031056)	1/18	0.0628803352568931	0.229223349801724	0	0	16.4962717481359	45.6372953964449	NFYC
Protein Autoprocessing (GO:0016540)	1/18	0.0628803352568931	0.229223349801724	0	0	16.4962717481359	45.6372953964449	PCSK9
Membrane Repolarization (GO:0086009)	1/18	0.0628803352568931	0.229223349801724	0	0	16.4962717481359	45.6372953964449	KCNQ1
Regulation Of Synaptic Vesicle Exocytosis (GO:2000300)	1/18	0.0628803352568931	0.229223349801724	0	0	16.4962717481359	45.6372953964449	SYN1
Regulation Of Ventricular Cardiac Muscle Cell Membrane Repolarization (GO:0060307)	1/18	0.0628803352568931	0.229223349801724	0	0	16.4962717481359	45.6372953964449	KCNQ1
Renal Absorption (GO:0070293)	1/18	0.0628803352568931	0.229223349801724	0	0	16.4962717481359	45.6372953964449	KCNQ1
Positive Regulation Of Cation Transmembrane Transport (GO:1904064)	1/18	0.0628803352568931	0.229223349801724	0	0	16.4962717481359	45.6372953964449	KCNQ1
Positive Regulation Of Focal Adhesion Assembly (GO:0051894)	1/18	0.0628803352568931	0.229223349801724	0	0	16.4962717481359	45.6372953964449	MAP4K4
Eye Morphogenesis (GO:0048592)	1/19	0.066256997970156	0.233260938059316	0	0	15.5790297339593	42.2848235696593	SKI
Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040036)	1/19	0.066256997970156	0.233260938059316	0	0	15.5790297339593	42.2848235696593	DSTYK
Inositol Phosphate-Mediated Signaling (GO:0048016)	1/19	0.066256997970156	0.233260938059316	0	0	15.5790297339593	42.2848235696593	INPP5A
Cellular Response To Catecholamine Stimulus (GO:0071870)	1/19	0.066256997970156	0.233260938059316	0	0	15.5790297339593	42.2848235696593	KCNQ1
Regulation Of Transcription Involved In G1/S Transition Of Mitotic Cell Cycle (GO:0000083)	1/19	0.066256997970156	0.233260938059316	0	0	15.5790297339593	42.2848235696593	TFDP1
Striated Muscle Cell Differentiation (GO:0051146)	1/20	0.0696216623496152	0.236990294355644	0	0	14.7583395107487	39.3262450348165	SKI
Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis (GO:0038096)	1/20	0.0696216623496152	0.236990294355644	0	0	14.7583395107487	39.3262450348165	VAV2
Anterior/Posterior Axis Specification (GO:0009948)	1/20	0.0696216623496152	0.236990294355644	0	0	14.7583395107487	39.3262450348165	SKI
Myoblast Differentiation (GO:0045445)	1/20	0.0696216623496152	0.236990294355644	0	0	14.7583395107487	39.3262450348165	MBNL1
Response To Fibroblast Growth Factor (GO:0071774)	1/20	0.0696216623496152	0.236990294355644	0	0	14.7583395107487	39.3262450348165	DSTYK
Positive Regulation Of Heart Contraction (GO:0045823)	1/21	0.0729743704052392	0.237117476339933	0	0	14.0197183098592	36.6986734319212	KCNQ1
Regulation Of Neurotransmitter Transport (GO:0051588)	1/21	0.0729743704052392	0.237117476339933	0	0	14.0197183098592	36.6986734319212	SYN1
Neuron Projection Guidance (GO:0097485)	2/124	0.0736253757934734	0.237117476339933	0	0	4.6384074941452	12.1005175981207	CYFIP1;TNR
Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431)	1/22	0.0763151640250254	0.237117476339933	0	0	13.3514419852448	34.3517063645418	VAV2
Fc-epsilon Receptor Signaling Pathway (GO:0038095)	1/22	0.0763151640250254	0.237117476339933	0	0	13.3514419852448	34.3517063645418	VAV2
Regulation Of Histone Acetylation (GO:0035065)	1/22	0.0763151640250254	0.237117476339933	0	0	13.3514419852448	34.3517063645418	NFYC
Positive Regulation Of Receptor Internalization (GO:0002092)	1/22	0.0763151640250254	0.237117476339933	0	0	13.3514419852448	34.3517063645418	PCSK9
Inositol Phosphate Metabolic Process (GO:0043647)	1/22	0.0763151640250254	0.237117476339933	0	0	13.3514419852448	34.3517063645418	INPP5A
Positive Regulation Of Viral Life Cycle (GO:1903902)	1/22	0.0763151640250254	0.237117476339933	0	0	13.3514419852448	34.3517063645418	VPS37B
Regulation Of Cardiac Muscle Cell Membrane Repolarization (GO:0099623)	1/22	0.0763151640250254	0.237117476339933	0	0	13.3514419852448	34.3517063645418	KCNQ1
Regulation Of Catabolic Process (GO:0009894)	1/22	0.0763151640250254	0.237117476339933	0	0	13.3514419852448	34.3517063645418	WDR91
Plasma Membrane Bounded Cell Projection Assembly (GO:0120031)	3/275	0.0768563179197335	0.237117476339933	0	0	3.14194373401535	8.06165453509251	CYFIP1;RFX2;MAP4K4
Positive Regulation Of DNA-templated Transcription (GO:0045893)	8/1243	0.0775658345776617	0.237117476339933	0	0	1.892004048583	4.8371509520507	SKI;STAT5B;ZEB2;TFDP1;AIRE;NFYC;ZFX;GLIS2
Positive Regulation Of Lamellipodium Assembly (GO:0010592)	1/23	0.0796440849468237	0.237117476339933	0	0	12.7439180537772	32.244502268369	CYFIP1
Positive Regulation Of Neuron Apoptotic Process (GO:0043525)	1/23	0.0796440849468237	0.237117476339933	0	0	12.7439180537772	32.244502268369	PCSK9
Heparan Sulfate Proteoglycan Biosynthetic Process (GO:0015012)	1/23	0.0796440849468237	0.237117476339933	0	0	12.7439180537772	32.244502268369	HS6ST2
Hepaticobiliary System Development (GO:0061008)	1/23	0.0796440849468237	0.237117476339933	0	0	12.7439180537772	32.244502268369	PCSK9
Axon Extension (GO:0048675)	1/23	0.0796440849468237	0.237117476339933	0	0	12.7439180537772	32.244502268369	CYFIP1
Regulation Of T Cell Migration (GO:2000404)	1/23	0.0796440849468237	0.237117476339933	0	0	12.7439180537772	32.244502268369	AIRE
Positive Regulation Of Cell-Substrate Junction Organization (GO:0150117)	1/23	0.0796440849468237	0.237117476339933	0	0	12.7439180537772	32.244502268369	MAP4K4
Monoatomic Cation Transmembrane Transport (GO:0098655)	3/281	0.0808036406097963	0.237117476339933	0	0	3.07319361901783	7.73133539384853	SLC6A6;KCNQ1;CNGB1
Negative Regulation Of Ion Transmembrane Transporter Activity (GO:0032413)	1/24	0.0829611747365632	0.237117476339933	0	0	12.1892222902633	30.3436373269886	PCSK9
Fc-gamma Receptor Signaling Pathway (GO:0038094)	1/24	0.0829611747365632	0.237117476339933	0	0	12.1892222902633	30.3436373269886	VAV2
Positive Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030511)	1/24	0.0829611747365632	0.237117476339933	0	0	12.1892222902633	30.3436373269886	ZEB2
Positive Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903846)	1/24	0.0829611747365632	0.237117476339933	0	0	12.1892222902633	30.3436373269886	ZEB2
Early Endosome To Late Endosome Transport (GO:0045022)	1/24	0.0829611747365632	0.237117476339933	0	0	12.1892222902633	30.3436373269886	WDR91
Sterol Transport (GO:0015918)	1/25	0.0862664748551896	0.237117476339933	0	0	11.6807511737089	28.6215108004778	OSBPL2
Positive Regulation Of Peptidase Activity (GO:0010952)	1/25	0.0862664748551896	0.237117476339933	0	0	11.6807511737089	28.6215108004778	PRSS22
Vesicle-Mediated Transport Between Endosomal Compartments (GO:0098927)	1/25	0.0862664748551896	0.237117476339933	0	0	11.6807511737089	28.6215108004778	WDR91
Negative Regulation Of Smoothened Signaling Pathway (GO:0045879)	1/25	0.0862664748551896	0.237117476339933	0	0	11.6807511737089	28.6215108004778	GLIS2
Lamellipodium Assembly (GO:0030032)	1/25	0.0862664748551896	0.237117476339933	0	0	11.6807511737089	28.6215108004778	CYFIP1
Late Endosome To Vacuole Transport Via Multivesicular Body Sorting Pathway (GO:0032511)	1/25	0.0862664748551896	0.237117476339933	0	0	11.6807511737089	28.6215108004778	VPS37B
Bile Acid Biosynthetic Process (GO:0006699)	1/25	0.0862664748551896	0.237117476339933	0	0	11.6807511737089	28.6215108004778	OSBPL2
