Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
G Alpha (Q) Signaling Events R-HSA-416476	5/212	0.0154600881636293	0.280858268305932	0	0	3.59683794466403	14.9969925500523	CYSLTR1;RGS3;RGS19;LPAR5;TBXA2R
Antigen Activates B Cell Receptor Leading To Second Messenger Generation R-HSA-983695	2/31	0.0190233181556845	0.31900641214917	0	0	10.1323116219668	40.1451283347526	CD79B;PTPN6
Nucleotide Catabolism R-HSA-8956319	2/35	0.0239135144685411	0.350742419815417	0	0	8.9023569023569	33.2352715869246	NT5E;SAMHD1
Synthesis Of PA R-HSA-1483166	2/39	0.0292586906615081	0.350742419815417	0	0	7.93833833833834	28.034866055628	ACP6;PLD6
Signaling By SCF-KIT R-HSA-1433557	2/42	0.0335493254626735	0.350742419815417	0	0	7.34185185185185	24.9236672984326	PTPN6;SH2B2
Signaling By Membrane-Tethered Fusions Of PDGFRA Or PDGFRB R-HSA-9673768	1/5	0.03378711383543	0.350742419815417	0	0	36.5055147058824	123.668848613695	BIN2
Sodium-coupled Sulphate, Di- And Tri-Carboxylate Transporters R-HSA-433137	1/5	0.03378711383543	0.350742419815417	0	0	36.5055147058824	123.668848613695	SLC13A4
IRS Activation R-HSA-74713	1/5	0.03378711383543	0.350742419815417	0	0	36.5055147058824	123.668848613695	IRS1
Leukotriene Receptors R-HSA-391906	1/5	0.03378711383543	0.350742419815417	0	0	36.5055147058824	123.668848613695	CYSLTR1
Drug-mediated Inhibition Of CDK4/CDK6 Activity R-HSA-9754119	1/5	0.03378711383543	0.350742419815417	0	0	36.5055147058824	123.668848613695	CDK6
Activated NTRK3 Signals Thru PI3K R-HSA-9603381	1/6	0.040407308005575	0.352351725808614	0	0	29.2029411764706	93.7047803632598	IRS1
CLEC7A/inflammasome Pathway R-HSA-5660668	1/6	0.040407308005575	0.352351725808614	0	0	29.2029411764706	93.7047803632598	PYCARD
Microbial Modulation Of RIPK1-mediated Regulated Necrosis R-HSA-9686347	1/6	0.040407308005575	0.352351725808614	0	0	29.2029411764706	93.7047803632598	MLKL
SOS-mediated Signaling R-HSA-112412	1/6	0.040407308005575	0.352351725808614	0	0	29.2029411764706	93.7047803632598	IRS1
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) Bind RNA R-HSA-428359	1/7	0.0469824732592036	0.379339969278015	0	0	24.3345588235294	74.4146101594828	IGF2BP3
LTC4-CYSLTR Mediated IL4 Production R-HSA-9664535	1/7	0.0469824732592036	0.379339969278015	0	0	24.3345588235294	74.4146101594828	CYSLTR1
Synthesis Of PG R-HSA-1483148	1/8	0.0535129132165144	0.384699019113306	0	0	20.8571428571429	61.0662162440138	PLD6
Formation Of Editosome R-HSA-75094	1/8	0.0535129132165144	0.384699019113306	0	0	20.8571428571429	61.0662162440138	APOBEC3C
Histidine Catabolism R-HSA-70921	1/8	0.0535129132165144	0.384699019113306	0	0	20.8571428571429	61.0662162440138	CARNS1
Glycerophospholipid Biosynthesis R-HSA-1483206	3/127	0.056811264107474	0.384699019113306	0	0	3.5638541165142	10.2212072395403	ACP6;SH2D3C;PLD6
PI3K/AKT Activation R-HSA-198203	1/9	0.0599989295864789	0.384699019113306	0	0	18.2490808823529	51.342485296052	IRS1
Activation Of Ca-permeable Kainate Receptor R-HSA-451308	1/9	0.0599989295864789	0.384699019113306	0	0	18.2490808823529	51.342485296052	GRIK4
Prostanoid Ligand Receptors R-HSA-391908	1/9	0.0599989295864789	0.384699019113306	0	0	18.2490808823529	51.342485296052	TBXA2R
mRNA Editing R-HSA-75072	1/10	0.0664408221450692	0.402336089656252	0	0	16.2205882352941	43.9812104842916	APOBEC3C
Signal Attenuation R-HSA-74749	1/10	0.0664408221450692	0.402336089656252	0	0	16.2205882352941	43.9812104842916	IRS1
Signaling By Leptin R-HSA-2586552	1/11	0.0728388887077659	0.411051587682892	0	0	14.5977941176471	38.2389987800773	IRS1
Class A/1 (Rhodopsin-like Receptors) R-HSA-373076	5/327	0.0745876202469272	0.411051587682892	0	0	2.29872482589874	5.96698561578027	CYSLTR1;LPAR5;TBXA2R;S1PR4;CMKLR1
PECAM1 Interactions R-HSA-210990	1/12	0.0791934251499149	0.411051587682892	0	0	13.2700534759358	33.6510243395209	PTPN6
Pyrimidine Catabolism R-HSA-73621	1/12	0.0791934251499149	0.411051587682892	0	0	13.2700534759358	33.6510243395209	NT5E
Butyrophilin (BTN) Family Interactions R-HSA-8851680	1/12	0.0791934251499149	0.411051587682892	0	0	13.2700534759358	33.6510243395209	BTN3A2
NOTCH2 Intracellular Domain Regulates Transcription R-HSA-2197563	1/12	0.0791934251499149	0.411051587682892	0	0	13.2700534759358	33.6510243395209	FCER2
Signal Regulatory Protein Family Interactions R-HSA-391160	1/13	0.0855047253614575	0.423120888591617	0	0	12.1636029411765	29.9125333221096	PTPN6
FCGR Activation R-HSA-2029481	1/13	0.0855047253614575	0.423120888591617	0	0	12.1636029411765	29.9125333221096	FGR
Interferon Alpha/Beta Signaling R-HSA-909733	2/72	0.0873414678285448	0.423120888591617	0	0	4.18899470899471	10.2124755573606	PTPN6;SAMHD1
Leishmania Infection R-HSA-9658195	4/247	0.0901034110490744	0.424077274364605	0	0	2.42829295460874	5.84440882138355	PYCARD;FGR;CYSLTR1;NT5E
Regulation Of IFNG Signaling R-HSA-877312	1/14	0.0917730813026061	0.424077274364605	0	0	11.2273755656109	26.815870864612	PTPN6
Metabolism Of Nitric Oxide: NOS3 Activation And Regulation R-HSA-202131	1/15	0.0979987829751249	0.424077274364605	0	0	10.4248949579832	24.2149482915581	NOSIP
NLRP3 Inflammasome R-HSA-844456	1/16	0.104182118466226	0.424077274364605	0	0	9.72941176470588	22.0041813718647	PYCARD
Rap1 Signaling R-HSA-392517	1/16	0.104182118466226	0.424077274364605	0	0	9.72941176470588	22.0041813718647	SIPA1
Signaling By NTRK3 (TRKC) R-HSA-9034015	1/16	0.104182118466226	0.424077274364605	0	0	9.72941176470588	22.0041813718647	IRS1
PI Metabolism R-HSA-1483255	2/82	0.108678267009025	0.424077274364605	0	0	3.66351851851852	8.13067906309757	TNFAIP8L1;TNFAIP8L2
Aberrant Regulation Of Mitotic G1/S Transition In Cancer Due To RB1 Defects R-HSA-9659787	1/17	0.110323373910251	0.424077274364605	0	0	9.12086397058824	20.1054803872225	CDK6
Acetylcholine Neurotransmitter Release Cycle R-HSA-264642	1/17	0.110323373910251	0.424077274364605	0	0	9.12086397058824	20.1054803872225	SH2D3C
Purine Catabolism R-HSA-74259	1/17	0.110323373910251	0.424077274364605	0	0	9.12086397058824	20.1054803872225	NT5E
Regulation Of RUNX1 Expression And Activity R-HSA-8934593	1/17	0.110323373910251	0.424077274364605	0	0	9.12086397058824	20.1054803872225	CDK6
Platelet Homeostasis R-HSA-418346	2/83	0.110882590086158	0.424077274364605	0	0	3.61810699588477	7.95724259921339	FGR;PTPN6
Metabolism Of Angiotensinogen To Angiotensins R-HSA-2022377	1/18	0.116422833575423	0.437589271024867	0	0	8.58391003460208	18.4599268458412	ANPEP
Other Semaphorin Interactions R-HSA-416700	1/19	0.122480779815398	0.444169225832658	0	0	8.10661764705882	17.0222851452411	CD72
Signaling By PDGFR In Disease R-HSA-9671555	1/19	0.122480779815398	0.444169225832658	0	0	8.10661764705882	17.0222851452411	BIN2
TP53 Regulates Transcription Of Genes Involved In Cytochrome C Release R-HSA-6803204	1/20	0.12849749305348	0.444169225832658	0	0	7.67956656346749	15.7572870452961	STEAP3
Adaptive Immune System R-HSA-1280218	8/733	0.130930491955462	0.444169225832658	0	0	1.63703822507351	3.32824390435241	CD79B;TREML2;ITGB2;SLAMF6;PTPN6;BTN3A2;LAIR1;SIPA1
Synaptic Adhesion-Like Molecules R-HSA-8849932	1/21	0.134473251857594	0.444169225832658	0	0	7.29522058823529	14.6370574220238	LRFN3
PD-1 Signaling R-HSA-389948	1/21	0.134473251857594	0.444169225832658	0	0	7.29522058823529	14.6370574220238	PTPN6
Inflammasomes R-HSA-622312	1/21	0.134473251857594	0.444169225832658	0	0	7.29522058823529	14.6370574220238	PYCARD
Interleukin-37 Signaling R-HSA-9008059	1/21	0.134473251857594	0.444169225832658	0	0	7.29522058823529	14.6370574220238	PTPN6
Metabolism Of Nucleotides R-HSA-15869	2/95	0.138178965595381	0.449597231340194	0	0	3.14934289127837	6.23319702964363	NT5E;SAMHD1
Potential Therapeutics For SARS R-HSA-9679191	2/97	0.142862802573677	0.458001337662672	0	0	3.08272904483431	5.99859160594209	CD79B;CYSLTR1
Thromboxane Signaling Thru TP Receptor R-HSA-428930	1/24	0.152157559717271	0.478191403649421	0	0	6.34271099744246	11.9423018425845	TBXA2R
Interleukin-7 Signaling R-HSA-1266695	1/25	0.15797224953081	0.478191403649421	0	0	6.078125	11.216182250545	IRS1
Regulation Of IFNA/IFNB Signaling R-HSA-912694	1/25	0.15797224953081	0.478191403649421	0	0	6.078125	11.216182250545	PTPN6
Post-translational Protein Phosphorylation R-HSA-8957275	2/106	0.16432877560456	0.478191403649421	0	0	2.81467236467236	5.08297778005638	IGFBP4;ANO8
G Alpha (I) Signaling Events R-HSA-418594	4/312	0.16654894464482	0.478191403649421	0	0	1.90948149594766	3.42268075636369	RGS3;RGS19;LPAR5;S1PR4
Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807	2/107	0.166748895635951	0.478191403649421	0	0	2.78772486772487	4.9935573780727	FCER2;ITGB2
Synthesis Of PC R-HSA-1483191	1/27	0.169483128938328	0.478191403649421	0	0	5.61001131221719	9.95778068997577	SH2D3C
Interleukin Receptor SHC Signaling R-HSA-912526	1/27	0.169483128938328	0.478191403649421	0	0	5.61001131221719	9.95778068997577	PTPN6
Signaling By B Cell Receptor (BCR) R-HSA-983705	2/109	0.171607696763493	0.478191403649421	0	0	2.73534094842506	4.82115943308281	CD79B;PTPN6
Immune System R-HSA-168256	17/1943	0.176007628708785	0.478191403649421	0	0	1.31935358255452	2.29201790628297	IRS1;ITGB2;BTN3A2;SAMHD1;PYCARD;CD79B;PLAC8;FGR;FCER2;BIN2;ANPEP;TREML2;SLAMF6;PTPN6;METTL7A;LAIR1;SIPA1
PIWI-interacting RNA (piRNA) Biogenesis R-HSA-5601884	1/29	0.180837782807112	0.478191403649421	0	0	5.20877100840336	8.90780514399619	PLD6
Activation Of Kainate Receptors Upon Glutamate Binding R-HSA-451326	1/29	0.180837782807112	0.478191403649421	0	0	5.20877100840336	8.90780514399619	GRIK4
Interaction Between L1 And Ankyrins R-HSA-445095	1/29	0.180837782807112	0.478191403649421	0	0	5.20877100840336	8.90780514399619	SCN4A
Regulation Of Necroptotic Cell Death R-HSA-5675482	1/29	0.180837782807112	0.478191403649421	0	0	5.20877100840336	8.90780514399619	MLKL
Transferrin Endocytosis And Recycling R-HSA-917977	1/31	0.192038316028039	0.478191403649421	0	0	4.86102941176471	8.02099196165232	STEAP3
RIPK1-mediated Regulated Necrosis R-HSA-5213460	1/31	0.192038316028039	0.478191403649421	0	0	4.86102941176471	8.02099196165232	MLKL
Nicotinate Metabolism R-HSA-196807	1/31	0.192038316028039	0.478191403649421	0	0	4.86102941176471	8.02099196165232	NT5E
Signaling By GPCR R-HSA-372790	7/689	0.194342659373992	0.478191403649421	0	0	1.51440333859689	2.4807931643166	CYSLTR1;RGS3;RGS19;LPAR5;TBXA2R;S1PR4;CMKLR1
Phase 0 - Rapid Depolarisation R-HSA-5576892	1/32	0.19758143745515	0.478191403649421	0	0	4.70398481973435	7.62800266036714	SCN4A
GPVI-mediated Activation Cascade R-HSA-114604	1/32	0.19758143745515	0.478191403649421	0	0	4.70398481973435	7.62800266036714	PTPN6
Signaling By NOTCH2 R-HSA-1980145	1/32	0.19758143745515	0.478191403649421	0	0	4.70398481973435	7.62800266036714	FCER2
Oncogene Induced Senescence R-HSA-2559585	1/33	0.203086805294402	0.478191403649421	0	0	4.55675551470588	7.26402320781131	CDK6
Activation Of Matrix Metalloproteinases R-HSA-1592389	1/33	0.203086805294402	0.478191403649421	0	0	4.55675551470588	7.26402320781131	MMP17
Signal Amplification R-HSA-392518	1/33	0.203086805294402	0.478191403649421	0	0	4.55675551470588	7.26402320781131	TBXA2R
GPCR Ligand Binding R-HSA-500792	5/458	0.206003114218967	0.478191403649421	0	0	1.62301826209111	2.56414811183561	CYSLTR1;LPAR5;TBXA2R;S1PR4;CMKLR1
Regulation Of IGF Transport And Uptake By IGFBPs R-HSA-381426	2/123	0.206192623591952	0.478191403649421	0	0	2.4171411080502	3.8165316126298	IGFBP4;ANO8
Aberrant Regulation Of Mitotic Cell Cycle Due To RB1 Defects R-HSA-9687139	1/36	0.219378931337936	0.503416916122842	0	0	4.1655462184874	6.31894518202053	CDK6
Diseases Of Mitotic Cell Cycle R-HSA-9675126	1/38	0.230056214983274	0.517033555323235	0	0	3.93998410174881	5.78953709119906	CDK6
FCGR3A-mediated IL10 Synthesis R-HSA-9664323	1/38	0.230056214983274	0.517033555323235	0	0	3.93998410174881	5.78953709119906	FGR
Cell Surface Interactions At Vascular Wall R-HSA-202733	2/134	0.233856146732235	0.520210612118644	0	0	2.21447811447811	3.21774545384385	ITGB2;PTPN6
RHOF GTPase Cycle R-HSA-9035034	1/42	0.250977761573566	0.547155928104492	0	0	3.55487804878049	4.91423121840229	STEAP3
GPCR Downstream Signaling R-HSA-388396	6/619	0.250988957846097	0.547155928104492	0	0	1.43830242954809	1.98823208989685	CYSLTR1;RGS3;RGS19;LPAR5;TBXA2R;S1PR4
PI3K Cascade R-HSA-109704	1/44	0.26122590759783	0.547569690926221	0	0	3.38919288645691	4.54954983714004	IRS1
TP53 Regulates Transcription Of Cell Death Genes R-HSA-5633008	1/44	0.26122590759783	0.547569690926221	0	0	3.38919288645691	4.54954983714004	STEAP3
Interleukin-2 Family Signaling R-HSA-451927	1/44	0.26122590759783	0.547569690926221	0	0	3.38919288645691	4.54954983714004	PTPN6
Interleukin-3, Interleukin-5 And GM-CSF Signaling R-HSA-512988	1/44	0.26122590759783	0.547569690926221	0	0	3.38919288645691	4.54954983714004	PTPN6
Interleukin-10 Signaling R-HSA-6783783	1/45	0.266297660428602	0.552884666413669	0	0	3.3119986631016	4.38223980447849	FCER2
G Alpha (Z) Signaling Events R-HSA-418597	1/47	0.276337702902316	0.557792770673194	0	0	3.16767902813299	4.07405209663056	RGS19
IRS-mediated Signaling R-HSA-112399	1/47	0.276337702902316	0.557792770673194	0	0	3.16767902813299	4.07405209663056	IRS1
Cyclin D Associated Events In G1 R-HSA-69231	1/47	0.276337702902316	0.557792770673194	0	0	3.16767902813299	4.07405209663056	CDK6
Innate Immune System R-HSA-168249	9/1035	0.278969154382721	0.557938308765443	0	0	1.29091282894737	1.64804910552527	PYCARD;PLAC8;FGR;BIN2;ANPEP;ITGB2;PTPN6;METTL7A;LAIR1
Neurotransmitter Release Cycle R-HSA-112310	1/50	0.291142592932981	0.572526403638005	0	0	2.97328931572629	3.6688669268162	SH2D3C
IRS-related Events Triggered By IGF1R R-HSA-2428928	1/51	0.296010428260846	0.572526403638005	0	0	2.91367647058824	3.54699492090456	IRS1
IGF1R Signaling Cascade R-HSA-2428924	1/52	0.300845077626674	0.572526403638005	0	0	2.85640138408304	3.43099462663308	IRS1
RHOD GTPase Cycle R-HSA-9013405	1/52	0.300845077626674	0.572526403638005	0	0	2.85640138408304	3.43099462663308	STEAP3
Nucleotide-binding Domain, Leucine Rich Repeat Containing NLR Signaling Pathways R-HSA-168643	1/53	0.305646765725132	0.572526403638005	0	0	2.80132918552036	3.32048608883669	PYCARD
Insulin Receptor Signaling Cascade R-HSA-74751	1/53	0.305646765725132	0.572526403638005	0	0	2.80132918552036	3.32048608883669	IRS1
Signaling By Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R) R-HSA-2404192	1/53	0.305646765725132	0.572526403638005	0	0	2.80132918552036	3.32048608883669	IRS1
RHOJ GTPase Cycle R-HSA-9013409	1/54	0.310415715587462	0.572526403638005	0	0	2.74833518312986	3.21512029592953	STEAP3
Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851	2/165	0.312377902185548	0.572526403638005	0	0	1.79050215860032	2.0833237449175	FGR;CYSLTR1
Signaling By ALK Fusions And Activated Point Mutants R-HSA-9725370	1/55	0.315152148791562	0.572526403638005	0	0	2.69730392156863	3.11457614970144	IRS1
ECM Proteoglycans R-HSA-3000178	1/55	0.315152148791562	0.572526403638005	0	0	2.69730392156863	3.11457614970144	TNR
Extracellular Matrix Organization R-HSA-1474244	3/291	0.321483715200603	0.579202065402739	0	0	1.52168843283582	1.72682479925699	ITGB2;MMP17;TNR
Regulated Necrosis R-HSA-5218859	1/57	0.324528344092845	0.579894909936396	0	0	2.60070903361345	2.92679217311524	MLKL
RHOQ GTPase Cycle R-HSA-9013406	1/59	0.33377709474558	0.586801666568843	0	0	2.51077586206897	2.75502888280662	STEAP3
Iron Uptake And Transport R-HSA-917937	1/59	0.33377709474558	0.586801666568843	0	0	2.51077586206897	2.75502888280662	STEAP3
FCGR3A-mediated Phagocytosis R-HSA-9664422	1/60	0.338354216632453	0.590089753806998	0	0	2.46809571286142	2.67458142296308	FGR
RHO GTPases Activate PKNs R-HSA-5625740	1/62	0.34741501745375	0.601083125435854	0	0	2.38693346190935	2.52355007115595	PPP1R14A
Semaphorin Interactions R-HSA-373755	1/64	0.356352629772375	0.611691915672266	0	0	2.3109243697479	2.38449150388106	CD72
Hemostasis R-HSA-109582	5/576	0.360307347950723	0.613648451978576	0	0	1.27978559677334	1.30640240798815	FGR;TBXA2R;ITGB2;PTPN6;SH2B2
Integrin Cell Surface Interactions R-HSA-216083	1/66	0.365168716275086	0.617106822852471	0	0	2.239592760181	2.25615633097286	ITGB2
Costimulation By CD28 Family R-HSA-388841	1/68	0.373864917385737	0.625974597291344	0	0	2.17251975417032	2.13745687186544	PTPN6
Signaling By Interleukins R-HSA-449147	4/453	0.376159046996175	0.625974597291344	0	0	1.30040022104258	1.27145750942415	FCER2;IRS1;ITGB2;PTPN6
Interferon Signaling R-HSA-913531	2/200	0.398845004485885	0.658698568014567	0	0	1.47138047138047	1.35246702931451	PTPN6;SAMHD1
Signaling By Insulin Receptor R-HSA-74752	1/77	0.411557128797557	0.671122742862843	0	0	1.91437693498452	1.69959808179923	IRS1
G Alpha (12/13) Signaling Events R-HSA-416482	1/78	0.415603533424237	0.671122742862843	0	0	1.88941940412529	1.65895467182848	TBXA2R
Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530	1/78	0.415603533424237	0.671122742862843	0	0	1.88941940412529	1.65895467182848	IRS1
Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582	1/81	0.427577755018765	0.685381989662432	0	0	1.81829044117647	1.5448543319176	CDK6
Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340	1/84	0.439308379821887	0.699045451103441	0	0	1.75230333097094	1.44136350567812	EBF1
Transport Of Bile Salts And Organic Acids, Metal Ions And Amine Compounds R-HSA-425366	1/86	0.446995898506856	0.703635549655041	0	0	1.71089965397924	1.37762642727409	SLC13A4
Fcgamma Receptor (FCGR) Dependent Phagocytosis R-HSA-2029480	1/87	0.450800327828987	0.703635549655041	0	0	1.69091997264022	1.34720797113492	FGR
Protein-protein Interactions At Synapses R-HSA-6794362	1/88	0.45457877395055	0.703635549655041	0	0	1.67139959432049	1.31770479865373	LRFN3
Peptide Hormone Metabolism R-HSA-2980736	1/89	0.458331413078054	0.703635549655041	0	0	1.65232286096257	1.28908074248022	ANPEP
Interferon Gamma Signaling R-HSA-877300	1/89	0.458331413078054	0.703635549655041	0	0	1.65232286096257	1.28908074248022	PTPN6
SARS-CoV Infections R-HSA-9679506	3/369	0.464961567020643	0.705108842022493	0	0	1.19262295081967	0.913311285894769	CD79B;CYSLTR1;PTPN6
HCMV Late Events R-HSA-9610379	1/91	0.465759969042381	0.705108842022493	0	0	1.61544117647059	1.23433415396869	IRS1
Oxidative Stress Induced Senescence R-HSA-2559580	1/93	0.473087381476089	0.711262408012326	0	0	1.58016304347826	1.18271280054444	CDK6
HCMV Early Events R-HSA-9609690	1/96	0.483891841506333	0.718903930930562	0	0	1.53003095975232	1.11064008725076	IRS1
Infectious Disease R-HSA-5663205	7/961	0.48901494460007	0.718903930930562	0	0	1.06727140783745	0.763485652639465	PYCARD;CD79B;FGR;CYSLTR1;NT5E;IRS1;PTPN6
CLEC7A (Dectin-1) Signaling R-HSA-5607764	1/99	0.494476337223636	0.718903930930562	0	0	1.48296818727491	1.04438921550358	PYCARD
L1CAM Interactions R-HSA-373760	1/99	0.494476337223636	0.718903930930562	0	0	1.48296818727491	1.04438921550358	SCN4A
Neuronal System R-HSA-112316	3/386	0.494681409982923	0.718903930930562	0	0	1.13869295818557	0.801459177332226	LRFN3;SH2D3C;GRIK4
Stimuli-sensing Channels R-HSA-2672351	1/100	0.497956392525298	0.718903930930562	0	0	1.46791443850267	1.02349273069514	ANO8
Transmission Across Chemical Synapses R-HSA-112315	2/246	0.504164268444489	0.723077700795386	0	0	1.19119611414693	0.815794392650271	SH2D3C;GRIK4
PI3K/AKT Signaling In Cancer R-HSA-2219528	1/105	0.515003130141667	0.729118589556025	0	0	1.39698812217195	0.927016591731004	IRS1
PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558	1/106	0.518342884255399	0.729118589556025	0	0	1.38361344537815	0.909197738592276	IRS1
Platelet Activation, Signaling And Aggregation R-HSA-76002	2/254	0.521255641349135	0.729118589556025	0	0	1.15291005291005	0.751137827874644	TBXA2R;PTPN6
Gene Silencing By RNA R-HSA-211000	1/108	0.52495405329796	0.729118589556025	0	0	1.35761407366685	0.874906974144536	PLD6
Degradation Of Extracellular Matrix R-HSA-1474228	1/109	0.528225777066613	0.729118589556025	0	0	1.34497549019608	0.858405695779793	MMP17
Cytokine Signaling In Immune System R-HSA-1280215	5/702	0.528443748393816	0.729118589556025	0	0	1.04158514847181	0.664342709984104	FCER2;IRS1;ITGB2;PTPN6;SAMHD1
Negative Regulation Of PI3K/AKT Network R-HSA-199418	1/113	0.541090489015128	0.741543176457974	0	0	1.29667804621849	0.796379136895972	IRS1
Signaling By NTRK1 (TRKA) R-HSA-187037	1/114	0.544251872629705	0.741543176457974	0	0	1.2851379489849	0.781804852803362	IRS1
Cell-Cell Communication R-HSA-1500931	1/120	0.562771243441915	0.751474807468658	0	0	1.21997034107761	0.701339051308774	PTPN6
HCMV Infection R-HSA-9609646	1/121	0.565784330495516	0.751474807468658	0	0	1.20974264705882	0.688999627664637	IRS1
SARS-CoV-2 Activates/Modulates Innate And Adaptive Immune Responses R-HSA-9705671	1/121	0.565784330495516	0.751474807468658	0	0	1.20974264705882	0.688999627664637	PTPN6
Metabolism Of Lipids R-HSA-556833	5/732	0.565907060994594	0.751474807468658	0	0	0.997040556875495	0.567640531259254	ACP6;SH2D3C;TNFAIP8L1;PLD6;TNFAIP8L2
Metabolism Of Water-Soluble Vitamins And Cofactors R-HSA-196849	1/122	0.568776803818021	0.751474807468658	0	0	1.19968400583374	0.676942313544587	NT5E
Cardiac Conduction R-HSA-5576891	1/126	0.580543345634304	0.762400297278785	0	0	1.16105882352941	0.631373119439706	SCN4A
Signaling By NTRKs R-HSA-166520	1/132	0.597598119138302	0.780098143545808	0	0	1.10754378087113	0.570204287727377	IRS1
Factors Involved In Megakaryocyte Development And Platelet Production R-HSA-983231	1/136	0.608583696776782	0.789709797007967	0	0	1.07450980392157	0.533623950617608	SH2B2
Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016	1/140	0.619271496319608	0.797492552793717	0	0	1.04337706305544	0.499998285094173	ITGB2
C-type Lectin Receptors (CLRs) R-HSA-5621481	1/141	0.62189786227033	0.797492552793717	0	0	1.0358718487395	0.492017797784006	PYCARD
Mitotic G1 Phase And G1/S Transition R-HSA-453279	1/147	0.637282600435537	0.812442145584485	0	0	0.992999597099114	0.447388102957337	CDK6
CDC42 GTPase Cycle R-HSA-9013148	1/149	0.642271457646738	0.814041731203423	0	0	0.979481319554849	0.43365970598988	STEAP3
Interleukin-1 Family Signaling R-HSA-446652	1/152	0.649627300595693	0.818605500172607	0	0	0.959875340864823	0.414048433145353	PTPN6
Signaling By Receptor Tyrosine Kinases R-HSA-9006934	3/496	0.66410470304983	0.832039225660132	0	0	0.879628228028216	0.360045429811841	IRS1;PTPN6;SH2B2
Toll-like Receptor Cascades R-HSA-168898	1/162	0.673079164808928	0.838464331019122	0	0	0.899799050054805	0.356223539330548	ITGB2
Cellular Senescence R-HSA-2559583	1/165	0.67980589180639	0.842032297805642	0	0	0.883204806312769	0.340871106318919	CDK6
Ion Channel Transport R-HSA-983712	1/175	0.701251385746385	0.863688147416452	0	0	0.832023326572008	0.295275798244051	ANO8
Metabolism Of Amino Acids And Derivatives R-HSA-71291	2/364	0.715217027695725	0.871279858674026	0	0	0.798076529568242	0.267490709549039	RIDA;CARNS1
Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314	1/182	0.715408691296563	0.871279858674026	0	0	0.799561260968476	0.267774108420948	GRIK4
Metabolism Of Vitamins And Cofactors R-HSA-196854	1/186	0.723197423723213	0.875872435398113	0	0	0.782114467408585	0.253462207011985	NT5E
SARS-CoV-2-host Interactions R-HSA-9705683	1/196	0.741755731207177	0.888476645072333	0	0	0.741628959276018	0.221550744623754	PTPN6
Muscle Contraction R-HSA-397014	1/196	0.741755731207177	0.888476645072333	0	0	0.741628959276018	0.221550744623754	SCN4A
Signaling By NOTCH R-HSA-157118	1/203	0.754006286730071	0.895350420828014	0	0	0.715674140943506	0.202073866595375	FCER2
