Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
ATF6 (ATF6-alpha) Activates Chaperone Genes R-HSA-381183	1/9	0.0319434429318554	0.262654189313787	0	0	35.0704225352113	120.775112495697	NFYC
Activation Of PUMA And Translocation To Mitochondria R-HSA-139915	1/9	0.0319434429318554	0.262654189313787	0	0	35.0704225352113	120.775112495697	TFDP1
Phase 3 - Rapid Repolarisation R-HSA-5576890	1/9	0.0319434429318554	0.262654189313787	0	0	35.0704225352113	120.775112495697	KCNQ1
Interleukin-9 Signaling R-HSA-8985947	1/9	0.0319434429318554	0.262654189313787	0	0	35.0704225352113	120.775112495697	STAT5B
Signaling By Receptor Tyrosine Kinases R-HSA-9006934	5/496	0.0331322967861696	0.262654189313787	0	0	2.95422074961243	10.0657590142117	CYFIP1;STAT5B;SHC2;ATP6V1G3;VAV2
Tetrahydrobiopterin (BH4) Synthesis, Recycling, Salvage And Regulation R-HSA-1474151	1/10	0.0354300047601862	0.262654189313787	0	0	31.1721439749609	104.121077653703	PRKG2
Interleukin-21 Signaling R-HSA-9020958	1/10	0.0354300047601862	0.262654189313787	0	0	31.1721439749609	104.121077653703	STAT5B
STAT5 Activation Downstream Of FLT3 ITD Mutants R-HSA-9702518	1/10	0.0354300047601862	0.262654189313787	0	0	31.1721439749609	104.121077653703	STAT5B
Platelet Homeostasis R-HSA-418346	2/83	0.0360645729424756	0.262654189313787	0	0	7.00070546737213	23.2594536569953	GUCY1A2;PRKG2
ATF6 (ATF6-alpha) Activates Chaperones R-HSA-381033	1/11	0.0389041837581844	0.262654189313787	0	0	28.0535211267606	91.0800620630536	NFYC
Activation Of Phototransduction Cascade R-HSA-2485179	1/11	0.0389041837581844	0.262654189313787	0	0	28.0535211267606	91.0800620630536	CNGB1
Pyrimidine Salvage R-HSA-73614	1/11	0.0389041837581844	0.262654189313787	0	0	28.0535211267606	91.0800620630536	UCKL1
Signaling By Leptin R-HSA-2586552	1/11	0.0389041837581844	0.262654189313787	0	0	28.0535211267606	91.0800620630536	STAT5B
Fcgamma Receptor (FCGR) Dependent Phagocytosis R-HSA-2029480	2/87	0.0392858418270282	0.262654189313787	0	0	6.66991596638655	21.5897915217586	CYFIP1;VAV2
Interleukin-2 Signaling R-HSA-9020558	1/12	0.0423660231927322	0.262654189313787	0	0	25.5019206145967	80.6219905809178	STAT5B
Signaling By TGF-beta Receptor Complex R-HSA-170834	2/91	0.0426124157987979	0.262654189313787	0	0	6.36886035313002	20.0976369828152	SKI;TFDP1
Oxidative Stress Induced Senescence R-HSA-2559580	2/93	0.0443140685423609	0.262654189313787	0	0	6.22825745682889	19.4100721220817	TFDP1;MAP4K4
IRF3-mediated Induction Of Type I IFN R-HSA-3270619	1/13	0.0458155662055763	0.262654189313787	0	0	23.3755868544601	72.0700051727417	NLRP4
Inhibition Of Replication Initiation Of Damaged DNA By RB1/E2F1 R-HSA-113501	1/13	0.0458155662055763	0.262654189313787	0	0	23.3755868544601	72.0700051727417	TFDP1
Synthesis Of IP2, IP, And Ins In Cytosol R-HSA-1855183	1/14	0.0492528558004378	0.262654189313787	0	0	21.5763813651138	64.9619085278147	INPP5A
Interleukin-15 Signaling R-HSA-8983432	1/14	0.0492528558004378	0.262654189313787	0	0	21.5763813651138	64.9619085278147	STAT5B
Leading Strand Synthesis R-HSA-69109	1/14	0.0492528558004378	0.262654189313787	0	0	21.5763813651138	64.9619085278147	RFC2
L1CAM Interactions R-HSA-373760	2/99	0.0495672144736363	0.262654189313787	0	0	5.84123711340206	17.5495626832157	NCAM1;VAV2
Phase 2 - Plateau Phase R-HSA-5576893	1/15	0.0526779348512287	0.262654189313787	0	0	20.0342052313883	58.9718571959067	KCNQ1
Prolactin Receptor Signaling R-HSA-1170546	1/15	0.0526779348512287	0.262654189313787	0	0	20.0342052313883	58.9718571959067	STAT5B
cGMP Effects R-HSA-418457	1/15	0.0526779348512287	0.262654189313787	0	0	20.0342052313883	58.9718571959067	PRKG2
Regulation Of Innate Immune Responses To Cytosolic DNA R-HSA-3134975	1/15	0.0526779348512287	0.262654189313787	0	0	20.0342052313883	58.9718571959067	NLRP4
Membrane Binding And Targetting Of GAG Proteins R-HSA-174490	1/15	0.0526779348512287	0.262654189313787	0	0	20.0342052313883	58.9718571959067	VPS37B
Signaling By FLT3 ITD And TKD Mutants R-HSA-9703648	1/15	0.0526779348512287	0.262654189313787	0	0	20.0342052313883	58.9718571959067	STAT5B
FOXO-mediated Transcription Of Cell Death Genes R-HSA-9614657	1/16	0.0560908460725308	0.262654189313787	0	0	18.6976525821596	53.8638731802171	NFYC
Transcription Of E2F Targets Under Negative Control By P107 (RBL1) And P130 (RBL2) In Complex With HDAC1 R-HSA-1362300	1/16	0.0560908460725308	0.262654189313787	0	0	18.6976525821596	53.8638731802171	TFDP1
Translesion Synthesis By REV1 R-HSA-110312	1/16	0.0560908460725308	0.262654189313787	0	0	18.6976525821596	53.8638731802171	RFC2
VLDLR Internalisation And Degradation R-HSA-8866427	1/16	0.0560908460725308	0.262654189313787	0	0	18.6976525821596	53.8638731802171	PCSK9
STING Mediated Induction Of Host Immune Responses R-HSA-1834941	1/16	0.0560908460725308	0.262654189313787	0	0	18.6976525821596	53.8638731802171	NLRP4
Aberrant Regulation Of Mitotic G1/S Transition In Cancer Due To RB1 Defects R-HSA-9659787	1/17	0.0594916320576285	0.262654189313787	0	0	17.5281690140845	49.4630839384902	TFDP1
Translesion Synthesis By POLI R-HSA-5656121	1/17	0.0594916320576285	0.262654189313787	0	0	17.5281690140845	49.4630839384902	RFC2
Translesion Synthesis By POLK R-HSA-5655862	1/17	0.0594916320576285	0.262654189313787	0	0	17.5281690140845	49.4630839384902	RFC2
Signaling By Cytosolic FGFR1 Fusion Mutants R-HSA-1839117	1/17	0.0594916320576285	0.262654189313787	0	0	17.5281690140845	49.4630839384902	STAT5B
TP53 Regulates Transcription Of Genes Involved In G2 Cell Cycle Arrest R-HSA-6804114	1/18	0.0628803352568931	0.262654189313787	0	0	16.4962717481359	45.6372953964449	TFDP1
Assembly Of HIV Virion R-HSA-175474	1/18	0.0628803352568931	0.262654189313787	0	0	16.4962717481359	45.6372953964449	VPS37B
LDL Clearance R-HSA-8964038	1/18	0.0628803352568931	0.262654189313787	0	0	16.4962717481359	45.6372953964449	PCSK9
Serotonin Neurotransmitter Release Cycle R-HSA-181429	1/18	0.0628803352568931	0.262654189313787	0	0	16.4962717481359	45.6372953964449	SYN1
Signaling To RAS R-HSA-167044	1/19	0.066256997970156	0.262654189313787	0	0	15.5790297339593	42.2848235696593	SHC2
Transcription Of E2F Targets Under Negative Control By DREAM Complex R-HSA-1362277	1/19	0.066256997970156	0.262654189313787	0	0	15.5790297339593	42.2848235696593	TFDP1
Translesion Synthesis By POLH R-HSA-110320	1/19	0.066256997970156	0.262654189313787	0	0	15.5790297339593	42.2848235696593	RFC2
RAS Processing R-HSA-9648002	1/19	0.066256997970156	0.262654189313787	0	0	15.5790297339593	42.2848235696593	PRKG2
Metabolism Of Cofactors R-HSA-8978934	1/19	0.066256997970156	0.262654189313787	0	0	15.5790297339593	42.2848235696593	PRKG2
Na+/Cl- Dependent Neurotransmitter Transporters R-HSA-442660	1/19	0.066256997970156	0.262654189313787	0	0	15.5790297339593	42.2848235696593	SLC6A6
Signaling By KIT In Disease R-HSA-9669938	1/19	0.066256997970156	0.262654189313787	0	0	15.5790297339593	42.2848235696593	STAT5B
Signaling By PDGFR In Disease R-HSA-9671555	1/19	0.066256997970156	0.262654189313787	0	0	15.5790297339593	42.2848235696593	ETV6
Signaling By TGFB Family Members R-HSA-9006936	2/119	0.0685554913270446	0.262654189313787	0	0	4.83785103785104	12.9659815046457	SKI;TFDP1
Lagging Strand Synthesis R-HSA-69186	1/20	0.0696216623496152	0.262654189313787	0	0	14.7583395107487	39.3262450348165	RFC2
PCNA-Dependent Long Patch Base Excision Repair R-HSA-5651801	1/21	0.0729743704052392	0.262654189313787	0	0	14.0197183098592	36.6986734319212	RFC2
Azathioprine ADME R-HSA-9748787	1/21	0.0729743704052392	0.262654189313787	0	0	14.0197183098592	36.6986734319212	VAV2
VxPx Cargo-Targeting To Cilium R-HSA-5620916	1/21	0.0729743704052392	0.262654189313787	0	0	14.0197183098592	36.6986734319212	CNGB1
ZBP1(DAI) Mediated Induction Of Type I IFNs R-HSA-1606322	1/21	0.0729743704052392	0.262654189313787	0	0	14.0197183098592	36.6986734319212	NLRP4
RA Biosynthesis Pathway R-HSA-5365859	1/22	0.0763151640250254	0.262654189313787	0	0	13.3514419852448	34.3517063645418	CRABP1
E2F Mediated Regulation Of DNA Replication R-HSA-113510	1/22	0.0763151640250254	0.262654189313787	0	0	13.3514419852448	34.3517063645418	TFDP1
Nucleotide Salvage R-HSA-8956321	1/23	0.0796440849468237	0.262654189313787	0	0	12.7439180537772	32.244502268369	UCKL1
Dopamine Neurotransmitter Release Cycle R-HSA-212676	1/23	0.0796440849468237	0.262654189313787	0	0	12.7439180537772	32.244502268369	SYN1
Signaling By Rho GTPases R-HSA-194315	5/644	0.08227636805707	0.262654189313787	0	0	2.25270361805994	5.62651330135977	CYFIP1;WDR91;NHS;CDC42BPB;VAV2
Growth Hormone Receptor Signaling R-HSA-982772	1/24	0.0829611747365632	0.262654189313787	0	0	12.1892222902633	30.3436373269886	STAT5B
Signaling By Erythropoietin R-HSA-9006335	1/24	0.0829611747365632	0.262654189313787	0	0	12.1892222902633	30.3436373269886	STAT5B
Gap-filling DNA Repair Synthesis And Ligation In GG-NER R-HSA-5696397	1/25	0.0862664748551896	0.262654189313787	0	0	11.6807511737089	28.6215108004778	RFC2
Polymerase Switching On C-strand Of Telomere R-HSA-174411	1/25	0.0862664748551896	0.262654189313787	0	0	11.6807511737089	28.6215108004778	RFC2
Inactivation Of CSF3 (G-CSF) Signaling R-HSA-9705462	1/25	0.0862664748551896	0.262654189313787	0	0	11.6807511737089	28.6215108004778	STAT5B
Interleukin-7 Signaling R-HSA-1266695	1/25	0.0862664748551896	0.262654189313787	0	0	11.6807511737089	28.6215108004778	STAT5B
Resolution Of AP Sites Via Multiple-Nucleotide Patch Replacement Pathway R-HSA-110373	1/25	0.0862664748551896	0.262654189313787	0	0	11.6807511737089	28.6215108004778	RFC2
Deadenylation Of mRNA R-HSA-429947	1/25	0.0862664748551896	0.262654189313787	0	0	11.6807511737089	28.6215108004778	NLRP4
Attenuation Phase R-HSA-3371568	1/26	0.0895600265977508	0.262654189313787	0	0	11.2129577464789	27.0551423802405	HSPA6
Insulin Receptor Recycling R-HSA-77387	1/26	0.0895600265977508	0.262654189313787	0	0	11.2129577464789	27.0551423802405	ATP6V1G3
Interleukin-20 Family Signaling R-HSA-8854691	1/26	0.0895600265977508	0.262654189313787	0	0	11.2129577464789	27.0551423802405	STAT5B
ATF4 Activates Genes In Response To Endoplasmic Reticulum Stress R-HSA-380994	1/27	0.0928418711410692	0.262654189313787	0	0	10.7811484290358	25.625253969079	NFYC
G0 And Early G1 R-HSA-1538133	1/27	0.0928418711410692	0.262654189313787	0	0	10.7811484290358	25.625253969079	TFDP1
VEGFR2 Mediated Vascular Permeability R-HSA-5218920	1/27	0.0928418711410692	0.262654189313787	0	0	10.7811484290358	25.625253969079	VAV2
Signaling By BMP R-HSA-201451	1/27	0.0928418711410692	0.262654189313787	0	0	10.7811484290358	25.625253969079	SKI
DAP12 Signaling R-HSA-2424491	1/28	0.0961120494930951	0.262654189313787	0	0	10.3813249869588	24.3155607201028	VAV2
Downstream Signal Transduction R-HSA-186763	1/28	0.0961120494930951	0.262654189313787	0	0	10.3813249869588	24.3155607201028	STAT5B
G1/S-Specific Transcription R-HSA-69205	1/29	0.0993706025424172	0.262654189313787	0	0	10.010060362173	23.1122179410622	TFDP1
TNFs Bind Their Physiological Receptors R-HSA-5669034	1/29	0.0993706025424172	0.262654189313787	0	0	10.010060362173	23.1122179410622	TNFRSF9
HSF1 Activation R-HSA-3371511	1/29	0.0993706025424172	0.262654189313787	0	0	10.010060362173	23.1122179410622	HSPA6
Budding And Maturation Of HIV Virion R-HSA-162588	1/29	0.0993706025424172	0.262654189313787	0	0	10.010060362173	23.1122179410622	VPS37B
FCERI Mediated Ca+2 Mobilization R-HSA-2871809	1/29	0.0993706025424172	0.262654189313787	0	0	10.010060362173	23.1122179410622	VAV2
FCERI Mediated MAPK Activation R-HSA-2871796	1/29	0.0993706025424172	0.262654189313787	0	0	10.010060362173	23.1122179410622	VAV2
Activation Of BH3-only Proteins R-HSA-114452	1/30	0.10261757102954	0.262654189313787	0	0	9.66440019426906	22.0033854831355	TFDP1
HS-GAG Biosynthesis R-HSA-2022928	1/30	0.10261757102954	0.262654189313787	0	0	9.66440019426906	22.0033854831355	HS6ST2
Recognition Of DNA Damage By PCNA-containing Replication Complex R-HSA-110314	1/30	0.10261757102954	0.262654189313787	0	0	9.66440019426906	22.0033854831355	RFC2
Signaling By CSF3 (G-CSF) R-HSA-9674555	1/30	0.10261757102954	0.262654189313787	0	0	9.66440019426906	22.0033854831355	STAT5B
Endosomal Sorting Complex Required For Transport (ESCRT) R-HSA-917729	1/30	0.10261757102954	0.262654189313787	0	0	9.66440019426906	22.0033854831355	VPS37B
FGFR1 Mutant Receptor Activation R-HSA-1839124	1/30	0.10261757102954	0.262654189313787	0	0	9.66440019426906	22.0033854831355	STAT5B
Metabolism Of Steroids R-HSA-8957322	2/153	0.105167636111438	0.262654189313787	0	0	3.74210028382214	8.42795701511113	NFYC;OSBPL2
Transferrin Endocytosis And Recycling R-HSA-917977	1/31	0.105852995560979	0.262654189313787	0	0	9.34178403755869	20.9788816097494	ATP6V1G3
Late Endosomal Microautophagy R-HSA-9615710	1/31	0.105852995560979	0.262654189313787	0	0	9.34178403755869	20.9788816097494	VPS37B
DNA Strand Elongation R-HSA-69190	1/31	0.105852995560979	0.262654189313787	0	0	9.34178403755869	20.9788816097494	RFC2
Downregulation Of SMAD2/3:SMAD4 Transcriptional Activity R-HSA-2173795	1/31	0.105852995560979	0.262654189313787	0	0	9.34178403755869	20.9788816097494	SKI
PERK Regulates Gene Expression R-HSA-381042	1/32	0.109076916577853	0.262654189313787	0	0	9.03998182644253	20.0299057127764	NFYC
GPVI-mediated Activation Cascade R-HSA-114604	1/32	0.109076916577853	0.262654189313787	0	0	9.03998182644253	20.0299057127764	VAV2
Termination Of Translesion DNA Synthesis R-HSA-5656169	1/32	0.109076916577853	0.262654189313787	0	0	9.03998182644253	20.0299057127764	RFC2
Inactivation, Recovery And Regulation Of Phototransduction Cascade R-HSA-2514859	1/32	0.109076916577853	0.262654189313787	0	0	9.03998182644253	20.0299057127764	CNGB1
Signaling To ERKs R-HSA-187687	1/33	0.112289374414396	0.262654189313787	0	0	8.75704225352113	19.1488144733085	SHC2
Oncogene Induced Senescence R-HSA-2559585	1/33	0.112289374414396	0.262654189313787	0	0	8.75704225352113	19.1488144733085	TFDP1
Amino Acid Transport Across Plasma Membrane R-HSA-352230	1/33	0.112289374414396	0.262654189313787	0	0	8.75704225352113	19.1488144733085	SLC6A6
Telomere C-strand (Lagging Strand) Synthesis R-HSA-174417	1/33	0.112289374414396	0.262654189313787	0	0	8.75704225352113	19.1488144733085	RFC2
Phototransduction Cascade R-HSA-2514856	1/33	0.112289374414396	0.262654189313787	0	0	8.75704225352113	19.1488144733085	CNGB1
S Phase R-HSA-69242	2/161	0.114423018710486	0.262654189313787	0	0	3.55238095238095	7.70103973237354	TFDP1;RFC2
Synthesis Of Bile Acids And Bile Salts R-HSA-192105	1/34	0.115490409255825	0.262654189313787	0	0	8.49125053350405	18.3289398917692	OSBPL2
Transcriptional Regulation By E2F6 R-HSA-8953750	1/34	0.115490409255825	0.262654189313787	0	0	8.49125053350405	18.3289398917692	TFDP1
Cellular Responses To Stress R-HSA-2262752	5/722	0.118419650943101	0.262654189313787	0	0	1.99952122234018	4.26601971700148	TFDP1;NFYC;HSPA6;ATP6V1G3;MAP4K4
Plasma Lipoprotein Clearance R-HSA-8964043	1/35	0.11868006112791	0.262654189313787	0	0	8.24109362054681	17.56444036008	PCSK9
Impaired BRCA2 Binding To RAD51 R-HSA-9709570	1/35	0.11868006112791	0.262654189313787	0	0	8.24109362054681	17.56444036008	RFC2
Cellular Senescence R-HSA-2559583	2/165	0.119127615746164	0.262654189313787	0	0	3.46450482033304	7.37094173438222	TFDP1;MAP4K4
Aberrant Regulation Of Mitotic Cell Cycle Due To RB1 Defects R-HSA-9687139	1/36	0.121858369963763	0.262654189313787	0	0	8.00523138832998	16.8501780118101	TFDP1
Activation Of ATR In Response To Replication Stress R-HSA-176187	1/36	0.121858369963763	0.262654189313787	0	0	8.00523138832998	16.8501780118101	RFC2
HSF1-dependent Transactivation R-HSA-3371571	1/36	0.121858369963763	0.262654189313787	0	0	8.00523138832998	16.8501780118101	HSPA6
RHO GTPases Activate WASPs And WAVEs R-HSA-5663213	1/36	0.121858369963763	0.262654189313787	0	0	8.00523138832998	16.8501780118101	CYFIP1
ROS And RNS Production In Phagocytes R-HSA-1222556	1/36	0.121858369963763	0.262654189313787	0	0	8.00523138832998	16.8501780118101	ATP6V1G3
SMAD2/SMAD3:SMAD4 Heterotrimer Regulates Transcription R-HSA-2173796	1/36	0.121858369963763	0.262654189313787	0	0	8.00523138832998	16.8501780118101	TFDP1
Signaling By FGFR1 In Disease R-HSA-5655302	1/36	0.121858369963763	0.262654189313787	0	0	8.00523138832998	16.8501780118101	STAT5B
FLT3 Signaling R-HSA-9607240	1/37	0.125025375520639	0.26360489527052	0	0	7.78247261345853	16.1816171353948	STAT5B
HDR Thru Single Strand Annealing (SSA) R-HSA-5685938	1/37	0.125025375520639	0.26360489527052	0	0	7.78247261345853	16.1816171353948	RFC2
NCAM1 Interactions R-HSA-419037	1/37	0.125025375520639	0.26360489527052	0	0	7.78247261345853	16.1816171353948	NCAM1
Cellular Responses To Stimuli R-HSA-8953897	5/736	0.125604840379683	0.26360489527052	0	0	1.95979745594871	4.06582419494299	TFDP1;NFYC;HSPA6;ATP6V1G3;MAP4K4
Resolution Of Abasic Sites (AP Sites) R-HSA-73933	1/38	0.128181117418078	0.265518028937448	0	0	7.57175485344499	15.5547395525817	RFC2
Diseases Of Mitotic Cell Cycle R-HSA-9675126	1/38	0.128181117418078	0.265518028937448	0	0	7.57175485344499	15.5547395525817	TFDP1
Translesion Synthesis By Y Family DNA Polymerases Bypasses Lesions On DNA Template R-HSA-110313	1/39	0.131325635161191	0.270276629783354	0	0	7.37212750185322	14.9659737700403	RFC2
Presynaptic Phase Of Homologous DNA Pairing And Strand Exchange R-HSA-5693616	1/40	0.134458968098937	0.274951351433082	0	0	7.18273745034308	14.4121353737089	RFC2
Defective Homologous Recombination Repair (HRR) Due To BRCA2 Loss Of Function R-HSA-9701190	1/41	0.137581155489609	0.276027601265316	0	0	7.00281690140845	13.8903766400386	RFC2
Dual Incision In GG-NER R-HSA-5696400	1/41	0.137581155489609	0.276027601265316	0	0	7.00281690140845	13.8903766400386	RFC2
Signaling By Retinoic Acid R-HSA-5362517	1/41	0.137581155489609	0.276027601265316	0	0	7.00281690140845	13.8903766400386	CRABP1
Activation Of Gene Expression By SREBF (SREBP) R-HSA-2426168	1/42	0.140692236371196	0.277998349434447	0	0	6.83167296461697	13.3981437663071	NFYC
Signaling By SCF-KIT R-HSA-1433557	1/42	0.140692236371196	0.277998349434447	0	0	6.83167296461697	13.3981437663071	STAT5B
Smooth Muscle Contraction R-HSA-445355	1/43	0.143792249707473	0.277998349434447	0	0	6.66867873910127	12.9331403944341	GUCY1A2
Homologous DNA Pairing And Strand Exchange R-HSA-5693579	1/43	0.143792249707473	0.277998349434447	0	0	6.66867873910127	12.9331403944341	RFC2
Voltage Gated Potassium Channels R-HSA-1296072	1/43	0.143792249707473	0.277998349434447	0	0	6.66867873910127	12.9331403944341	KCNQ1
DAP12 Interactions R-HSA-2172127	1/43	0.143792249707473	0.277998349434447	0	0	6.66867873910127	12.9331403944341	VAV2
Interleukin-2 Family Signaling R-HSA-451927	1/44	0.146881234351797	0.280569543462415	0	0	6.51326564035375	12.4932963994831	STAT5B
Interleukin-3, Interleukin-5 And GM-CSF Signaling R-HSA-512988	1/44	0.146881234351797	0.280569543462415	0	0	6.51326564035375	12.4932963994831	STAT5B
Bile Acid And Bile Salt Metabolism R-HSA-194068	1/45	0.149959228922154	0.284744012060519	0	0	6.36491677336748	12.0767410781657	OSBPL2
PKMTs Methylate Histone Lysines R-HSA-3214841	1/47	0.156082402065436	0.292884036816906	0	0	6.08756889161053	11.3068750936006	SMYD3
Cyclin D Associated Events In G1 R-HSA-69231	1/47	0.156082402065436	0.292884036816906	0	0	6.08756889161053	11.3068750936006	TFDP1
Muscle Contraction R-HSA-397014	2/196	0.157050765329921	0.292977743510203	0	0	2.90633284241532	5.38016319191888	GUCY1A2;KCNQ1
Inositol Phosphate Metabolism R-HSA-1483249	1/48	0.159127657294281	0.293420362294078	0	0	5.95774647887324	10.9506271148875	INPP5A
DNA Damage Bypass R-HSA-73893	1/48	0.159127657294281	0.293420362294078	0	0	5.95774647887324	10.9506271148875	RFC2
TP53 Regulates Transcription Of Cell Cycle Genes R-HSA-6791312	1/49	0.162162075939326	0.295598298426543	0	0	5.83333333333333	10.6117606882222	TFDP1
EPH-ephrin Mediated Repulsion Of Cells R-HSA-3928665	1/49	0.162162075939326	0.295598298426543	0	0	5.83333333333333	10.6117606882222	VAV2
Cargo Trafficking To Periciliary Membrane R-HSA-5620920	1/50	0.165185695910124	0.296035039299604	0	0	5.71399827536648	10.2891110310162	CNGB1
Neurotransmitter Release Cycle R-HSA-112310	1/50	0.165185695910124	0.296035039299604	0	0	5.71399827536648	10.2891110310162	SYN1
Extension Of Telomeres R-HSA-180786	1/50	0.165185695910124	0.296035039299604	0	0	5.71399827536648	10.2891110310162	RFC2
Synthesis Of PIPs At Plasma Membrane R-HSA-1660499	1/51	0.168198555201951	0.298085217274569	0	0	5.59943661971831	9.98161239156665	RUFY1
Diseases Of DNA Repair R-HSA-9675135	1/51	0.168198555201951	0.298085217274569	0	0	5.59943661971831	9.98161239156665	RFC2
Signaling By PDGF R-HSA-186797	1/52	0.171200691509214	0.301729395532813	0	0	5.48936757801712	9.68828790732034	STAT5B
Heparan Sulfate/Heparin (HS-GAG) Metabolism R-HSA-1638091	1/53	0.174192142477671	0.305314799177895	0	0	5.38353196099675	9.40824065391751	HS6ST2
RHOJ GTPase Cycle R-HSA-9013409	1/54	0.177172945583254	0.308842457054962	0	0	5.28169014084507	9.14064575579012	CDC42BPB
