Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Cholesterol Biosynthetic Process (GO:0006695)	2/25	0.00799253817938771	0.21363644898923	0	0	16.2994257588187	78.7139513198353	HMGCS1;INSIG2
Mitotic G1 DNA Damage Checkpoint Signaling (GO:0031571)	2/26	0.00862827776081302	0.21363644898923	0	0	15.6194968553459	74.2349444914434	PLK3;PLK2
Response To Insulin (GO:0032868)	3/79	0.00899567843300229	0.21363644898923	0	0	7.44962406015038	35.0952608267622	INSIG2;SYAP1;SLC25A33
Positive Regulation Of Catabolic Process (GO:0009896)	3/79	0.00899567843300229	0.21363644898923	0	0	7.44962406015038	35.0952608267622	HSP90AA1;PLK2;EZR
Chaperone Cofactor-Dependent Protein Refolding (GO:0051085)	2/27	0.00928593833126226	0.21363644898923	0	0	14.9939622641509	70.1605583569555	HSPA2;HSPE1
Cellular Response To Organic Cyclic Compound (GO:0071407)	4/152	0.00933249768076252	0.21363644898923	0	0	5.13097713097713	23.983483172883	NR4A3;PDE2A;EZR;NKX3-1
Sterol Biosynthetic Process (GO:0016126)	2/28	0.00996526914056449	0.21363644898923	0	0	14.4165457184325	66.4408035801315	HMGCS1;INSIG2
Cellular Response To Growth Factor Stimulus (GO:0071363)	4/155	0.00997640867276391	0.21363644898923	0	0	5.02827305145186	23.167929521543	SYAP1;PDE2A;TGFBR1;MTSS2
Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903320)	2/29	0.0106660214694347	0.21363644898923	0	0	13.8819007686932	63.0334379019074	HSP90AA1;TGFBR1
Transport Across Blood-Brain Barrier (GO:0150104)	3/85	0.0109775615002381	0.21363644898923	0	0	6.90243902439024	31.1431281156722	ABCB1;SLC16A1;FABP5
Mitotic Spindle Organization (GO:0007052)	3/85	0.0109775615002381	0.21363644898923	0	0	6.90243902439024	31.1431281156722	PLK3;CENPE;PLK2
Embryonic Skeletal System Morphogenesis (GO:0048704)	2/30	0.0113879486023853	0.21363644898923	0	0	13.3854447439353	59.9025372702753	EIF4A3;TGFBR1
Cellular Response To cAMP (GO:0071320)	2/31	0.0121308058226154	0.21363644898923	0	0	12.9232270657124	57.0173699052305	PDE2A;EZR
Leukocyte Cell-Cell Adhesion (GO:0007159)	2/31	0.0121308058226154	0.21363644898923	0	0	12.9232270657124	57.0173699052305	EZR;ICAM1
'De Novo' Post-Translational Protein Folding (GO:0051084)	2/32	0.012894350394547	0.21363644898923	0	0	12.4918238993711	54.351501282201	HSPA2;HSPE1
Regulation Of Transcription By RNA Polymerase I (GO:0006356)	2/32	0.012894350394547	0.21363644898923	0	0	12.4918238993711	54.351501282201	EIF2AK3;DDX21
Regulation Of Epithelial Cell Proliferation (GO:0050678)	3/91	0.0131924894701216	0.21363644898923	0	0	6.42987012987013	27.8291697173113	DUSP10;NR4A3;NKX3-1
Cellular Component Assembly (GO:0022607)	5/260	0.0134721476716352	0.21363644898923	0	0	3.7382448124881	16.10110959473	RSPH1;MATN1;SNX9;EZR;MTSS2
Inositol Lipid-Mediated Signaling (GO:0048017)	2/33	0.0136783415548052	0.21363644898923	0	0	12.0882531953743	51.8820768271752	GAB2;EZR
Positive Regulation Of Carbohydrate Metabolic Process (GO:0045913)	2/34	0.014482540489518	0.21363644898923	0	0	11.7099056603774	49.5892426772166	PRXL2C;CD244
Positive Regulation Of Transcription By RNA Polymerase I (GO:0045943)	2/34	0.014482540489518	0.21363644898923	0	0	11.7099056603774	49.5892426772166	EIF2AK3;DDX21
Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)	4/175	0.015010549670832	0.21363644898923	0	0	4.43567251461988	18.6253978209968	SLC20A1;PLK2;DDX21;LITAF
Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560)	3/96	0.0152191347083307	0.21363644898923	0	0	6.0826420890937	25.4570845010702	PDE2A;ADAM9;TGFBR1
DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330)	2/36	0.0161506161302664	0.21363644898923	0	0	11.0199778024417	45.4661922341334	PLK3;PLK2
Cellular Response To Insulin Stimulus (GO:0032869)	3/99	0.0165148281278135	0.21363644898923	0	0	5.89166666666667	24.1764342954227	INSIG2;SYAP1;SLC25A33
Positive Regulation Of Protein Phosphorylation (GO:0001934)	6/377	0.0165366586553926	0.21363644898923	0	0	3.09513239257967	12.6967766594415	CENPE;HSP90AA1;SNX9;TGFBR1;CAMKK1;NKX3-1
Negative Regulation Of Stress-Activated MAPK Cascade (GO:0032873)	2/37	0.0170140248654097	0.21363644898923	0	0	10.7045822102426	43.6074415567519	DUSP10;EZR
Regulation Of p38MAPK Cascade (GO:1900744)	2/37	0.0170140248654097	0.21363644898923	0	0	10.7045822102426	43.6074415567519	DUSP10;EZR
Ventricular Septum Development (GO:0003281)	2/37	0.0170140248654097	0.21363644898923	0	0	10.7045822102426	43.6074415567519	PDE2A;TGFBR1
Regulation Of Cellular Component Biogenesis (GO:0044087)	2/37	0.0170140248654097	0.21363644898923	0	0	10.7045822102426	43.6074415567519	HSP90AA1;EZR
G2/M Transition Of Mitotic Cell Cycle (GO:0000086)	2/38	0.0178967053977828	0.21363644898923	0	0	10.4067085953878	41.8676314556009	PLK3;BACH1
Response To cAMP (GO:0051591)	2/38	0.0178967053977828	0.21363644898923	0	0	10.4067085953878	41.8676314556009	PDE2A;EZR
Response To Transforming Growth Factor Beta (GO:0071559)	2/38	0.0178967053977828	0.21363644898923	0	0	10.4067085953878	41.8676314556009	PDE2A;TGFBR1
Neuron Projection Extension (GO:1990138)	2/39	0.0187984284927628	0.21363644898923	0	0	10.1249362570117	40.2363144714494	HSP90AA1;SEMA3F
Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428)	2/39	0.0187984284927628	0.21363644898923	0	0	10.1249362570117	40.2363144714494	HSP90AA1;GLA
Positive Regulation Of Kinase Activity (GO:0033674)	3/104	0.0188080322670817	0.21363644898923	0	0	5.598585572843	22.2458188263472	CENPE;SNX9;CAMKK1
Transcription By RNA Polymerase II (GO:0006366)	4/192	0.0203624664466271	0.21363644898923	0	0	4.03109656301146	15.6973397543178	ZNF141;DDX21;ELL2;TCFL5
Response To Amino Acid Starvation (GO:1990928)	2/41	0.0206580947385911	0.21363644898923	0	0	9.60474117077891	37.2630152517693	SESN3;EIF2AK3
Glycerophospholipid Biosynthetic Process (GO:0046474)	3/108	0.0207634279768403	0.21363644898923	0	0	5.38421768707483	20.8614858433587	CHPT1;PI4K2A;MTMR6
Extracellular Structure Organization (GO:0043062)	3/109	0.0212690959455784	0.21363644898923	0	0	5.33315363881402	20.5353089097311	MATN1;TEX14;TGFBR1
Cellular Response To Amino Acid Starvation (GO:0034198)	2/42	0.02161558871903	0.21363644898923	0	0	9.36415094339623	35.9053434410829	SESN3;EIF2AK3
Cellular Response To Glucose Starvation (GO:0042149)	2/42	0.02161558871903	0.21363644898923	0	0	9.36415094339623	35.9053434410829	SESN3;EIF2AK3
Positive Regulation Of Protein Metabolic Process (GO:0051247)	4/196	0.0217718287181655	0.21363644898923	0	0	3.9463141025641	15.1030902621308	HSP90AA1;PLK2;EIF4A3;EZR
Mitotic Cell Cycle Phase Transition (GO:0044772)	3/111	0.0223006308938564	0.21363644898923	0	0	5.23386243386243	19.9051131977092	PLK3;DBF4;PLK2
Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	9/763	0.02235808687149	0.21363644898923	0	0	2.30745116952014	8.76962321816907	PLK3;ZNF141;NR4A3;PDE2A;ZNF10;ID3;EZR;BACH1;TCFL5
Regulation Of Protein Ubiquitination (GO:0031396)	3/113	0.0233591031031501	0.21363644898923	0	0	5.13818181818182	19.3029596856534	IVNS1ABP;HSP90AA1;TGFBR1
Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039)	2/44	0.0235847892398264	0.21363644898923	0	0	8.91734052111411	33.4146419473751	NR4A3;HSPD1
Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	7/525	0.0237548850506743	0.21363644898923	0	0	2.59218624565159	9.69469123254029	HSP90AA1;SLC20A1;PLK2;DDX21;LITAF;TGFBR1;NKX3-1
Regulation Of Apoptotic Signaling Pathway (GO:2001233)	2/45	0.024596057572296	0.21363644898923	0	0	8.70952172005265	32.2702508415444	TGFBR1;NKX3-1
Regulation Of Protein Kinase Activity (GO:0045859)	3/119	0.0266960641871404	0.21363644898923	0	0	4.87093596059113	17.6485657875447	CENPE;SNX9;CAMKK1
Negative Regulation Of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043569)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	NKX3-1
Golgi Disassembly (GO:0090166)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	PLK3
PERK-mediated Unfolded Protein Response (GO:0036499)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	EIF2AK3
Negative Regulation Of Nervous System Process (GO:0031645)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	EIF2AK3
TORC2 Signaling (GO:0038203)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	SYAP1
Cap-Dependent Translational Initiation (GO:0002191)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	SLBP
Cellular Response To Cold (GO:0070417)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	EIF2AK3
Regulation Of Type B Pancreatic Cell Proliferation (GO:0061469)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	NR4A3
Positive Regulation Of T Cell Mediated Immune Response To Tumor Cell (GO:0002842)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	HSPD1
Chondrocyte Development (GO:0002063)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	EIF2AK3
Response To cGMP (GO:0070305)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	PDE2A
Response To Catecholamine (GO:0071869)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	NR4A3
Positive Regulation Of Cardiac Muscle Cell Differentiation (GO:2000727)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	EFNB2
Response To Testosterone (GO:0033574)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	NKX3-1
Succinate Transport (GO:0015744)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	SLC16A1
Tight Junction Organization (GO:0120193)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	CLDN12
Glycoside Metabolic Process (GO:0016137)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	GLA
Glycosyl Compound Catabolic Process (GO:1901658)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	GLA
Glycosylceramide Catabolic Process (GO:0046477)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	GLA
Glycosylceramide Metabolic Process (GO:0006677)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	GLA
Positive Regulation Of Nuclear Cell Cycle DNA Replication (GO:0010571)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	DBF4
Ventricular Compact Myocardium Morphogenesis (GO:0003223)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	TGFBR1
Positive Regulation Of Tau-Protein Kinase Activity (GO:1902949)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	HSP90AA1
mRNA 3'-End Processing By Stem-Loop Binding And Cleavage (GO:0006398)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	SLBP
Regulation Of NK T Cell Activation (GO:0051133)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	HSPH1
Negative Regulation Of ERAD Pathway (GO:1904293)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	SVIP
Regulation Of cGMP-mediated Signaling (GO:0010752)	1/5	0.0267124374131317	0.21363644898923	0	0	46.4672897196262	168.333611949196	PDE2A
Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242)	2/48	0.0277339433103154	0.21363644898923	0	0	8.1402789171452	29.1836995025817	EIF2AK3;NKX3-1
Cytoplasmic Microtubule Organization (GO:0031122)	2/48	0.0277339433103154	0.21363644898923	0	0	8.1402789171452	29.1836995025817	PLK3;EZR
Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373)	2/48	0.0277339433103154	0.21363644898923	0	0	8.1402789171452	29.1836995025817	DUSP10;EZR
Regulation Of Protein Catabolic Process (GO:0042176)	3/122	0.0284552645529818	0.21363644898923	0	0	4.74741896758704	16.8980679424308	HSP90AA1;PLK2;EZR
Regulation Of Mitochondrion Organization (GO:0010821)	2/50	0.0299104769216571	0.21363644898923	0	0	7.80031446540881	27.3755660286593	USP36;PDE2A
Cellular Response To Starvation (GO:0009267)	3/126	0.0308946277884645	0.21363644898923	0	0	4.59210220673635	15.9675336603466	SESN3;JMY;EIF2AK3
Regulation Of Inositol Phosphate Biosynthetic Process (GO:0010919)	1/6	0.0319694869760854	0.21363644898923	0	0	37.1719626168224	127.982077143147	CD244
Neuron Projection Extension Involved In Neuron Projection Guidance (GO:1902284)	1/6	0.0319694869760854	0.21363644898923	0	0	37.1719626168224	127.982077143147	SEMA3F
Axon Extension Involved In Axon Guidance (GO:0048846)	1/6	0.0319694869760854	0.21363644898923	0	0	37.1719626168224	127.982077143147	SEMA3F
Nucleotide Transport (GO:0006862)	1/6	0.0319694869760854	0.21363644898923	0	0	37.1719626168224	127.982077143147	SLC25A33
Polyamine Biosynthetic Process (GO:0006596)	1/6	0.0319694869760854	0.21363644898923	0	0	37.1719626168224	127.982077143147	SAT1
Cellular Response To Monoamine Stimulus (GO:0071868)	1/6	0.0319694869760854	0.21363644898923	0	0	37.1719626168224	127.982077143147	NR4A3
Cleavage Furrow Formation (GO:0036089)	1/6	0.0319694869760854	0.21363644898923	0	0	37.1719626168224	127.982077143147	SNX9
Positive Regulation Of Immune Response To Tumor Cell (GO:0002839)	1/6	0.0319694869760854	0.21363644898923	0	0	37.1719626168224	127.982077143147	HSPD1
Exocrine System Development (GO:0035272)	1/6	0.0319694869760854	0.21363644898923	0	0	37.1719626168224	127.982077143147	NKX3-1
Galactose Metabolic Process (GO:0006012)	1/6	0.0319694869760854	0.21363644898923	0	0	37.1719626168224	127.982077143147	SLC35A2
Positive Regulation Of Mast Cell Activation (GO:0033005)	1/6	0.0319694869760854	0.21363644898923	0	0	37.1719626168224	127.982077143147	NR4A3
Long-Term Synaptic Depression (GO:0060292)	1/6	0.0319694869760854	0.21363644898923	0	0	37.1719626168224	127.982077143147	PLK2
Pyrimidine Nucleotide-Sugar Transmembrane Transport (GO:0090481)	1/6	0.0319694869760854	0.21363644898923	0	0	37.1719626168224	127.982077143147	SLC35A2
Receptor-Mediated Virion Attachment To Host Cell (GO:0046813)	1/6	0.0319694869760854	0.21363644898923	0	0	37.1719626168224	127.982077143147	ICAM1
Regulation Of MHC Class I Biosynthetic Process (GO:0045343)	1/6	0.0319694869760854	0.21363644898923	0	0	37.1719626168224	127.982077143147	HSPH1
Regulation Of T Cell Mediated Immune Response To Tumor Cell (GO:0002840)	1/6	0.0319694869760854	0.21363644898923	0	0	37.1719626168224	127.982077143147	HSPD1
Regulation Of Adiponectin Secretion (GO:0070163)	1/6	0.0319694869760854	0.21363644898923	0	0	37.1719626168224	127.982077143147	RAB11FIP1
Protein-Containing Complex Assembly (GO:0065003)	5/328	0.0326662078907477	0.21363644898923	0	0	2.94102618052842	10.0624685402861	CENPE;HSP90AA1;MATN1;SNX9;HSPD1
Blood Vessel Morphogenesis (GO:0048514)	2/53	0.033298022190603	0.21363644898923	0	0	7.34036256011839	24.9738019391756	EFNB2;TGFBR1
Regulation Of Nucleic Acid-Templated Transcription (GO:1903506)	6/452	0.0359273596419877	0.21363644898923	0	0	2.56475863888156	8.5310442387406	ZNF331;ZNF141;BACH1;TGFBR1;NKX3-1;TCFL5
Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)	4/232	0.0371379672804231	0.21363644898923	0	0	3.31713900134953	10.923721714484	SLC20A1;PLK2;DDX21;LITAF
Regulation Of Chaperone-Mediated Autophagy (GO:1904714)	1/7	0.0371984046126248	0.21363644898923	0	0	30.9750778816199	101.954140678175	PLK3
Regulation Of Chromosome Condensation (GO:0060623)	1/7	0.0371984046126248	0.21363644898923	0	0	30.9750778816199	101.954140678175	NCAPH
ER Overload Response (GO:0006983)	1/7	0.0371984046126248	0.21363644898923	0	0	30.9750778816199	101.954140678175	EIF2AK3
Regulation Of Epithelial To Mesenchymal Transition Involved In Endocardial Cushion Formation (GO:1905005)	1/7	0.0371984046126248	0.21363644898923	0	0	30.9750778816199	101.954140678175	TGFBR1
Negative Regulation Of Monooxygenase Activity (GO:0032769)	1/7	0.0371984046126248	0.21363644898923	0	0	30.9750778816199	101.954140678175	GLA
Negative Regulation Of Nitric Oxide Biosynthetic Process (GO:0045019)	1/7	0.0371984046126248	0.21363644898923	0	0	30.9750778816199	101.954140678175	GLA
Negative Regulation Of Nitric Oxide Metabolic Process (GO:1904406)	1/7	0.0371984046126248	0.21363644898923	0	0	30.9750778816199	101.954140678175	GLA
SREBP Signaling Pathway (GO:0032933)	1/7	0.0371984046126248	0.21363644898923	0	0	30.9750778816199	101.954140678175	INSIG2
Neuroepithelial Cell Differentiation (GO:0060563)	1/7	0.0371984046126248	0.21363644898923	0	0	30.9750778816199	101.954140678175	TUBB2A
Arginine Catabolic Process (GO:0006527)	1/7	0.0371984046126248	0.21363644898923	0	0	30.9750778816199	101.954140678175	OAT
Peptidyl-Tyrosine Dephosphorylation Involved In Inactivation Of Protein Kinase Activity (GO:1990264)	1/7	0.0371984046126248	0.21363644898923	0	0	30.9750778816199	101.954140678175	DUSP10
Cellular Response To Leptin Stimulus (GO:0044320)	1/7	0.0371984046126248	0.21363644898923	0	0	30.9750778816199	101.954140678175	NR4A3
Coronary Vasculature Morphogenesis (GO:0060977)	1/7	0.0371984046126248	0.21363644898923	0	0	30.9750778816199	101.954140678175	TGFBR1
Positive Regulation Of Cardiac Epithelial To Mesenchymal Transition (GO:0062043)	1/7	0.0371984046126248	0.21363644898923	0	0	30.9750778816199	101.954140678175	TGFBR1
Positive Regulation Of Chromosome Condensation (GO:1905821)	1/7	0.0371984046126248	0.21363644898923	0	0	30.9750778816199	101.954140678175	NCAPH
Spermidine Metabolic Process (GO:0008216)	1/7	0.0371984046126248	0.21363644898923	0	0	30.9750778816199	101.954140678175	SAT1
Establishment Of Centrosome Localization (GO:0051660)	1/7	0.0371984046126248	0.21363644898923	0	0	30.9750778816199	101.954140678175	EZR
Sulfur Amino Acid Biosynthetic Process (GO:0000097)	1/7	0.0371984046126248	0.21363644898923	0	0	30.9750778816199	101.954140678175	CTH
Glycoside Catabolic Process (GO:0016139)	1/7	0.0371984046126248	0.21363644898923	0	0	30.9750778816199	101.954140678175	GLA
Ventricular Trabecula Myocardium Morphogenesis (GO:0003222)	1/7	0.0371984046126248	0.21363644898923	0	0	30.9750778816199	101.954140678175	TGFBR1
Histone Lysine Demethylation (GO:0070076)	1/7	0.0371984046126248	0.21363644898923	0	0	30.9750778816199	101.954140678175	KDM6B
Positive Regulation Of Vascular Associated Smooth Muscle Cell Migration (GO:1904754)	1/7	0.0371984046126248	0.21363644898923	0	0	30.9750778816199	101.954140678175	NR4A3
Negative Regulation Of Cellular Biosynthetic Process (GO:0031327)	3/137	0.0381511929730502	0.21363644898923	0	0	4.21279317697228	13.7598177070814	EIF4A3;EIF2AK3;GLA
Positive Regulation Of Type II Interferon Production (GO:0032729)	2/58	0.0392577217896764	0.21363644898923	0	0	6.6832884097035	21.6378621443348	CD244;HSPD1
Positive Regulation Of Proteolysis (GO:0045862)	2/59	0.0404949454372152	0.21363644898923	0	0	6.56570671962926	21.0534514876869	ADAM9;SNX9
Protein Targeting To Mitochondrion (GO:0006626)	2/59	0.0404949454372152	0.21363644898923	0	0	6.56570671962926	21.0534514876869	HSP90AA1;HSPD1
Negative Regulation Of Retrograde Protein Transport, ER To Cytosol (GO:1904153)	1/8	0.0423993391086082	0.21363644898923	0	0	26.5487316421896	83.9105186790187	SVIP
Astral Microtubule Organization (GO:0030953)	1/8	0.0423993391086082	0.21363644898923	0	0	26.5487316421896	83.9105186790187	EZR
Regulation Of Nuclear Cell Cycle DNA Replication (GO:0033262)	1/8	0.0423993391086082	0.21363644898923	0	0	26.5487316421896	83.9105186790187	DBF4
Regulation Of Protein Localization To Early Endosome (GO:1902965)	1/8	0.0423993391086082	0.21363644898923	0	0	26.5487316421896	83.9105186790187	EZR
Cellular Response To Sterol Depletion (GO:0071501)	1/8	0.0423993391086082	0.21363644898923	0	0	26.5487316421896	83.9105186790187	INSIG2
Response To Leptin (GO:0044321)	1/8	0.0423993391086082	0.21363644898923	0	0	26.5487316421896	83.9105186790187	NR4A3
Positive Regulation Of Early Endosome To Late Endosome Transport (GO:2000643)	1/8	0.0423993391086082	0.21363644898923	0	0	26.5487316421896	83.9105186790187	EZR
Sphingosine-1-Phosphate Receptor Signaling Pathway (GO:0003376)	1/8	0.0423993391086082	0.21363644898923	0	0	26.5487316421896	83.9105186790187	EZR
Positive Regulation Of Inositol Phosphate Biosynthetic Process (GO:0060732)	1/8	0.0423993391086082	0.21363644898923	0	0	26.5487316421896	83.9105186790187	CD244
Sympathetic Ganglion Development (GO:0061549)	1/8	0.0423993391086082	0.21363644898923	0	0	26.5487316421896	83.9105186790187	SEMA3F
Positive Regulation Of Mast Cell Degranulation (GO:0043306)	1/8	0.0423993391086082	0.21363644898923	0	0	26.5487316421896	83.9105186790187	GAB2
Translational Termination (GO:0006415)	1/8	0.0423993391086082	0.21363644898923	0	0	26.5487316421896	83.9105186790187	ETF1
